id,poNumber,vendorId,requestId,amount,status,category,itemName,quantity,orderDate,expectedDeliveryDate,actualDeliveryDate
736,PO-2026-000736,40,329,313443,Draft,Electronics,Supply Item 99,1919,2024-03-13,2024-04-15,
737,PO-2026-000737,73,84,106831,Approved,Office Supplies,Supply Item 131,1462,2026-02-20,2026-03-26,
738,PO-2026-000738,63,326,365966,Draft,Industrial Equipment,Supply Item 109,1516,2025-01-12,2025-03-04,
739,PO-2026-000739,32,125,255465,Approved,Raw Materials,Supply Item 179,1373,2024-02-05,2024-04-04,
740,PO-2026-000740,83,76,142012,Completed,Packaging,Supply Item 155,1194,2025-09-11,2025-10-17,2025-10-17
741,PO-2026-000741,85,431,89634,Cancelled,Electronics,Supply Item 165,1467,2024-01-13,2024-01-27,
742,PO-2026-000742,50,204,375183,Delivered,Industrial Equipment,Supply Item 43,1709,2025-08-23,2025-09-04,2025-09-11
743,PO-2026-000743,55,130,367721,Delivered,Industrial Equipment,Supply Item 151,640,2024-11-05,2024-12-14,2024-12-15
744,PO-2026-000744,94,211,399506,Cancelled,Electronics,Supply Item 28,1312,2026-06-16,2026-08-08,
745,PO-2026-000745,74,398,423137,Pending Approval,IT Services,Supply Item 192,439,2024-12-18,2025-02-15,
746,PO-2026-000746,96,204,371482,Pending Approval,Maintenance Services,Supply Item 1,208,2024-11-11,2024-11-18,
747,PO-2026-000747,9,397,370070,Ordered,IT Services,Supply Item 188,892,2025-03-03,2025-04-12,
748,PO-2026-000748,22,91,201425,Pending Approval,Packaging,Supply Item 125,382,2024-07-09,2024-08-30,
749,PO-2026-000749,65,486,62796,Cancelled,Packaging,Supply Item 48,421,2025-04-06,2025-05-19,
750,PO-2026-000750,8,384,100802,Pending Approval,IT Services,Supply Item 105,912,2026-04-08,2026-06-02,
751,PO-2026-000751,81,468,332376,Pending Approval,Electronics,Supply Item 76,185,2024-04-21,2024-06-07,
752,PO-2026-000752,49,64,150103,Draft,Packaging,Supply Item 123,1003,2024-03-06,2024-04-03,
753,PO-2026-000753,87,390,57853,Approved,Raw Materials,Supply Item 171,1202,2024-01-10,2024-01-20,
754,PO-2026-000754,6,50,115660,Draft,Industrial Equipment,Supply Item 155,1075,2025-06-18,2025-08-14,
755,PO-2026-000755,98,137,259765,Approved,Industrial Equipment,Supply Item 87,769,2025-04-29,2025-06-23,
756,PO-2026-000756,88,456,184871,Pending Approval,Office Supplies,Supply Item 171,826,2024-11-18,2025-01-16,
757,PO-2026-000757,49,313,35011,Cancelled,Electronics,Supply Item 1,945,2024-12-30,2025-01-27,
758,PO-2026-000758,90,206,385224,Draft,Electronics,Supply Item 136,582,2026-05-05,2026-05-20,
759,PO-2026-000759,90,385,432321,Ordered,Maintenance Services,Supply Item 132,856,2024-09-11,2024-10-11,
760,PO-2026-000760,85,97,6640,Approved,Raw Materials,Supply Item 163,747,2025-10-15,2025-12-13,
761,PO-2026-000761,6,497,428392,Completed,Maintenance Services,Supply Item 103,1523,2026-01-23,2026-02-19,2026-02-19
762,PO-2026-000762,79,407,47660,Ordered,Electronics,Supply Item 188,798,2024-12-22,2025-01-25,
763,PO-2026-000763,38,311,107276,Cancelled,Raw Materials,Supply Item 33,1029,2025-12-30,2026-01-15,
764,PO-2026-000764,12,155,441393,Cancelled,Maintenance Services,Supply Item 44,1845,2025-11-20,2026-01-01,
765,PO-2026-000765,58,489,65648,Delivered,Packaging,Supply Item 44,1552,2025-05-08,2025-06-26,2025-06-26
766,PO-2026-000766,85,359,51888,Completed,Office Supplies,Supply Item 99,1579,2024-04-18,2024-05-22,2024-05-22
767,PO-2026-000767,36,113,382054,Ordered,Electronics,Supply Item 171,288,2024-09-20,2024-11-08,
768,PO-2026-000768,69,325,385326,Cancelled,Office Supplies,Supply Item 58,1918,2025-05-18,2025-05-30,
769,PO-2026-000769,74,393,319929,Approved,Industrial Equipment,Supply Item 184,1531,2024-03-07,2024-04-24,
770,PO-2026-000770,95,372,205094,Cancelled,Industrial Equipment,Supply Item 60,467,2025-10-31,2025-12-18,
771,PO-2026-000771,34,60,157555,Draft,Office Supplies,Supply Item 190,1222,2024-03-30,2024-04-13,
772,PO-2026-000772,25,382,65873,Pending Approval,Office Supplies,Supply Item 98,1191,2025-08-09,2025-09-08,
773,PO-2026-000773,95,1,167948,Delivered,Industrial Equipment,Supply Item 109,664,2024-03-04,2024-04-17,2024-04-17
774,PO-2026-000774,99,187,423129,Pending Approval,Packaging,Supply Item 28,819,2025-11-26,2026-01-22,
775,PO-2026-000775,2,276,246488,Cancelled,IT Services,Supply Item 57,1033,2024-11-19,2024-12-05,
776,PO-2026-000776,88,234,82293,Pending Approval,Raw Materials,Supply Item 154,665,2025-09-07,2025-10-02,
777,PO-2026-000777,40,258,366024,Cancelled,Maintenance Services,Supply Item 162,1707,2024-05-06,2024-05-30,
778,PO-2026-000778,28,254,157827,Draft,Office Supplies,Supply Item 40,1705,2025-12-22,2026-01-22,
779,PO-2026-000779,92,108,449632,Pending Approval,Raw Materials,Supply Item 199,376,2026-01-20,2026-03-19,
780,PO-2026-000780,63,373,210420,Completed,Logistics,Supply Item 6,1132,2024-11-02,2024-12-31,2025-01-07
781,PO-2026-000781,51,173,226478,Approved,Industrial Equipment,Supply Item 101,157,2025-11-25,2026-01-01,
782,PO-2026-000782,68,373,153394,Pending Approval,Industrial Equipment,Supply Item 25,278,2024-10-16,2024-12-06,
783,PO-2026-000783,42,386,419857,Draft,IT Services,Supply Item 118,1350,2025-08-17,2025-10-14,
784,PO-2026-000784,21,296,77121,Ordered,IT Services,Supply Item 38,439,2025-03-28,2025-05-18,
785,PO-2026-000785,28,412,397367,Completed,Electronics,Supply Item 174,1618,2024-07-19,2024-09-11,2024-09-11
786,PO-2026-000786,19,193,228929,Pending Approval,Raw Materials,Supply Item 25,738,2025-11-26,2026-01-25,
787,PO-2026-000787,61,92,32510,Completed,Industrial Equipment,Supply Item 39,1294,2024-04-30,2024-06-08,2024-06-08
788,PO-2026-000788,93,207,133451,Pending Approval,Industrial Equipment,Supply Item 126,629,2024-02-04,2024-02-18,
789,PO-2026-000789,89,306,95432,Ordered,Electronics,Supply Item 200,959,2025-10-30,2025-12-23,
790,PO-2026-000790,84,196,149292,Ordered,Office Supplies,Supply Item 3,255,2025-10-09,2025-11-26,
791,PO-2026-000791,15,43,68990,Completed,Packaging,Supply Item 6,1211,2025-05-15,2025-07-02,2025-07-09
792,PO-2026-000792,74,294,256395,Completed,Logistics,Supply Item 99,1001,2024-10-07,2024-11-27,2024-11-27
793,PO-2026-000793,83,360,232360,Pending Approval,Electronics,Supply Item 84,140,2024-11-01,2024-12-14,
794,PO-2026-000794,92,466,421926,Ordered,Raw Materials,Supply Item 101,1148,2025-07-04,2025-07-22,
795,PO-2026-000795,69,402,430824,Draft,Electronics,Supply Item 193,1552,2025-06-26,2025-08-03,
796,PO-2026-000796,27,495,350286,Pending Approval,Logistics,Supply Item 2,1146,2026-07-08,2026-07-22,
797,PO-2026-000797,58,410,169781,Pending Approval,Packaging,Supply Item 168,340,2024-05-05,2024-05-14,
798,PO-2026-000798,12,288,139616,Draft,Electronics,Supply Item 32,1046,2026-05-21,2026-07-15,
799,PO-2026-000799,39,187,290436,Completed,IT Services,Supply Item 12,1947,2024-06-24,2024-07-28,2024-07-28
800,PO-2026-000800,67,464,415413,Delivered,Maintenance Services,Supply Item 178,650,2024-10-27,2024-12-15,2024-12-15
801,PO-2026-000801,67,467,189610,Delivered,Electronics,Supply Item 170,1688,2025-09-12,2025-10-23,2025-10-23
802,PO-2026-000802,6,122,24259,Approved,Packaging,Supply Item 35,1243,2024-07-11,2024-07-27,
803,PO-2026-000803,71,111,315264,Pending Approval,Industrial Equipment,Supply Item 20,1136,2025-01-02,2025-01-26,
804,PO-2026-000804,33,134,205163,Ordered,Maintenance Services,Supply Item 22,1944,2025-10-27,2025-11-13,
805,PO-2026-000805,33,347,228002,Pending Approval,Packaging,Supply Item 19,1299,2026-08-20,2026-10-10,
806,PO-2026-000806,94,138,336937,Pending Approval,Office Supplies,Supply Item 145,1356,2025-12-14,2026-01-31,
807,PO-2026-000807,83,421,273135,Ordered,Logistics,Supply Item 81,1623,2025-09-11,2025-09-28,
808,PO-2026-000808,56,195,18584,Draft,IT Services,Supply Item 32,1098,2025-09-10,2025-10-02,
809,PO-2026-000809,15,351,292503,Approved,Electronics,Supply Item 93,1872,2025-02-20,2025-03-03,
810,PO-2026-000810,43,399,148263,Pending Approval,IT Services,Supply Item 3,210,2024-05-29,2024-07-26,
811,PO-2026-000811,49,497,121510,Cancelled,Electronics,Supply Item 45,1088,2025-01-22,2025-02-04,
812,PO-2026-000812,94,449,165720,Cancelled,Maintenance Services,Supply Item 25,1093,2025-08-25,2025-10-23,
813,PO-2026-000813,45,359,304975,Delivered,Electronics,Supply Item 13,359,2026-06-05,2026-06-30,2026-06-30
814,PO-2026-000814,41,485,399197,Approved,Industrial Equipment,Supply Item 123,1223,2025-02-02,2025-02-20,
815,PO-2026-000815,17,133,9979,Completed,Logistics,Supply Item 37,785,2025-12-04,2026-01-12,2026-01-12
816,PO-2026-000816,73,377,145178,Completed,Packaging,Supply Item 174,1256,2024-02-24,2024-04-17,2024-05-01
817,PO-2026-000817,54,362,245012,Approved,Maintenance Services,Supply Item 129,597,2024-07-06,2024-08-10,
818,PO-2026-000818,36,488,229272,Cancelled,Packaging,Supply Item 79,1311,2025-06-17,2025-08-08,
819,PO-2026-000819,12,486,165254,Approved,Electronics,Supply Item 163,172,2025-02-20,2025-04-17,
820,PO-2026-000820,10,374,130848,Pending Approval,Raw Materials,Supply Item 22,1532,2026-08-25,2026-09-06,
821,PO-2026-000821,37,284,263395,Ordered,Logistics,Supply Item 123,1029,2026-04-07,2026-04-14,
822,PO-2026-000822,66,351,359824,Completed,Raw Materials,Supply Item 158,399,2026-06-28,2026-08-08,2026-08-08
823,PO-2026-000823,96,4,379425,Delivered,Packaging,Supply Item 190,1364,2025-03-11,2025-05-01,2025-05-04
824,PO-2026-000824,68,351,324392,Ordered,Logistics,Supply Item 173,1915,2024-02-13,2024-03-29,
825,PO-2026-000825,98,269,123000,Approved,Logistics,Supply Item 132,733,2024-06-28,2024-07-09,
826,PO-2026-000826,7,217,264788,Approved,Electronics,Supply Item 87,1881,2025-01-23,2025-02-09,
827,PO-2026-000827,87,128,441064,Cancelled,Electronics,Supply Item 75,622,2025-07-06,2025-08-31,
828,PO-2026-000828,62,151,143805,Completed,Industrial Equipment,Supply Item 56,1900,2024-08-06,2024-08-13,2024-08-14
829,PO-2026-000829,40,476,342103,Draft,Maintenance Services,Supply Item 159,1747,2025-06-11,2025-08-09,
830,PO-2026-000830,63,30,191512,Ordered,Office Supplies,Supply Item 77,734,2024-01-07,2024-02-22,
831,PO-2026-000831,14,3,188354,Pending Approval,Industrial Equipment,Supply Item 91,28,2026-06-30,2026-08-22,
832,PO-2026-000832,13,221,262973,Delivered,Logistics,Supply Item 106,263,2024-07-21,2024-08-02,2024-08-02
833,PO-2026-000833,63,4,86595,Approved,Packaging,Supply Item 121,819,2026-02-26,2026-04-16,
834,PO-2026-000834,48,154,196100,Delivered,Electronics,Supply Item 113,1354,2025-03-14,2025-04-01,2025-04-04
835,PO-2026-000835,57,83,78334,Ordered,Raw Materials,Supply Item 92,1819,2024-12-28,2025-02-20,
836,PO-2026-000836,91,102,63020,Draft,Logistics,Supply Item 102,872,2024-07-13,2024-08-07,
837,PO-2026-000837,96,170,21570,Pending Approval,Maintenance Services,Supply Item 171,554,2024-06-13,2024-08-01,
838,PO-2026-000838,16,216,261412,Cancelled,Logistics,Supply Item 84,1548,2025-07-17,2025-08-24,
839,PO-2026-000839,98,400,214650,Completed,Industrial Equipment,Supply Item 34,234,2025-05-28,2025-07-20,2025-07-27
840,PO-2026-000840,14,406,16089,Approved,Raw Materials,Supply Item 197,1411,2024-05-09,2024-05-25,
841,PO-2026-000841,31,27,360629,Ordered,Raw Materials,Supply Item 112,993,2026-04-29,2026-05-27,
842,PO-2026-000842,38,145,259766,Ordered,Packaging,Supply Item 159,322,2024-03-25,2024-05-19,
843,PO-2026-000843,94,262,102968,Cancelled,Electronics,Supply Item 68,1445,2024-09-12,2024-10-06,
844,PO-2026-000844,32,342,435235,Ordered,Electronics,Supply Item 180,1505,2025-03-15,2025-04-03,
845,PO-2026-000845,65,313,99994,Completed,Packaging,Supply Item 31,280,2024-07-12,2024-08-25,2024-08-26
846,PO-2026-000846,52,20,148582,Ordered,Raw Materials,Supply Item 158,418,2024-07-15,2024-07-31,
847,PO-2026-000847,12,443,31715,Delivered,Packaging,Supply Item 57,698,2025-01-24,2025-02-26,2025-02-26
848,PO-2026-000848,55,246,37164,Completed,Electronics,Supply Item 69,754,2025-06-06,2025-07-10,2025-07-10
849,PO-2026-000849,36,483,189037,Pending Approval,Office Supplies,Supply Item 13,382,2025-12-29,2026-01-31,
850,PO-2026-000850,6,1,32331,Approved,Packaging,Supply Item 74,976,2025-11-07,2025-12-31,
851,PO-2026-000851,36,466,322992,Pending Approval,IT Services,Supply Item 126,754,2024-04-13,2024-05-17,
852,PO-2026-000852,43,156,63473,Draft,Logistics,Supply Item 85,748,2024-04-09,2024-05-28,
853,PO-2026-000853,95,415,194469,Delivered,Office Supplies,Supply Item 61,1341,2026-01-30,2026-03-27,2026-03-27
854,PO-2026-000854,36,108,311355,Draft,Logistics,Supply Item 162,1530,2025-01-28,2025-02-09,
855,PO-2026-000855,78,62,26516,Cancelled,Packaging,Supply Item 50,1453,2025-08-23,2025-10-10,
856,PO-2026-000856,58,474,56714,Delivered,Maintenance Services,Supply Item 195,423,2024-03-17,2024-04-27,2024-04-27
857,PO-2026-000857,69,370,85568,Pending Approval,Industrial Equipment,Supply Item 141,1467,2024-02-14,2024-02-29,
858,PO-2026-000858,33,457,403120,Approved,Office Supplies,Supply Item 115,1299,2026-05-23,2026-07-04,
859,PO-2026-000859,92,61,233655,Ordered,Raw Materials,Supply Item 43,1237,2024-03-10,2024-04-16,
860,PO-2026-000860,36,357,72598,Delivered,Packaging,Supply Item 190,1678,2024-10-23,2024-11-01,2024-11-01
861,PO-2026-000861,51,254,363976,Draft,Logistics,Supply Item 113,1547,2025-06-29,2025-08-07,
862,PO-2026-000862,66,197,299911,Ordered,IT Services,Supply Item 53,386,2026-03-09,2026-04-09,
863,PO-2026-000863,1,82,304839,Completed,Maintenance Services,Supply Item 129,1459,2024-08-11,2024-09-24,2024-09-24
864,PO-2026-000864,93,269,140703,Approved,IT Services,Supply Item 142,253,2024-11-06,2024-11-27,
865,PO-2026-000865,22,115,28914,Approved,Raw Materials,Supply Item 164,313,2025-06-30,2025-07-22,
866,PO-2026-000866,36,475,74715,Draft,Packaging,Supply Item 54,1104,2024-10-03,2024-11-29,
867,PO-2026-000867,15,1,345077,Delivered,Office Supplies,Supply Item 22,1948,2024-12-21,2025-02-06,2025-02-20
868,PO-2026-000868,91,453,292978,Pending Approval,Industrial Equipment,Supply Item 157,613,2024-09-27,2024-11-19,
869,PO-2026-000869,42,30,333180,Cancelled,Office Supplies,Supply Item 57,1506,2026-04-15,2026-04-22,
870,PO-2026-000870,36,91,139211,Completed,Electronics,Supply Item 185,1537,2024-01-17,2024-02-27,2024-03-12
871,PO-2026-000871,89,196,347792,Completed,Packaging,Supply Item 114,461,2024-09-20,2024-11-06,2024-11-07
872,PO-2026-000872,42,138,111912,Cancelled,Industrial Equipment,Supply Item 40,923,2025-08-18,2025-10-04,
873,PO-2026-000873,30,374,385783,Pending Approval,Maintenance Services,Supply Item 24,1025,2025-03-20,2025-04-19,
874,PO-2026-000874,24,236,102007,Pending Approval,Maintenance Services,Supply Item 187,379,2026-04-15,2026-05-03,
875,PO-2026-000875,83,145,16034,Pending Approval,Industrial Equipment,Supply Item 176,1254,2024-11-13,2024-11-30,
876,PO-2026-000876,25,36,80247,Pending Approval,Maintenance Services,Supply Item 166,1997,2024-03-14,2024-04-17,
877,PO-2026-000877,52,52,384745,Completed,Raw Materials,Supply Item 155,214,2025-06-23,2025-07-08,2025-07-11
878,PO-2026-000878,49,197,15861,Draft,Raw Materials,Supply Item 34,518,2024-04-22,2024-06-20,
879,PO-2026-000879,99,43,145329,Delivered,Raw Materials,Supply Item 28,1120,2024-05-26,2024-07-12,2024-07-12
880,PO-2026-000880,95,419,182413,Draft,Packaging,Supply Item 36,993,2026-05-23,2026-07-14,
881,PO-2026-000881,98,289,237954,Approved,Office Supplies,Supply Item 123,326,2026-04-15,2026-05-02,
882,PO-2026-000882,32,29,289964,Completed,Raw Materials,Supply Item 12,220,2025-12-09,2026-01-02,2026-01-02
883,PO-2026-000883,70,152,58774,Ordered,Logistics,Supply Item 1,1878,2025-06-07,2025-08-06,
884,PO-2026-000884,29,13,123843,Pending Approval,Office Supplies,Supply Item 168,597,2025-03-13,2025-04-13,
885,PO-2026-000885,29,472,363831,Completed,Electronics,Supply Item 126,357,2025-01-28,2025-03-19,2025-03-26
886,PO-2026-000886,15,115,58339,Draft,Office Supplies,Supply Item 31,748,2024-10-15,2024-11-13,
887,PO-2026-000887,11,459,27726,Pending Approval,Industrial Equipment,Supply Item 136,695,2025-09-11,2025-09-27,
888,PO-2026-000888,77,93,361218,Completed,IT Services,Supply Item 90,1802,2025-03-11,2025-03-27,2025-03-28
889,PO-2026-000889,14,139,266751,Approved,Electronics,Supply Item 1,1774,2025-11-08,2025-12-08,
890,PO-2026-000890,20,399,348856,Pending Approval,Industrial Equipment,Supply Item 115,1487,2024-05-30,2024-06-26,
891,PO-2026-000891,62,418,40291,Ordered,IT Services,Supply Item 38,195,2024-04-25,2024-06-07,
892,PO-2026-000892,42,66,100353,Approved,Office Supplies,Supply Item 127,878,2026-02-24,2026-03-27,
893,PO-2026-000893,62,356,222026,Completed,Packaging,Supply Item 99,867,2025-09-08,2025-11-04,2025-11-04
894,PO-2026-000894,71,255,287458,Delivered,Packaging,Supply Item 99,181,2025-06-30,2025-08-07,2025-08-07
895,PO-2026-000895,75,367,226166,Cancelled,Packaging,Supply Item 180,188,2025-06-23,2025-08-05,
896,PO-2026-000896,31,186,6502,Approved,Maintenance Services,Supply Item 35,1896,2024-07-27,2024-08-04,
897,PO-2026-000897,15,31,188158,Cancelled,Logistics,Supply Item 76,952,2025-01-04,2025-03-01,
898,PO-2026-000898,19,428,294145,Pending Approval,Packaging,Supply Item 58,124,2026-08-11,2026-09-13,
899,PO-2026-000899,96,71,66465,Pending Approval,Industrial Equipment,Supply Item 188,63,2025-12-13,2026-02-03,
900,PO-2026-000900,90,495,227669,Completed,Electronics,Supply Item 123,1725,2025-01-15,2025-01-25,2025-01-25
901,PO-2026-000901,77,446,87928,Approved,Logistics,Supply Item 21,511,2024-01-31,2024-02-16,
902,PO-2026-000902,10,7,303415,Ordered,Logistics,Supply Item 196,383,2026-05-01,2026-06-29,
903,PO-2026-000903,61,381,78459,Completed,Maintenance Services,Supply Item 106,1489,2026-02-05,2026-03-17,2026-03-31
904,PO-2026-000904,44,228,414677,Draft,IT Services,Supply Item 29,329,2025-10-22,2025-12-12,
905,PO-2026-000905,8,452,341831,Cancelled,Logistics,Supply Item 129,338,2024-02-02,2024-03-18,
906,PO-2026-000906,2,203,441564,Ordered,IT Services,Supply Item 147,1037,2025-03-09,2025-04-28,
907,PO-2026-000907,40,364,124178,Approved,Electronics,Supply Item 134,783,2025-03-09,2025-03-26,
908,PO-2026-000908,17,381,116077,Draft,Packaging,Supply Item 101,386,2025-02-14,2025-04-01,
909,PO-2026-000909,96,500,298231,Draft,Maintenance Services,Supply Item 123,651,2025-09-11,2025-11-10,
910,PO-2026-000910,84,329,217389,Pending Approval,Raw Materials,Supply Item 96,1334,2026-04-27,2026-05-28,
911,PO-2026-000911,55,100,146515,Draft,Office Supplies,Supply Item 155,1604,2024-04-21,2024-05-04,
912,PO-2026-000912,43,15,130582,Delivered,Packaging,Supply Item 153,32,2024-10-15,2024-11-01,2024-11-01
913,PO-2026-000913,97,466,167067,Pending Approval,Raw Materials,Supply Item 62,561,2024-07-11,2024-08-22,
914,PO-2026-000914,11,292,301116,Cancelled,Maintenance Services,Supply Item 12,108,2024-02-15,2024-03-29,
915,PO-2026-000915,41,48,166797,Cancelled,IT Services,Supply Item 102,1034,2024-01-09,2024-02-07,
916,PO-2026-000916,25,162,399181,Approved,Logistics,Supply Item 180,1391,2025-02-04,2025-03-29,
917,PO-2026-000917,13,170,218535,Delivered,Logistics,Supply Item 7,1212,2026-07-07,2026-08-30,2026-08-30
918,PO-2026-000918,49,245,312420,Approved,Logistics,Supply Item 39,1407,2026-06-08,2026-06-17,
919,PO-2026-000919,60,41,333179,Pending Approval,Packaging,Supply Item 175,1349,2024-04-05,2024-05-27,
920,PO-2026-000920,19,394,381729,Delivered,Office Supplies,Supply Item 115,1618,2024-06-13,2024-07-22,2024-08-21
921,PO-2026-000921,17,174,157484,Cancelled,Industrial Equipment,Supply Item 11,1834,2025-01-03,2025-02-18,
922,PO-2026-000922,92,397,363022,Pending Approval,Electronics,Supply Item 40,1171,2025-01-31,2025-02-22,
923,PO-2026-000923,81,255,56068,Pending Approval,IT Services,Supply Item 141,1786,2026-04-04,2026-04-11,
924,PO-2026-000924,12,256,54342,Pending Approval,IT Services,Supply Item 42,149,2025-04-10,2025-05-07,
925,PO-2026-000925,36,296,195488,Draft,Logistics,Supply Item 182,1590,2024-12-27,2025-01-08,
926,PO-2026-000926,59,133,253125,Ordered,Logistics,Supply Item 32,2000,2024-09-19,2024-11-13,
927,PO-2026-000927,73,250,25757,Ordered,Industrial Equipment,Supply Item 159,1888,2025-01-07,2025-02-01,
928,PO-2026-000928,88,67,236120,Cancelled,Office Supplies,Supply Item 96,180,2025-01-10,2025-02-18,
929,PO-2026-000929,88,212,270259,Completed,Raw Materials,Supply Item 190,1629,2025-04-05,2025-04-28,2025-04-28
930,PO-2026-000930,32,359,435563,Pending Approval,Electronics,Supply Item 75,779,2025-07-28,2025-08-04,
931,PO-2026-000931,21,292,214337,Pending Approval,Industrial Equipment,Supply Item 119,1380,2026-05-24,2026-06-04,
932,PO-2026-000932,12,179,249254,Delivered,Maintenance Services,Supply Item 28,185,2025-04-24,2025-06-11,2025-06-18
933,PO-2026-000933,24,375,61805,Cancelled,Industrial Equipment,Supply Item 52,832,2026-07-28,2026-08-29,
934,PO-2026-000934,43,34,171348,Ordered,Packaging,Supply Item 180,1528,2024-12-16,2025-01-30,
935,PO-2026-000935,61,59,150948,Delivered,Maintenance Services,Supply Item 38,1321,2025-04-10,2025-04-19,2025-04-19
936,PO-2026-000936,28,164,302903,Cancelled,Industrial Equipment,Supply Item 16,1927,2024-02-02,2024-03-18,
937,PO-2026-000937,47,405,230501,Draft,Packaging,Supply Item 6,1961,2025-04-29,2025-05-19,
938,PO-2026-000938,98,351,226732,Completed,Logistics,Supply Item 18,570,2024-10-03,2024-10-26,2024-10-26
939,PO-2026-000939,52,42,161414,Ordered,Industrial Equipment,Supply Item 135,448,2026-06-13,2026-08-04,
940,PO-2026-000940,86,458,141025,Draft,Electronics,Supply Item 110,710,2024-07-07,2024-09-05,
941,PO-2026-000941,97,153,91262,Ordered,Maintenance Services,Supply Item 122,1106,2024-07-22,2024-08-20,
942,PO-2026-000942,89,402,89247,Approved,Industrial Equipment,Supply Item 3,1158,2025-12-14,2026-01-17,
943,PO-2026-000943,77,102,45794,Delivered,Office Supplies,Supply Item 171,1696,2026-01-10,2026-02-28,2026-03-01
944,PO-2026-000944,94,381,437660,Approved,Raw Materials,Supply Item 39,1846,2026-01-24,2026-03-18,
945,PO-2026-000945,59,479,82325,Draft,Industrial Equipment,Supply Item 68,1076,2025-05-26,2025-06-22,
946,PO-2026-000946,93,2,241222,Cancelled,Logistics,Supply Item 163,930,2026-08-23,2026-10-22,
947,PO-2026-000947,82,497,308236,Pending Approval,Packaging,Supply Item 108,1436,2024-04-09,2024-04-18,
948,PO-2026-000948,70,397,92084,Pending Approval,Office Supplies,Supply Item 54,1960,2025-09-07,2025-10-08,
949,PO-2026-000949,25,498,361320,Approved,Office Supplies,Supply Item 5,628,2025-08-13,2025-08-20,
950,PO-2026-000950,40,258,434418,Completed,Maintenance Services,Supply Item 106,850,2026-06-07,2026-06-21,2026-06-21
951,PO-2026-000951,46,181,439207,Delivered,Office Supplies,Supply Item 30,1907,2025-07-09,2025-08-12,2025-08-26
952,PO-2026-000952,23,235,229596,Delivered,Industrial Equipment,Supply Item 98,593,2025-01-17,2025-02-04,2025-02-05
953,PO-2026-000953,85,353,361663,Approved,Electronics,Supply Item 23,1660,2025-03-23,2025-05-09,
954,PO-2026-000954,14,46,345590,Ordered,Electronics,Supply Item 128,1545,2024-01-17,2024-03-03,
955,PO-2026-000955,97,320,290597,Ordered,Raw Materials,Supply Item 171,603,2024-04-12,2024-05-29,
956,PO-2026-000956,54,109,121852,Delivered,Packaging,Supply Item 121,1956,2026-03-06,2026-04-11,2026-04-11
957,PO-2026-000957,16,180,421154,Ordered,Industrial Equipment,Supply Item 2,1934,2026-07-24,2026-08-29,
958,PO-2026-000958,48,401,122407,Approved,IT Services,Supply Item 79,1727,2025-06-03,2025-06-28,
959,PO-2026-000959,54,345,131644,Draft,Raw Materials,Supply Item 7,324,2024-01-05,2024-02-07,
960,PO-2026-000960,48,431,433189,Completed,Office Supplies,Supply Item 44,1974,2025-06-15,2025-08-13,2025-08-14
961,PO-2026-000961,74,221,131789,Pending Approval,Industrial Equipment,Supply Item 14,1651,2025-07-23,2025-08-24,
962,PO-2026-000962,74,220,72565,Ordered,Logistics,Supply Item 104,1861,2026-08-19,2026-10-05,
963,PO-2026-000963,41,265,88070,Draft,Logistics,Supply Item 130,252,2025-03-23,2025-04-13,
964,PO-2026-000964,81,296,416189,Cancelled,IT Services,Supply Item 142,335,2025-02-05,2025-04-06,
965,PO-2026-000965,42,105,53892,Ordered,Raw Materials,Supply Item 161,1587,2024-04-05,2024-04-13,
966,PO-2026-000966,76,79,19584,Delivered,Electronics,Supply Item 147,793,2025-09-24,2025-11-15,2025-11-29
967,PO-2026-000967,4,381,389916,Completed,Office Supplies,Supply Item 48,500,2024-05-13,2024-06-18,2024-06-19
968,PO-2026-000968,84,460,121263,Delivered,Industrial Equipment,Supply Item 198,543,2024-10-31,2024-11-19,2024-11-26
969,PO-2026-000969,85,27,149160,Completed,Electronics,Supply Item 29,950,2024-03-25,2024-04-10,2024-04-10
970,PO-2026-000970,77,63,61139,Approved,Logistics,Supply Item 24,168,2024-05-25,2024-06-19,
971,PO-2026-000971,64,433,194476,Pending Approval,Industrial Equipment,Supply Item 26,1015,2026-07-23,2026-09-21,
972,PO-2026-000972,3,212,43574,Draft,Packaging,Supply Item 176,869,2025-05-13,2025-06-29,
973,PO-2026-000973,49,456,169408,Cancelled,Logistics,Supply Item 47,621,2025-10-10,2025-11-14,
974,PO-2026-000974,2,463,98678,Completed,Raw Materials,Supply Item 31,712,2025-11-06,2025-12-19,2025-12-20
975,PO-2026-000975,45,248,326915,Draft,Logistics,Supply Item 134,1528,2025-09-06,2025-10-17,
976,PO-2026-000976,33,475,68750,Draft,Raw Materials,Supply Item 133,1058,2024-07-16,2024-08-30,
977,PO-2026-000977,98,79,118406,Draft,Packaging,Supply Item 8,680,2026-06-06,2026-07-06,
978,PO-2026-000978,18,113,48748,Pending Approval,IT Services,Supply Item 71,996,2026-01-15,2026-03-07,
979,PO-2026-000979,26,489,53218,Delivered,Maintenance Services,Supply Item 191,1666,2024-12-22,2025-02-12,2025-02-13
980,PO-2026-000980,64,224,273779,Pending Approval,IT Services,Supply Item 45,415,2026-08-27,2026-09-28,
981,PO-2026-000981,88,434,381122,Draft,IT Services,Supply Item 43,1636,2024-10-14,2024-11-15,
