id,vendorId,date,reliabilityScore,riskLevel,deliveryScore,qualityScore,communicationScore,complianceScore
1223,75,2025-12-17,74.2,Medium,51.12,73.33,46.2,73.08
1224,66,2026-07-18,75.56,Medium,62.88,51.5,80.24,49.98
1225,59,2025-03-12,74.11,Medium,70.96,68.69,99.03,95.12
1226,36,2026-06-16,54.57,High,53.93,94.23,67.4,79.03
1227,11,2025-09-08,72.62,Medium,62.03,54.12,89.24,83.53
1228,88,2024-07-10,75.67,Medium,80.47,79.05,59.12,58.75
1229,60,2024-12-20,83.16,Medium,40.41,68.16,91.28,79.33
1230,64,2024-01-07,70.41,Medium,83.39,73.09,86.46,57.85
1231,37,2025-09-16,79.91,Medium,76.72,94.78,51.87,60.79
1232,49,2025-12-22,71.74,Medium,97.49,47.51,44.24,72.81
1233,2,2026-07-22,88.03,Low,74.73,44.38,86.87,55.43
1234,36,2024-10-11,84.21,Medium,84.9,49.77,62.25,59.97
1235,13,2026-05-16,55.4,High,89.47,82.48,84.55,76.74
1236,45,2025-08-18,60.59,High,64.81,79.57,61.26,95.24
1237,91,2024-04-11,93.96,Low,41.55,64.64,58.52,46.44
1238,30,2026-04-06,96.8,Low,95.9,53.76,85.38,84.05
1239,2,2024-12-09,94.97,Low,84.04,55.11,69.47,69.8
1240,19,2024-09-24,52.46,High,48.06,91.97,69.21,70.14
1241,60,2024-02-10,91.02,Low,99.58,51.92,97.35,80.71
1242,28,2025-07-12,78.56,Medium,46.72,70.96,66.48,93.21
1243,68,2025-10-31,88.25,Low,83.53,85.01,61.2,91.64
1244,87,2025-11-29,68.49,High,91.1,59.21,48.34,89.27
1245,10,2025-03-27,92.87,Low,84.95,96.88,65.39,85.45
1246,64,2024-08-10,92.23,Low,44.22,58.35,90.48,52.35
1247,14,2025-07-01,92.58,Low,70.23,49.72,54.44,88.98
1248,94,2026-03-11,85.64,Low,98.26,93.32,80.4,41.58
1249,31,2025-06-29,88.14,Low,45.73,88.07,54.61,65.05
1250,71,2026-01-02,95.45,Low,45.56,42.25,42.67,44.06
1251,20,2025-12-24,61.14,High,55.17,72.64,66.86,48.08
1252,34,2024-03-05,96.54,Low,65.48,73.01,71.98,78.49
1253,81,2026-02-16,55.15,High,43.85,74.07,74.44,91.71
1254,2,2024-05-11,56.11,High,97.76,56.81,78.65,79.86
1255,33,2024-07-28,56.29,High,58.41,47.78,42.6,61.67
1256,6,2024-10-28,87.65,Low,90.61,40.12,40.72,57.54
1257,26,2024-12-10,51.46,High,61.98,97.6,67.31,58.21
1258,7,2026-02-17,83.2,Medium,98.55,48.8,80.86,80.74
1259,77,2025-03-09,95.89,Low,85.3,99.73,67.86,79.42
1260,63,2026-03-10,65.02,High,44.61,71.36,85.86,93.47
1261,72,2025-07-21,94.87,Low,69.81,73.22,90.94,67.24
1262,55,2025-03-24,70.23,Medium,95.07,91.89,53.06,68.82
1263,85,2026-03-19,49.05,Critical,52.78,72.22,71.98,74.43
1264,79,2025-10-13,69.19,High,87.99,42.5,70.4,53.49
1265,36,2025-08-24,64.15,High,55.17,60.49,70.08,95.76
1266,11,2026-03-20,79.2,Medium,67.37,83.45,56.83,72.31
1267,88,2025-08-15,46.62,Critical,79.44,86.73,83.67,42.4
1268,81,2024-04-19,78.59,Medium,60.87,69.07,59.14,59.89
1269,25,2024-04-18,93.08,Low,86.03,72.36,59.52,79.7
1270,93,2025-01-05,52.43,High,94.03,89.63,76.06,86.03
1271,75,2024-03-24,54.68,High,80.46,58.97,41.87,64.63
1272,67,2025-03-06,61.64,High,93.78,40.51,98.63,84.33
1273,82,2024-12-29,48.96,Critical,51.83,73.54,56.75,43.31
1274,45,2025-10-26,64.03,High,60.89,60.19,53.14,59.18
1275,37,2026-05-19,94.66,Low,42.16,85.53,95.1,82.49
1276,87,2025-04-24,66.9,High,81.91,70.2,71.54,98.32
1277,76,2024-06-17,94.14,Low,78.66,93.85,48.13,98.41
1278,14,2024-02-02,85.4,Low,84.42,67.33,48.39,79.97
1279,36,2026-02-13,46.15,Critical,77.11,69.67,98.19,99.23
1280,23,2024-04-18,60.64,High,81.28,62.02,69.51,81.57
1281,36,2026-06-28,50.02,High,41.38,81.64,58.64,65.65
1282,62,2025-03-04,49.34,Critical,55.43,56.41,97.6,47.56
1283,38,2026-08-27,60.93,High,97.67,43.56,55.53,72.92
1284,61,2026-04-04,49.35,Critical,40.94,47.05,67.79,86.72
1285,30,2024-11-30,57.84,High,67.79,42.82,57.12,57.63
1286,97,2024-09-07,46.54,Critical,48.08,90.41,79.56,86.36
1287,73,2026-06-14,97.57,Low,68.97,93.53,76.04,88.65
1288,8,2025-10-16,85.0,Low,86.55,55.65,97.63,70.81
1289,13,2025-03-28,87.55,Low,77.46,92.7,70.01,75.39
1290,19,2026-05-11,58.84,High,74.42,57.02,41.34,91.3
1291,16,2026-08-15,50.58,High,80.81,43.55,70.7,86.07
1292,37,2024-09-10,57.99,High,45.02,55.86,61.44,62.74
1293,48,2026-03-17,50.14,High,47.48,67.82,75.68,93.85
1294,61,2024-09-08,48.01,Critical,56.27,94.21,67.62,51.87
1295,20,2025-01-25,63.77,High,88.36,68.14,41.7,88.75
1296,89,2025-01-24,62.52,High,48.28,45.48,78.96,49.29
1297,16,2024-12-10,48.87,Critical,55.47,78.22,46.81,90.16
1298,4,2024-01-29,78.92,Medium,62.75,69.33,54.87,64.12
1299,75,2026-03-13,55.81,High,41.98,92.27,50.59,98.67
1300,40,2025-10-24,59.03,High,91.88,87.05,66.26,99.18
1301,32,2025-01-09,84.66,Medium,88.98,73.63,80.19,58.96
1302,55,2026-05-02,51.36,High,64.56,97.8,58.76,85.87
1303,74,2024-11-14,82.92,Medium,56.21,48.5,87.53,45.12
1304,36,2024-12-03,90.1,Low,58.88,66.32,86.44,92.67
1305,69,2025-02-15,96.47,Low,71.8,83.19,77.49,43.6
1306,14,2025-09-18,59.29,High,74.83,91.13,58.66,41.88
1307,25,2024-12-21,52.08,High,73.31,75.59,89.53,70.67
1308,89,2025-11-16,55.93,High,84.21,77.71,92.55,50.28
1309,67,2024-01-29,46.6,Critical,95.56,69.75,42.73,69.82
1310,86,2025-08-22,71.95,Medium,81.17,93.5,89.28,88.5
1311,47,2026-03-19,58.74,High,89.35,94.72,61.49,56.83
1312,90,2025-05-15,70.09,Medium,68.95,57.12,94.58,73.93
1313,34,2024-09-08,87.1,Low,42.04,65.63,88.4,42.93
1314,2,2025-06-28,65.49,High,92.43,95.44,63.41,72.78
1315,17,2025-11-18,95.89,Low,67.45,88.37,88.14,69.81
1316,76,2026-06-26,57.08,High,88.93,73.75,94.19,91.92
1317,84,2024-01-22,87.64,Low,74.97,48.38,41.33,90.79
1318,4,2026-05-30,69.79,High,61.63,88.59,61.25,51.89
1319,56,2026-02-12,47.31,Critical,66.05,74.41,99.5,91.27
1320,29,2025-10-09,52.49,High,84.59,68.12,66.42,48.6
1321,18,2026-08-18,64.11,High,93.57,46.25,68.62,52.08
1322,88,2024-02-28,65.89,High,53.06,62.3,78.95,53.87
1323,88,2026-03-06,96.86,Low,75.07,54.79,78.08,70.51
1324,68,2024-09-30,58.71,High,96.27,67.6,74.39,49.32
1325,32,2026-03-16,67.65,High,91.07,75.49,55.88,64.85
1326,34,2026-03-28,62.81,High,58.38,81.92,93.75,82.68
1327,46,2026-01-20,89.66,Low,70.42,46.96,66.92,51.58
1328,14,2026-06-14,71.13,Medium,57.27,83.67,79.52,48.62
1329,94,2024-08-22,50.64,High,47.96,48.7,80.97,94.13
1330,21,2024-08-01,56.3,High,63.65,79.94,47.76,63.25
1331,60,2026-04-15,66.66,High,56.24,41.82,79.98,98.71
1332,36,2025-02-02,83.61,Medium,60.18,61.99,44.85,73.15
1333,30,2024-05-05,71.75,Medium,97.89,61.01,96.26,82.44
1334,17,2025-09-09,73.19,Medium,49.72,68.61,78.99,80.75
1335,44,2024-06-22,76.15,Medium,87.59,95.92,98.64,96.84
1336,57,2026-07-10,86.33,Low,65.2,68.89,56.37,52.38
1337,27,2024-09-28,61.87,High,53.02,85.12,89.2,99.69
1338,59,2026-03-17,55.26,High,47.99,66.43,97.8,76.47
1339,99,2024-07-10,84.55,Medium,44.79,97.51,47.18,40.72
1340,49,2025-03-27,45.08,Critical,85.4,44.06,51.62,77.68
1341,33,2025-12-14,95.55,Low,71.32,97.38,74.16,87.24
1342,44,2025-05-23,56.48,High,44.1,94.16,68.58,46.68
1343,4,2024-01-05,63.87,High,73.62,73.57,43.93,67.19
1344,4,2025-08-04,80.26,Medium,99.29,43.1,77.36,90.48
1345,60,2026-04-29,68.81,High,94.27,46.33,47.81,68.58
1346,25,2024-10-08,92.12,Low,96.48,84.52,71.03,43.1
1347,99,2025-12-07,53.48,High,67.23,94.75,62.39,78.33
1348,90,2024-06-01,46.42,Critical,64.72,82.97,40.02,43.53
1349,20,2025-07-28,54.16,High,79.31,68.66,92.28,96.63
1350,16,2026-05-15,72.69,Medium,85.16,56.76,50.8,75.77
1351,83,2025-08-06,82.08,Medium,64.81,42.27,54.07,44.52
1352,42,2026-07-17,87.97,Low,86.79,77.43,83.29,96.76
1353,15,2025-04-01,69.39,High,87.37,41.77,50.04,40.83
1354,71,2024-02-28,72.87,Medium,87.66,91.82,93.16,56.98
1355,9,2024-01-13,69.64,High,50.16,87.72,56.78,96.81
1356,4,2025-06-09,47.5,Critical,77.52,65.39,78.98,70.94
1357,63,2025-11-30,62.2,High,72.47,96.97,40.29,60.33
1358,97,2024-12-09,50.14,High,42.59,77.12,94.52,50.56
1359,32,2025-09-28,65.71,High,57.48,63.6,66.72,70.1
1360,44,2026-07-22,50.53,High,47.49,86.03,48.06,58.51
1361,29,2024-10-03,79.52,Medium,85.93,59.44,42.76,97.27
1362,34,2024-05-29,93.05,Low,46.36,92.6,55.65,51.6
1363,38,2024-07-25,77.05,Medium,91.5,94.26,46.4,87.05
1364,92,2025-01-21,84.86,Medium,66.95,98.12,66.5,93.66
1365,72,2025-12-12,80.62,Medium,65.17,70.64,90.04,96.16
1366,47,2025-04-02,73.24,Medium,56.24,44.52,85.09,43.28
1367,83,2025-03-23,87.99,Low,67.46,49.07,65.73,96.98
1368,65,2024-08-29,68.72,High,79.19,67.0,76.67,59.02
1369,59,2024-03-15,70.05,Medium,98.02,56.72,52.77,90.61
1370,56,2024-12-30,84.25,Medium,80.55,75.86,99.9,95.58
1371,34,2026-08-16,97.06,Low,66.31,40.88,66.42,57.56
1372,62,2024-07-24,78.3,Medium,63.34,44.1,70.54,66.82
1373,51,2024-07-01,86.68,Low,99.15,94.0,94.17,48.37
1374,7,2026-03-03,89.19,Low,86.65,97.59,80.09,96.91
1375,21,2024-08-01,69.89,High,97.83,86.58,47.07,61.85
1376,62,2024-03-15,97.48,Low,49.26,54.95,41.61,86.83
1377,59,2026-06-02,79.97,Medium,74.57,87.26,46.91,54.05
1378,91,2024-12-14,61.16,High,86.54,62.84,40.41,72.38
1379,93,2026-06-15,90.27,Low,92.34,95.01,88.67,52.77
1380,84,2025-12-15,77.1,Medium,97.22,41.85,94.11,56.12
1381,32,2025-02-19,88.56,Low,60.3,51.34,75.3,59.39
1382,94,2024-09-30,94.62,Low,76.99,80.78,99.88,66.63
1383,93,2026-04-15,87.54,Low,97.92,84.18,88.08,65.57
1384,4,2026-08-19,71.43,Medium,62.64,89.89,87.23,54.85
1385,57,2024-02-22,46.66,Critical,87.04,84.0,44.76,92.06
1386,63,2026-07-02,97.57,Low,97.0,51.82,73.59,44.95
1387,94,2026-05-17,78.76,Medium,94.19,54.3,94.63,67.51
1388,24,2026-07-17,91.37,Low,61.47,68.68,69.39,58.06
1389,1,2024-09-18,84.17,Medium,98.33,90.0,66.23,47.32
1390,20,2025-07-06,60.39,High,83.47,58.46,56.44,69.34
1391,47,2025-10-04,91.77,Low,43.81,46.53,84.04,70.19
1392,61,2024-07-31,54.18,High,82.53,81.16,50.32,77.98
1393,18,2024-08-12,55.86,High,74.57,75.11,88.06,93.82
1394,21,2025-07-30,51.5,High,87.13,40.86,81.92,47.38
1395,18,2024-01-07,80.08,Medium,57.37,56.39,70.69,95.38
1396,45,2026-08-03,67.26,High,87.7,44.26,89.8,80.01
1397,15,2025-04-20,83.91,Medium,78.99,62.79,40.42,58.94
1398,71,2024-08-24,76.22,Medium,74.6,93.52,64.11,89.13
1399,40,2025-10-30,64.64,High,64.04,95.24,89.15,96.77
1400,97,2026-08-12,88.17,Low,62.35,68.43,65.98,64.05
1401,33,2025-02-07,70.47,Medium,42.81,61.17,40.51,80.27
1402,44,2024-05-23,90.04,Low,75.17,58.65,92.83,95.59
1403,10,2024-03-04,71.02,Medium,57.25,77.39,71.16,71.75
1404,76,2025-05-14,74.59,Medium,99.76,68.08,57.95,56.55
1405,22,2024-03-19,45.26,Critical,81.22,73.24,81.54,64.85
1406,78,2026-04-26,54.02,High,72.17,87.02,53.93,71.57
1407,88,2024-03-04,59.61,High,62.79,68.74,58.32,91.65
1408,56,2024-02-08,55.71,High,54.75,88.01,45.26,54.83
1409,25,2025-12-14,49.71,Critical,51.4,74.0,93.87,54.51
1410,3,2024-04-21,92.53,Low,95.31,88.06,70.5,80.12
1411,52,2025-05-28,63.74,High,71.91,60.59,69.89,62.29
1412,90,2024-06-06,60.35,High,74.17,46.26,44.49,51.57
1413,78,2024-09-16,69.25,High,60.79,82.45,71.4,59.04
1414,58,2026-06-19,95.76,Low,72.77,79.01,67.38,95.53
1415,85,2024-12-23,57.8,High,98.13,97.31,94.83,65.92
1416,32,2024-07-27,79.82,Medium,88.47,72.56,88.34,61.32
1417,96,2025-11-11,73.47,Medium,55.02,67.84,72.03,48.45
1418,88,2024-02-17,65.51,High,81.55,76.0,85.0,99.59
1419,100,2026-01-22,88.58,Low,65.93,55.82,65.47,76.17
1420,82,2025-12-21,69.94,High,96.94,75.51,63.6,93.12
1421,69,2025-03-17,60.05,High,71.51,61.71,47.02,97.97
1422,59,2025-05-07,55.14,High,73.88,90.31,93.19,42.92
1423,1,2026-08-10,51.95,High,89.0,69.67,44.62,85.54
1424,87,2025-09-27,86.69,Low,58.77,83.22,80.57,47.63
1425,2,2025-11-07,54.96,High,67.25,46.05,47.72,86.55
1426,47,2025-08-08,78.76,Medium,42.49,56.44,61.11,87.79
1427,22,2026-04-15,88.79,Low,99.17,56.24,81.32,49.03
1428,13,2025-03-11,65.71,High,64.48,77.93,54.15,52.73
1429,87,2025-06-18,63.7,High,49.34,51.32,47.89,47.69
1430,31,2024-04-03,80.7,Medium,97.26,40.87,43.22,69.67
1431,41,2025-09-01,95.05,Low,85.4,90.29,43.93,56.42
1432,21,2026-06-24,48.25,Critical,56.98,57.85,85.18,60.79
1433,63,2024-01-15,59.84,High,85.6,84.74,52.74,92.03
1434,24,2026-05-25,72.32,Medium,75.06,96.42,73.9,87.47
1435,4,2024-10-03,52.4,High,40.23,95.67,52.13,41.44
1436,80,2025-05-10,45.64,Critical,45.77,73.44,54.14,59.71
1437,89,2026-08-08,57.8,High,47.75,92.19,68.48,78.58
1438,63,2024-12-17,68.12,High,55.44,63.87,66.25,66.63
1439,61,2024-12-11,95.19,Low,59.23,73.44,46.4,68.09
1440,13,2025-02-02,54.53,High,64.38,46.35,93.48,54.82
1441,28,2025-08-13,87.33,Low,84.7,47.65,55.98,67.76
1442,7,2024-03-11,89.11,Low,60.74,96.02,45.89,93.08
1443,29,2025-08-06,78.74,Medium,43.03,49.46,77.12,84.45
1444,79,2024-12-04,79.13,Medium,70.25,93.5,88.74,68.39
1445,28,2026-05-02,82.36,Medium,73.9,89.88,76.18,76.22
1446,6,2026-07-30,56.72,High,46.72,76.03,48.88,66.5
1447,77,2025-12-14,57.85,High,87.25,58.9,80.08,45.25
1448,37,2024-03-27,87.51,Low,87.39,45.37,96.42,51.22
1449,23,2026-08-06,46.78,Critical,82.37,91.38,83.3,59.51
1450,12,2026-01-04,47.43,Critical,56.57,55.09,63.63,92.59
1451,51,2024-09-14,59.15,High,52.62,49.62,86.69,88.5
1452,54,2024-09-15,76.18,Medium,48.84,81.4,98.83,82.45
1453,81,2025-10-06,47.99,Critical,49.01,95.19,97.46,63.88
1454,65,2024-06-09,57.67,High,67.71,42.82,77.63,94.15
1455,58,2024-11-23,93.85,Low,80.12,46.39,76.1,53.1
1456,70,2024-08-11,84.78,Medium,42.37,42.62,42.6,43.6
1457,55,2024-05-23,56.22,High,60.53,83.85,65.45,97.44
1458,58,2024-10-17,91.89,Low,64.15,73.09,47.24,49.94
1459,85,2025-04-18,61.38,High,79.25,54.48,56.45,65.27
1460,28,2025-12-29,56.67,High,57.22,62.71,78.91,98.33
1461,86,2026-06-03,66.89,High,71.7,96.3,86.27,60.05
1462,96,2024-07-24,66.77,High,59.97,67.93,69.7,58.81
1463,97,2025-06-11,48.6,Critical,61.99,87.26,90.59,69.98
1464,73,2025-01-02,80.75,Medium,82.22,73.98,94.79,64.5
1465,53,2026-03-15,45.67,Critical,95.72,95.29,95.1,53.72
1466,29,2024-11-18,68.73,High,49.21,74.16,63.71,56.32
1467,33,2024-03-31,78.78,Medium,40.52,49.59,98.25,47.67
1468,12,2024-12-12,83.81,Medium,61.19,95.07,78.03,90.35
1469,26,2024-05-13,69.02,High,53.79,63.79,42.7,44.21
1470,19,2024-11-10,94.59,Low,52.84,51.09,90.78,42.77
1471,10,2025-05-13,56.7,High,49.32,75.42,48.56,40.97
1472,100,2025-10-15,55.62,High,85.43,58.68,98.74,51.41
1473,20,2025-10-15,53.81,High,62.16,45.22,99.35,80.02
1474,40,2026-07-08,75.09,Medium,47.99,55.62,67.65,65.95
1475,83,2026-04-09,80.38,Medium,59.71,76.21,95.27,68.07
1476,28,2025-11-03,79.94,Medium,57.64,69.93,67.47,77.42
1477,7,2025-03-24,95.4,Low,70.35,58.64,63.95,98.83
1478,49,2025-12-05,77.2,Medium,73.72,65.89,81.06,40.29
1479,73,2024-08-03,78.59,Medium,71.08,70.33,92.73,84.6
1480,94,2024-11-30,45.87,Critical,60.12,50.85,87.23,65.63
1481,74,2024-07-07,70.27,Medium,62.62,73.93,91.02,52.64
1482,100,2025-04-03,52.57,High,84.06,49.53,54.7,96.73
1483,92,2025-02-26,88.88,Low,95.31,89.2,76.34,49.94
1484,8,2024-10-03,83.57,Medium,68.05,51.55,80.32,54.46
1485,82,2026-06-17,58.32,High,98.69,64.97,46.32,61.21
1486,39,2026-01-31,76.77,Medium,63.18,72.81,98.82,92.21
1487,51,2026-04-13,53.95,High,72.93,85.47,84.77,81.72
1488,61,2025-09-22,94.96,Low,98.02,56.31,55.03,93.65
1489,33,2026-02-11,92.14,Low,54.75,96.11,85.55,80.55
1490,80,2025-06-16,64.09,High,97.42,77.29,59.44,88.0
1491,30,2024-10-06,80.36,Medium,42.82,73.69,72.41,81.72
1492,31,2025-07-11,91.05,Low,54.85,41.66,63.7,84.47
1493,35,2025-08-22,69.85,High,44.09,48.11,89.95,95.11
1494,64,2025-09-08,96.17,Low,98.17,54.86,98.18,73.06
1495,1,2025-11-20,49.83,Critical,92.6,49.6,87.99,44.61
1496,28,2026-02-21,50.08,High,62.02,41.86,77.63,54.43
1497,13,2024-08-09,64.28,High,44.39,51.69,88.82,63.7
1498,98,2025-11-26,81.34,Medium,43.99,86.08,75.62,50.65
1499,22,2024-07-06,70.71,Medium,54.66,72.96,94.91,69.03
1500,5,2024-07-06,89.19,Low,77.35,76.26,93.85,96.91
1501,13,2025-04-12,80.14,Medium,69.16,59.21,94.24,81.85
1502,2,2024-01-06,45.41,Critical,81.42,79.37,78.33,85.11
1503,11,2025-01-20,95.41,Low,92.13,90.57,93.01,89.25
1504,23,2026-05-20,94.77,Low,58.53,54.31,99.47,87.05
1505,66,2025-05-07,93.21,Low,46.82,94.79,58.76,83.13
1506,39,2024-04-28,68.07,High,46.81,98.58,43.51,82.93
1507,71,2024-05-16,68.97,High,68.96,71.98,51.18,41.99
1508,33,2025-09-30,47.82,Critical,54.24,99.48,83.14,40.58
1509,70,2024-07-25,94.45,Low,56.98,82.8,78.49,50.72
1510,27,2025-01-24,53.89,High,79.96,40.76,62.48,76.02
1511,91,2024-09-28,56.38,High,81.87,72.78,48.33,84.16
1512,45,2025-04-06,54.91,High,63.06,61.66,79.33,42.58
1513,21,2024-04-24,49.68,Critical,45.92,68.04,60.78,57.41
1514,68,2026-02-01,95.59,Low,52.91,93.43,69.65,41.59
1515,96,2025-02-14,85.15,Low,66.76,46.65,88.19,99.23
1516,60,2026-01-29,87.12,Low,72.22,84.21,97.19,40.42
1517,41,2024-07-12,50.08,High,70.43,92.48,85.24,65.94
1518,30,2024-06-23,86.32,Low,50.27,76.89,57.93,69.0
1519,44,2026-05-27,56.06,High,41.39,96.73,40.72,87.52
1520,10,2024-10-14,77.24,Medium,86.76,43.64,60.56,66.84
1521,41,2024-09-22,45.14,Critical,70.11,49.83,57.47,95.75
1522,58,2026-03-11,48.3,Critical,69.79,55.03,67.13,69.53
1523,94,2025-11-01,45.37,Critical,83.56,99.77,79.02,63.56
1524,85,2024-02-11,60.59,High,60.38,70.6,59.32,83.07
1525,1,2026-07-13,49.46,Critical,49.81,50.02,78.47,98.91
1526,32,2024-05-20,94.28,Low,72.91,73.88,47.07,81.38
1527,31,2025-01-04,51.91,High,46.48,85.08,43.79,51.6
1528,4,2024-07-19,67.64,High,90.99,72.05,44.38,77.08
1529,6,2024-07-02,64.29,High,58.17,64.07,43.85,80.46
1530,82,2024-10-06,82.8,Medium,91.35,68.48,44.66,45.32
1531,7,2024-10-05,80.42,Medium,72.45,96.35,91.47,74.0
1532,66,2024-07-18,74.48,Medium,77.85,45.37,93.65,87.13
1533,33,2025-04-03,88.96,Low,84.3,76.25,58.47,57.87
1534,88,2024-09-09,49.25,Critical,72.54,79.46,47.23,43.75
1535,16,2026-02-10,50.29,High,96.93,56.46,94.53,81.92
1536,64,2025-02-15,87.17,Low,67.88,64.97,44.27,91.63
1537,17,2025-02-12,59.2,High,84.27,45.79,42.34,49.2
1538,13,2024-11-09,68.84,High,59.87,95.92,68.99,96.86
1539,98,2024-05-12,87.32,Low,93.06,79.93,73.31,55.09
1540,45,2024-11-08,95.73,Low,67.13,92.44,66.43,79.43
1541,42,2026-01-16,90.69,Low,48.93,77.04,61.2,75.28
1542,89,2024-10-01,54.68,High,71.45,73.34,87.03,61.65
1543,65,2025-04-14,71.44,Medium,97.44,77.16,92.58,51.41
1544,81,2025-12-18,83.41,Medium,68.36,81.07,40.95,82.0
1545,33,2026-04-15,46.59,Critical,76.74,74.52,64.05,65.42
1546,92,2025-06-25,77.14,Medium,58.5,63.05,72.02,55.99
1547,87,2025-08-22,69.11,High,73.43,59.15,85.53,87.76
1548,45,2024-09-02,51.94,High,76.17,73.18,73.17,79.69
1549,52,2024-06-08,53.8,High,68.4,60.01,98.84,53.54
1550,31,2026-07-05,90.42,Low,40.18,63.43,49.48,91.13
1551,53,2024-09-08,67.48,High,56.21,43.55,55.71,92.65
1552,12,2025-12-07,64.84,High,51.77,92.93,99.1,50.62
1553,54,2024-06-24,56.22,High,87.98,71.69,65.18,93.21
1554,25,2024-02-02,64.32,High,57.0,55.98,61.78,83.0
1555,95,2025-10-30,93.11,Low,96.6,52.2,92.28,96.04
1556,11,2025-04-23,49.11,Critical,60.37,93.36,55.9,99.5
1557,43,2024-10-22,70.34,Medium,50.0,88.78,77.91,71.89
1558,39,2025-10-02,54.52,High,86.1,62.71,70.34,93.95
1559,10,2024-04-23,53.56,High,47.38,94.59,56.39,69.47
1560,79,2024-09-14,54.2,High,79.64,57.3,75.2,92.71
1561,57,2025-03-27,54.2,High,83.71,59.39,79.11,77.31
1562,68,2025-01-18,91.75,Low,85.88,74.2,47.1,54.39
1563,1,2024-11-19,48.24,Critical,88.57,55.67,98.89,79.05
1564,68,2024-10-11,56.67,High,68.81,74.13,95.04,93.86
1565,7,2025-04-21,63.0,High,88.77,73.46,55.6,84.41
1566,10,2025-05-30,46.36,Critical,45.51,55.06,98.78,94.25
1567,31,2025-07-01,84.37,Medium,78.4,89.55,63.04,50.08
1568,27,2026-04-17,84.47,Medium,78.14,95.25,77.91,40.79
1569,54,2025-08-27,84.03,Medium,63.36,83.52,62.66,91.9
1570,81,2026-02-06,66.9,High,66.75,58.57,46.15,88.72
1571,9,2025-05-17,72.5,Medium,75.86,82.0,42.22,60.29
1572,55,2026-03-02,49.11,Critical,55.98,45.01,74.88,46.14
1573,22,2024-05-22,61.88,High,83.63,51.46,64.92,40.1
1574,33,2024-07-10,85.36,Low,94.62,68.84,73.48,88.68
1575,70,2026-05-30,67.03,High,70.69,53.61,48.02,95.53
1576,8,2026-06-28,74.37,Medium,44.8,84.85,77.03,57.72
1577,48,2025-04-18,46.94,Critical,77.11,85.77,77.07,88.86
1578,97,2025-06-01,96.14,Low,92.51,49.84,95.89,78.84
1579,37,2026-05-08,49.49,Critical,56.18,55.44,40.83,68.54
1580,63,2025-12-23,53.99,High,90.64,95.04,44.06,98.79
1581,75,2025-06-15,64.52,High,82.28,90.58,84.39,82.52
1582,77,2024-11-27,59.48,High,79.58,81.85,52.8,85.21
1583,63,2025-09-15,82.22,Medium,70.23,75.58,41.72,58.86
1584,62,2025-11-06,75.46,Medium,89.25,78.48,90.92,52.54
1585,57,2025-04-25,68.03,High,58.71,77.54,42.42,75.2
1586,78,2025-11-19,59.45,High,72.13,58.99,86.31,89.04
1587,30,2024-08-30,75.2,Medium,60.46,88.51,84.52,92.47
1588,68,2025-07-18,63.84,High,77.96,77.14,97.83,65.53
1589,2,2025-03-05,90.29,Low,52.69,58.44,68.08,95.03
1590,3,2024-11-30,93.06,Low,90.72,87.83,45.22,45.32
1591,38,2024-06-18,51.87,High,79.8,62.78,90.31,57.14
1592,14,2026-06-16,72.9,Medium,87.1,91.28,60.71,57.6
1593,65,2026-03-16,63.5,High,76.39,54.05,64.32,54.42
1594,21,2025-10-18,87.46,Low,54.65,86.37,85.83,96.71
1595,43,2025-04-02,47.02,Critical,83.36,65.04,80.91,61.75
1596,100,2026-07-06,62.11,High,53.41,92.53,55.12,88.75
1597,94,2026-07-31,63.69,High,84.99,59.82,50.23,96.59
1598,96,2024-10-24,74.19,Medium,65.16,87.59,90.74,43.08
1599,85,2024-11-28,71.06,Medium,86.37,91.13,91.12,75.34
1600,82,2025-09-28,93.11,Low,56.43,81.14,90.85,65.69
1601,21,2025-10-01,56.08,High,63.84,55.29,92.41,97.01
1602,73,2024-05-25,77.68,Medium,43.61,53.44,71.02,56.15
1603,57,2025-07-27,45.05,Critical,55.73,45.38,74.22,44.93
1604,17,2025-02-28,59.99,High,73.85,59.19,93.34,53.28
1605,89,2024-03-11,73.8,Medium,82.43,52.1,96.5,92.24
1606,49,2024-12-07,82.39,Medium,49.66,57.06,44.22,47.85
1607,56,2024-01-23,84.64,Medium,56.27,70.67,48.44,63.87
1608,32,2026-06-25,55.84,High,64.46,44.14,75.93,71.53
1609,25,2025-06-17,68.79,High,50.77,62.94,60.96,76.19
1610,25,2025-12-09,79.93,Medium,70.46,57.21,82.71,76.78
1611,62,2026-06-24,49.51,Critical,88.32,42.9,54.71,99.12
1612,95,2024-08-24,87.58,Low,43.67,88.91,57.51,45.21
1613,84,2025-03-05,60.97,High,79.16,91.9,43.25,50.84
1614,3,2026-07-29,78.41,Medium,51.95,53.35,94.64,72.42
1615,94,2026-07-19,53.39,High,44.01,74.82,95.79,69.13
1616,93,2025-05-25,94.39,Low,96.37,86.99,67.3,91.2
1617,44,2025-04-12,85.56,Low,62.65,61.42,57.93,77.05
1618,8,2026-07-10,56.03,High,97.76,46.65,59.85,91.65
1619,33,2026-03-01,55.71,High,84.34,46.66,94.1,48.38
1620,80,2024-11-18,55.83,High,62.29,54.1,42.96,77.1
1621,97,2025-12-08,52.17,High,54.97,79.17,92.73,52.35
