id,order_number,customer_id,order_date,status,amount,expected_delivery,actual_delivery,priority,created_at,updated_at
58243,DC-ORD-13607,12778,2015-07-18,ON_HOLD,524.85,2015-07-22,2015-07-21,Normal,2015-07-18 14:47:00,2015-07-18 14:47:00
58244,DC-ORD-13526,3960,2015-07-17,PENDING_PAYMENT,224.91,2015-07-21,2015-07-19,Normal,2015-07-17 10:24:00,2015-07-17 10:24:00
58245,DC-ORD-13502,1310,2015-07-17,CLOSED,959.39,2015-07-21,2015-07-20,Normal,2015-07-17 02:00:00,2015-07-17 02:00:00
58246,DC-ORD-13495,15502,2015-07-16,PROCESSING,581.9,2015-07-17,2015-07-18,High,2015-07-16 23:32:00,2015-07-16 23:32:00
58247,DC-ORD-13490,13009,2015-07-16,COMPLETE,802.39,2015-07-20,2015-07-22,High,2015-07-16 21:47:00,2015-07-16 21:47:00
58248,DC-ORD-13465,14283,2015-07-16,PENDING_PAYMENT,117.47,2015-07-20,2015-07-22,High,2015-07-16 13:02:00,2015-07-16 13:02:00
58249,DC-ORD-13464,454,2015-07-16,COMPLETE,582.4,2015-07-20,2015-07-21,High,2015-07-16 12:41:00,2015-07-16 12:41:00
58250,DC-ORD-13455,17748,2015-07-16,PENDING_PAYMENT,622.94,2015-07-20,2015-07-22,High,2015-07-16 09:32:00,2015-07-16 09:32:00
58251,DC-ORD-13440,2070,2015-07-16,PENDING_PAYMENT,189.92,2015-07-17,2015-07-18,High,2015-07-16 04:16:00,2015-07-16 04:16:00
58252,DC-ORD-13434,12855,2015-07-16,PENDING_PAYMENT,526.39,2015-07-16,2015-07-16,Normal,2015-07-16 02:10:00,2015-07-16 02:10:00
58253,DC-ORD-13405,17589,2015-07-15,PROCESSING,1244.82,2015-07-19,2015-07-21,High,2015-07-15 16:01:00,2015-07-15 16:01:00
58254,DC-ORD-13399,563,2015-07-15,CLOSED,950.32,2015-07-16,2015-07-17,High,2015-07-15 13:54:00,2015-07-15 13:54:00
58255,DC-ORD-13379,11867,2015-07-15,PROCESSING,179.93,2015-07-19,2015-07-20,High,2015-07-15 06:54:00,2015-07-15 06:54:00
58256,DC-ORD-13378,15629,2015-07-15,COMPLETE,492.72,2015-07-19,2015-07-19,Normal,2015-07-15 06:33:00,2015-07-15 06:33:00
58257,DC-ORD-13329,4461,2015-07-14,CLOSED,571.08,2015-07-16,2015-07-19,High,2015-07-14 13:23:00,2015-07-14 13:23:00
58258,DC-ORD-13316,8012,2015-07-14,PROCESSING,792.67,2015-07-14,2015-07-14,Normal,2015-07-14 08:50:00,2015-07-14 08:50:00
58259,DC-ORD-13287,6036,2015-07-13,CLOSED,798.19,2015-07-15,2015-07-16,High,2015-07-13 22:40:00,2015-07-13 22:40:00
58260,DC-ORD-13234,12855,2015-07-13,PENDING_PAYMENT,378.05,2015-07-17,2015-07-18,High,2015-07-13 04:06:00,2015-07-13 04:06:00
58261,DC-ORD-13216,15677,2015-07-12,PENDING_PAYMENT,841.2,2015-07-16,2015-07-14,Normal,2015-07-12 21:48:00,2015-07-12 21:48:00
58262,DC-ORD-13204,14509,2015-07-12,COMPLETE,139.44,2015-07-13,2015-07-14,High,2015-07-12 17:35:00,2015-07-12 17:35:00
58263,DC-ORD-13197,14358,2015-07-12,PENDING_PAYMENT,43.98,2015-07-16,2015-07-15,Normal,2015-07-12 15:08:00,2015-07-12 15:08:00
58264,DC-ORD-13192,12178,2015-07-12,COMPLETE,43.48,2015-07-13,2015-07-14,High,2015-07-12 13:23:00,2015-07-12 13:23:00
58265,DC-ORD-13168,2102,2015-07-12,ON_HOLD,297.95,2015-07-13,2015-07-14,High,2015-07-12 04:59:00,2015-07-12 04:59:00
58266,DC-ORD-13111,6352,2015-07-11,PROCESSING,529.89,2015-07-11,2015-07-11,Normal,2015-07-11 09:01:00,2015-07-11 09:01:00
58267,DC-ORD-13108,2432,2015-07-11,CANCELED,90.96,2015-07-12,2015-07-13,Normal,2015-07-11 07:57:00,2015-07-11 07:57:00
58268,DC-ORD-13105,15040,2015-07-11,COMPLETE,209.92,2015-07-15,2015-07-17,High,2015-07-11 06:54:00,2015-07-11 06:54:00
58269,DC-ORD-13079,9214,2015-07-10,COMPLETE,89.96,2015-07-11,2015-07-12,High,2015-07-10 21:48:00,2015-07-10 21:48:00
58270,DC-ORD-13047,8011,2015-07-10,COMPLETE,415.94,2015-07-10,2015-07-10,Normal,2015-07-10 10:35:00,2015-07-10 10:35:00
58271,DC-ORD-13032,3438,2015-07-10,COMPLETE,132.2,2015-07-12,2015-07-13,High,2015-07-10 05:20:00,2015-07-10 05:20:00
58272,DC-ORD-12995,2999,2015-07-09,PENDING,199.92,2015-07-13,2015-07-15,High,2015-07-09 16:22:00,2015-07-09 16:22:00
58273,DC-ORD-12970,18927,2015-07-09,PENDING_PAYMENT,740.86,2015-07-13,2015-07-15,High,2015-07-09 07:37:00,2015-07-09 07:37:00
58274,DC-ORD-12966,8851,2015-07-09,COMPLETE,82.97,2015-07-13,2015-07-11,Normal,2015-07-09 06:13:00,2015-07-09 06:13:00
58275,DC-ORD-12952,11962,2015-07-09,COMPLETE,43.98,2015-07-13,2015-07-12,Normal,2015-07-09 01:18:00,2015-07-09 01:18:00
58276,DC-ORD-12940,462,2015-07-08,COMPLETE,136.45,2015-07-12,2015-07-14,High,2015-07-08 21:06:00,2015-07-08 21:06:00
58277,DC-ORD-12926,15716,2015-07-08,PENDING,436.58,2015-07-10,2015-07-10,Normal,2015-07-08 16:12:00,2015-07-08 16:12:00
58278,DC-ORD-12893,12941,2015-07-08,PENDING_PAYMENT,301.11,2015-07-10,2015-07-12,High,2015-07-08 04:38:00,2015-07-08 04:38:00
58279,DC-ORD-12861,14647,2015-07-07,PROCESSING,181.93,2015-07-11,2015-07-09,Normal,2015-07-07 17:25:00,2015-07-07 17:25:00
58280,DC-ORD-12841,19094,2015-07-07,ON_HOLD,388.83,2015-07-11,2015-07-09,Normal,2015-07-07 10:25:00,2015-07-07 10:25:00
58281,DC-ORD-12815,4476,2015-07-07,COMPLETE,219.91,2015-07-09,2015-07-13,High,2015-07-07 01:18:00,2015-07-07 01:18:00
58282,DC-ORD-12794,8035,2015-07-06,SUSPECTED_FRAUD,1220.5,2015-07-10,2015-07-11,Normal,2015-07-06 17:57:00,2015-07-06 17:57:00
58283,DC-ORD-12786,453,2015-07-06,PENDING_PAYMENT,833.67,2015-07-07,2015-07-08,High,2015-07-06 15:09:00,2015-07-06 15:09:00
58284,DC-ORD-12759,12774,2015-07-06,PROCESSING,261.61,2015-07-08,2015-07-11,High,2015-07-06 05:41:00,2015-07-06 05:41:00
58285,DC-ORD-12749,15779,2015-07-06,PENDING_PAYMENT,283.92,2015-07-10,2015-07-11,High,2015-07-06 02:11:00,2015-07-06 02:11:00
58286,DC-ORD-12674,8851,2015-07-04,ON_HOLD,309.37,2015-07-05,2015-07-06,High,2015-07-04 23:54:00,2015-07-04 23:54:00
58287,DC-ORD-12636,6177,2015-07-04,COMPLETE,777.9,2015-07-05,2015-07-06,High,2015-07-04 10:36:00,2015-07-04 10:36:00
58288,DC-ORD-12626,19095,2015-07-04,PROCESSING,171.37,2015-07-08,2015-07-06,Normal,2015-07-04 07:05:00,2015-07-04 07:05:00
58289,DC-ORD-12611,1190,2015-07-04,PENDING_PAYMENT,431.92,2015-07-06,2015-07-06,Normal,2015-07-04 01:50:00,2015-07-04 01:50:00
58290,DC-ORD-12608,13796,2015-07-04,PENDING_PAYMENT,807.92,2015-07-08,2015-07-08,Normal,2015-07-04 00:47:00,2015-07-04 00:47:00
58291,DC-ORD-12582,8213,2015-07-03,CLOSED,698.75,2015-07-07,2015-07-06,Normal,2015-07-03 15:41:00,2015-07-03 15:41:00
58292,DC-ORD-12534,4572,2015-07-02,SUSPECTED_FRAUD,343.87,2015-07-04,2015-07-07,Normal,2015-07-02 22:52:00,2015-07-02 22:52:00
58293,DC-ORD-12517,2507,2015-07-02,PROCESSING,463.45,2015-07-06,2015-07-05,Normal,2015-07-02 16:54:00,2015-07-02 16:54:00
58294,DC-ORD-12471,2578,2015-07-02,PENDING,255.91,2015-07-06,2015-07-04,Normal,2015-07-02 00:47:00,2015-07-02 00:47:00
58295,DC-ORD-12451,8738,2015-07-01,CLOSED,454.93,2015-07-01,2015-07-02,High,2015-07-01 17:47:00,2015-07-01 17:47:00
58296,DC-ORD-12449,8847,2015-07-01,PENDING_PAYMENT,249.9,2015-07-05,2015-07-06,High,2015-07-01 17:05:00,2015-07-01 17:05:00
58297,DC-ORD-12439,127,2015-07-01,PROCESSING,962.86,2015-07-05,2015-07-06,High,2015-07-01 13:35:00,2015-07-01 13:35:00
58298,DC-ORD-12419,8166,2015-07-01,PENDING_PAYMENT,87.96,2015-07-05,2015-07-06,High,2015-07-01 06:34:00,2015-07-01 06:34:00
58299,DC-ORD-12376,2306,2015-06-30,ON_HOLD,441.32,2015-07-04,2015-07-02,Normal,2015-06-30 15:30:00,2015-06-30 15:30:00
58300,DC-ORD-12345,8687,2015-06-30,CLOSED,697.07,2015-07-04,2015-07-06,High,2015-06-30 04:39:00,2015-06-30 04:39:00
58301,DC-ORD-12338,488,2015-06-30,COMPLETE,715.9,2015-07-04,2015-07-04,Normal,2015-06-30 02:12:00,2015-06-30 02:12:00
58302,DC-ORD-12335,14042,2015-06-30,PROCESSING,363.38,2015-07-04,2015-07-06,High,2015-06-30 01:08:00,2015-06-30 01:08:00
58303,DC-ORD-12329,3122,2015-06-29,PROCESSING,224.91,2015-07-03,2015-07-04,High,2015-06-29 23:02:00,2015-06-29 23:02:00
58304,DC-ORD-12274,8117,2015-06-29,COMPLETE,207.42,2015-07-03,2015-07-04,High,2015-06-29 03:46:00,2015-06-29 03:46:00
58305,DC-ORD-12245,4406,2015-06-28,PENDING,379.46,2015-07-02,2015-07-04,High,2015-06-28 17:37:00,2015-06-28 17:37:00
58306,DC-ORD-12213,15766,2015-06-28,PROCESSING,583.15,2015-07-02,2015-07-02,Normal,2015-06-28 06:24:00,2015-06-28 06:24:00
58307,DC-ORD-12206,10121,2015-06-28,PENDING,94.46,2015-07-02,2015-06-30,Normal,2015-06-28 03:57:00,2015-06-28 03:57:00
58308,DC-ORD-12202,11328,2015-06-28,COMPLETE,218.91,2015-07-02,2015-07-01,Normal,2015-06-28 02:33:00,2015-06-28 02:33:00
58309,DC-ORD-12161,5582,2015-06-27,PENDING_PAYMENT,239.9,2015-07-01,2015-06-29,Normal,2015-06-27 12:11:00,2015-06-27 12:11:00
58310,DC-ORD-12137,1326,2015-06-27,CLOSED,692.42,2015-06-28,2015-06-29,High,2015-06-27 03:46:00,2015-06-27 03:46:00
58311,DC-ORD-12133,13886,2015-06-27,COMPLETE,588.21,2015-07-01,2015-07-01,Normal,2015-06-27 02:22:00,2015-06-27 02:22:00
58312,DC-ORD-12129,15523,2015-06-27,PENDING_PAYMENT,560.43,2015-07-01,2015-07-02,High,2015-06-27 00:58:00,2015-06-27 00:58:00
58313,DC-ORD-12119,6245,2015-06-26,PENDING,227.41,2015-06-30,2015-07-01,High,2015-06-26 21:28:00,2015-06-26 21:28:00
58314,DC-ORD-12111,17404,2015-06-26,PENDING_PAYMENT,459.34,2015-06-30,2015-06-28,Normal,2015-06-26 18:40:00,2015-06-26 18:40:00
58315,DC-ORD-12107,726,2015-06-26,PROCESSING,86.97,2015-06-30,2015-06-29,Normal,2015-06-26 17:16:00,2015-06-26 17:16:00
58316,DC-ORD-12084,6002,2015-06-26,COMPLETE,84.97,2015-06-30,2015-07-01,High,2015-06-26 09:12:00,2015-06-26 09:12:00
58317,DC-ORD-12071,3848,2015-06-26,CLOSED,987.97,2015-06-28,2015-06-28,Normal,2015-06-26 04:39:00,2015-06-26 04:39:00
58318,DC-ORD-12064,13986,2015-06-26,PROCESSING,674.05,2015-06-27,2015-06-28,High,2015-06-26 02:12:00,2015-06-26 02:12:00
58319,DC-ORD-12062,6963,2015-06-26,PENDING_PAYMENT,217.41,2015-06-27,2015-06-28,High,2015-06-26 01:30:00,2015-06-26 01:30:00
58320,DC-ORD-12044,4203,2015-06-25,PENDING_PAYMENT,797.3,2015-06-26,2015-06-27,High,2015-06-25 19:11:00,2015-06-25 19:11:00
58321,DC-ORD-12028,4084,2015-06-25,PENDING_PAYMENT,74.97,2015-06-29,2015-06-29,Normal,2015-06-25 13:35:00,2015-06-25 13:35:00
58322,DC-ORD-11991,2441,2015-06-25,CLOSED,96.96,2015-06-26,2015-06-27,High,2015-06-25 00:37:00,2015-06-25 00:37:00
58323,DC-ORD-11910,11687,2015-06-23,PENDING_PAYMENT,168.94,2015-06-27,2015-06-29,High,2015-06-23 20:15:00,2015-06-23 20:15:00
58324,DC-ORD-11881,5821,2015-06-23,COMPLETE,329.95,2015-06-27,2015-06-25,Normal,2015-06-23 10:05:00,2015-06-23 10:05:00
58325,DC-ORD-11880,5380,2015-06-23,ON_HOLD,130.45,2015-06-27,2015-06-29,High,2015-06-23 09:44:00,2015-06-23 09:44:00
58326,DC-ORD-11859,14623,2015-06-23,PENDING_PAYMENT,1349.08,2015-06-27,2015-06-28,High,2015-06-23 02:23:00,2015-06-23 02:23:00
58327,DC-ORD-11857,17637,2015-06-23,ON_HOLD,227.35,2015-06-27,2015-06-26,Normal,2015-06-23 01:41:00,2015-06-23 01:41:00
58328,DC-ORD-11840,2764,2015-06-22,COMPLETE,48.98,2015-06-26,2015-06-28,High,2015-06-22 19:43:00,2015-06-22 19:43:00
58329,DC-ORD-11838,511,2015-06-22,PROCESSING,48.48,2015-06-23,2015-06-24,High,2015-06-22 19:01:00,2015-06-22 19:01:00
58330,DC-ORD-11837,10253,2015-06-22,PROCESSING,347.39,2015-06-23,2015-06-24,High,2015-06-22 18:40:00,2015-06-22 18:40:00
58331,DC-ORD-11779,7941,2015-06-21,CLOSED,124.45,2015-06-25,2015-06-26,High,2015-06-21 22:21:00,2015-06-21 22:21:00
58332,DC-ORD-11704,19096,2015-06-20,SUSPECTED_FRAUD,584.39,2015-06-24,2015-06-25,Normal,2015-06-20 20:04:00,2015-06-20 20:04:00
58333,DC-ORD-11690,6465,2015-06-20,COMPLETE,112.46,2015-06-24,2015-06-26,High,2015-06-20 15:10:00,2015-06-20 15:10:00
58334,DC-ORD-11667,8656,2015-06-20,PROCESSING,185.93,2015-06-20,2015-06-20,Normal,2015-06-20 07:07:00,2015-06-20 07:07:00
58335,DC-ORD-11645,10103,2015-06-19,PENDING,1098.71,2015-06-23,2015-06-25,High,2015-06-19 23:24:00,2015-06-19 23:24:00
58336,DC-ORD-11635,8621,2015-06-19,COMPLETE,87.96,2015-06-23,2015-06-25,High,2015-06-19 19:54:00,2015-06-19 19:54:00
58337,DC-ORD-11623,19097,2015-06-19,COMPLETE,244.9,2015-06-23,2015-06-23,Normal,2015-06-19 15:42:00,2015-06-19 15:42:00
58338,DC-ORD-52467,14276,2017-02-04,PENDING_PAYMENT,319.98,2017-02-08,2017-02-07,Normal,2017-02-04 21:10:00,2017-02-04 21:10:00
58339,DC-ORD-52465,14411,2017-02-04,PENDING_PAYMENT,880.93,2017-02-08,2017-02-10,High,2017-02-04 20:28:00,2017-02-04 20:28:00
58340,DC-ORD-52457,2080,2017-02-04,COMPLETE,1172.88,2017-02-08,2017-02-07,Normal,2017-02-04 17:40:00,2017-02-04 17:40:00
58341,DC-ORD-52451,3819,2017-02-04,ON_HOLD,379.98,2017-02-08,2017-02-06,Normal,2017-02-04 15:34:00,2017-02-04 15:34:00
58342,DC-ORD-52424,1432,2017-02-04,ON_HOLD,347.98,2017-02-08,2017-02-09,High,2017-02-04 06:06:00,2017-02-04 06:06:00
58343,DC-ORD-52422,6070,2017-02-04,PROCESSING,575.85,2017-02-08,2017-02-07,Normal,2017-02-04 05:24:00,2017-02-04 05:24:00
58344,DC-ORD-52402,1937,2017-02-03,COMPLETE,395.98,2017-02-03,2017-02-04,High,2017-02-03 22:24:00,2017-02-03 22:24:00
58345,DC-ORD-52390,11791,2017-02-03,CLOSED,383.98,2017-02-07,2017-02-09,High,2017-02-03 18:12:00,2017-02-03 18:12:00
58346,DC-ORD-52374,1154,2017-02-03,PENDING_PAYMENT,599.46,2017-02-04,2017-02-05,High,2017-02-03 12:35:00,2017-02-03 12:35:00
58347,DC-ORD-52373,1536,2017-02-03,COMPLETE,1066.46,2017-02-04,2017-02-05,High,2017-02-03 12:14:00,2017-02-03 12:14:00
58348,DC-ORD-52342,8144,2017-02-03,PENDING_PAYMENT,666.5,2017-02-07,2017-02-06,Normal,2017-02-03 01:23:00,2017-02-03 01:23:00
58349,DC-ORD-52339,17457,2017-02-03,PENDING,1034.41,2017-02-07,2017-02-08,High,2017-02-03 00:19:00,2017-02-03 00:19:00
58350,DC-ORD-52307,8061,2017-02-02,PENDING_PAYMENT,1029.29,2017-02-06,2017-02-05,Normal,2017-02-02 13:07:00,2017-02-02 13:07:00
58351,DC-ORD-52245,7326,2017-02-01,PROCESSING,339.98,2017-02-05,2017-02-07,High,2017-02-01 15:24:00,2017-02-01 15:24:00
58352,DC-ORD-52237,9553,2017-02-01,PROCESSING,331.98,2017-02-02,2017-02-03,High,2017-02-01 12:35:00,2017-02-01 12:35:00
58353,DC-ORD-52233,14513,2017-02-01,PAYMENT_REVIEW,725.98,2017-02-03,2017-02-05,High,2017-02-01 11:11:00,2017-02-01 11:11:00
58354,DC-ORD-52210,538,2017-02-01,PENDING_PAYMENT,859.93,2017-02-05,2017-02-07,High,2017-02-01 03:08:00,2017-02-01 03:08:00
58355,DC-ORD-52208,14303,2017-02-01,PENDING,377.98,2017-02-02,2017-02-03,High,2017-02-01 02:26:00,2017-02-01 02:26:00
58356,DC-ORD-52199,3245,2017-01-31,ON_HOLD,363.98,2017-02-02,2017-02-05,High,2017-01-31 23:17:00,2017-01-31 23:17:00
58357,DC-ORD-52193,3054,2017-01-31,COMPLETE,351.98,2017-02-01,2017-02-02,High,2017-01-31 21:10:00,2017-01-31 21:10:00
58358,DC-ORD-52180,15211,2017-01-31,COMPLETE,335.98,2017-02-04,2017-02-06,High,2017-01-31 16:37:00,2017-01-31 16:37:00
58359,DC-ORD-52125,6147,2017-01-30,COMPLETE,351.98,2017-02-03,2017-02-05,High,2017-01-30 21:21:00,2017-01-30 21:21:00
58360,DC-ORD-52101,11121,2017-01-30,COMPLETE,331.98,2017-01-30,2017-01-31,High,2017-01-30 12:57:00,2017-01-30 12:57:00
58361,DC-ORD-52093,17391,2017-01-30,PROCESSING,603.45,2017-02-03,2017-02-03,Normal,2017-01-30 10:08:00,2017-01-30 10:08:00
58362,DC-ORD-52090,18653,2017-01-30,PENDING_PAYMENT,299.99,2017-02-01,2017-02-05,High,2017-01-30 09:05:00,2017-01-30 09:05:00
58363,DC-ORD-52038,1282,2017-01-29,PROCESSING,1029.44,2017-01-30,2017-01-31,High,2017-01-29 14:52:00,2017-01-29 14:52:00
58364,DC-ORD-52028,3372,2017-01-29,COMPLETE,327.98,2017-02-02,2017-02-02,Normal,2017-01-29 11:22:00,2017-01-29 11:22:00
58365,DC-ORD-51945,14688,2017-01-28,PENDING,299.99,2017-02-01,2017-02-03,High,2017-01-28 06:17:00,2017-01-28 06:17:00
58366,DC-ORD-51917,17530,2017-01-27,COMPLETE,391.98,2017-01-31,2017-01-30,Normal,2017-01-27 20:29:00,2017-01-27 20:29:00
58367,DC-ORD-51913,11450,2017-01-27,PENDING_PAYMENT,387.98,2017-01-31,2017-01-31,Normal,2017-01-27 19:05:00,2017-01-27 19:05:00
58368,DC-ORD-51907,8071,2017-01-27,PENDING_PAYMENT,658.43,2017-01-31,2017-01-30,Normal,2017-01-27 16:59:00,2017-01-27 16:59:00
58369,DC-ORD-51884,9135,2017-01-27,SUSPECTED_FRAUD,339.98,2017-01-29,2017-02-01,Normal,2017-01-27 08:55:00,2017-01-27 08:55:00
58370,DC-ORD-51849,14593,2017-01-26,COMPLETE,891.61,2017-01-30,2017-01-31,High,2017-01-26 20:39:00,2017-01-26 20:39:00
58371,DC-ORD-51837,2565,2017-01-26,PENDING_PAYMENT,563.95,2017-01-30,2017-01-29,Normal,2017-01-26 16:27:00,2017-01-26 16:27:00
58372,DC-ORD-51818,17279,2017-01-26,PENDING,951.0,2017-01-30,2017-01-30,Normal,2017-01-26 09:48:00,2017-01-26 09:48:00
58373,DC-ORD-51816,1560,2017-01-26,PENDING_PAYMENT,711.53,2017-01-30,2017-01-28,Normal,2017-01-26 09:06:00,2017-01-26 09:06:00
58374,DC-ORD-51814,9222,2017-01-26,COMPLETE,339.98,2017-01-27,2017-01-28,High,2017-01-26 08:24:00,2017-01-26 08:24:00
58375,DC-ORD-51809,122,2017-01-26,ON_HOLD,335.98,2017-01-30,2017-01-31,High,2017-01-26 06:39:00,2017-01-26 06:39:00
58376,DC-ORD-51796,4392,2017-01-26,ON_HOLD,817.5,2017-01-27,2017-01-28,High,2017-01-26 02:05:00,2017-01-26 02:05:00
58377,DC-ORD-51785,13846,2017-01-25,PROCESSING,1111.42,2017-01-29,2017-01-31,High,2017-01-25 22:14:00,2017-01-25 22:14:00
58378,DC-ORD-51774,17748,2017-01-25,COMPLETE,391.98,2017-01-29,2017-01-30,High,2017-01-25 18:23:00,2017-01-25 18:23:00
58379,DC-ORD-51755,9272,2017-01-25,PENDING_PAYMENT,371.98,2017-01-29,2017-01-31,High,2017-01-25 11:43:00,2017-01-25 11:43:00
58380,DC-ORD-51703,6473,2017-01-24,ON_HOLD,299.99,2017-01-28,2017-01-28,Normal,2017-01-24 17:30:00,2017-01-24 17:30:00
58381,DC-ORD-51701,8142,2017-01-24,COMPLETE,395.98,2017-01-28,2017-01-26,Normal,2017-01-24 16:48:00,2017-01-24 16:48:00
58382,DC-ORD-51689,8307,2017-01-24,PROCESSING,888.89,2017-01-28,2017-01-29,High,2017-01-24 12:36:00,2017-01-24 12:36:00
58383,DC-ORD-51681,15806,2017-01-24,PENDING_PAYMENT,379.98,2017-01-28,2017-01-26,Normal,2017-01-24 09:48:00,2017-01-24 09:48:00
58384,DC-ORD-51586,2116,2017-01-23,COMPLETE,761.22,2017-01-27,2017-01-25,Normal,2017-01-23 00:31:00,2017-01-23 00:31:00
58385,DC-ORD-51583,15801,2017-01-22,COMPLETE,839.54,2017-01-26,2017-01-26,Normal,2017-01-22 23:28:00,2017-01-22 23:28:00
58386,DC-ORD-51566,13834,2017-01-22,PENDING_PAYMENT,562.76,2017-01-26,2017-01-24,Normal,2017-01-22 17:30:00,2017-01-22 17:30:00
58387,DC-ORD-51527,5133,2017-01-22,PENDING_PAYMENT,299.99,2017-01-24,2017-01-25,High,2017-01-22 03:51:00,2017-01-22 03:51:00
58388,DC-ORD-51483,9299,2017-01-21,PENDING_PAYMENT,359.98,2017-01-23,2017-01-25,High,2017-01-21 12:26:00,2017-01-21 12:26:00
58389,DC-ORD-51475,4137,2017-01-21,COMPLETE,635.46,2017-01-25,2017-01-27,High,2017-01-21 09:38:00,2017-01-21 09:38:00
58390,DC-ORD-51449,13893,2017-01-21,PENDING_PAYMENT,327.98,2017-01-25,2017-01-26,High,2017-01-21 00:31:00,2017-01-21 00:31:00
58391,DC-ORD-51433,8726,2017-01-20,CLOSED,1343.87,2017-01-24,2017-01-24,Normal,2017-01-20 18:55:00,2017-01-20 18:55:00
58392,DC-ORD-51406,1561,2017-01-20,PENDING,339.98,2017-01-24,2017-01-22,Normal,2017-01-20 09:27:00,2017-01-20 09:27:00
58393,DC-ORD-51403,2234,2017-01-20,COMPLETE,331.98,2017-01-22,2017-01-24,High,2017-01-20 08:24:00,2017-01-20 08:24:00
58394,DC-ORD-51398,547,2017-01-20,COMPLETE,327.98,2017-01-24,2017-01-24,Normal,2017-01-20 06:39:00,2017-01-20 06:39:00
58395,DC-ORD-51367,9416,2017-01-19,PENDING_PAYMENT,391.98,2017-01-23,2017-01-22,Normal,2017-01-19 19:47:00,2017-01-19 19:47:00
58396,DC-ORD-51354,7118,2017-01-19,COMPLETE,383.98,2017-01-23,2017-01-24,High,2017-01-19 15:14:00,2017-01-19 15:14:00
58397,DC-ORD-51342,12869,2017-01-19,COMPLETE,1170.01,2017-01-23,2017-01-22,Normal,2017-01-19 11:02:00,2017-01-19 11:02:00
58398,DC-ORD-51325,6478,2017-01-19,PENDING,1242.49,2017-01-23,2017-01-25,High,2017-01-19 05:05:00,2017-01-19 05:05:00
58399,DC-ORD-51297,13697,2017-01-18,PENDING,774.83,2017-01-20,2017-01-21,High,2017-01-18 19:16:00,2017-01-18 19:16:00
58400,DC-ORD-51276,13544,2017-01-18,PENDING_PAYMENT,675.44,2017-01-22,2017-01-20,Normal,2017-01-18 11:54:00,2017-01-18 11:54:00
58401,DC-ORD-51274,1549,2017-01-18,CLOSED,946.09,2017-01-20,2017-01-23,High,2017-01-18 11:12:00,2017-01-18 11:12:00
58402,DC-ORD-51244,14707,2017-01-18,COMPLETE,339.98,2017-01-22,2017-01-23,High,2017-01-18 00:42:00,2017-01-18 00:42:00
58403,DC-ORD-51243,2689,2017-01-18,PROCESSING,1147.91,2017-01-22,2017-01-22,Normal,2017-01-18 00:21:00,2017-01-18 00:21:00
58404,DC-ORD-51237,6471,2017-01-17,CLOSED,372.98,2017-01-21,2017-01-20,Normal,2017-01-17 22:15:00,2017-01-17 22:15:00
58405,DC-ORD-51223,4383,2017-01-17,PENDING,1207.85,2017-01-17,2017-01-18,High,2017-01-17 17:20:00,2017-01-17 17:20:00
58406,DC-ORD-51214,7280,2017-01-17,PENDING,771.96,2017-01-18,2017-01-19,High,2017-01-17 14:11:00,2017-01-17 14:11:00
58407,DC-ORD-51178,15588,2017-01-17,SUSPECTED_FRAUD,446.47,2017-01-21,2017-01-21,Normal,2017-01-17 01:34:00,2017-01-17 01:34:00
58408,DC-ORD-51142,6072,2017-01-16,COMPLETE,482.93,2017-01-17,2017-01-18,High,2017-01-16 12:58:00,2017-01-16 12:58:00
58409,DC-ORD-51126,7677,2017-01-16,COMPLETE,735.96,2017-01-20,2017-01-18,Normal,2017-01-16 07:21:00,2017-01-16 07:21:00
58410,DC-ORD-51121,9756,2017-01-16,ON_HOLD,351.98,2017-01-20,2017-01-18,Normal,2017-01-16 05:36:00,2017-01-16 05:36:00
58411,DC-ORD-51106,10333,2017-01-16,PENDING_PAYMENT,574.96,2017-01-18,2017-01-18,Normal,2017-01-16 00:21:00,2017-01-16 00:21:00
58412,DC-ORD-51060,8138,2017-01-15,COMPLETE,779.69,2017-01-15,2017-01-15,Normal,2017-01-15 08:14:00,2017-01-15 08:14:00
58413,DC-ORD-51046,12843,2017-01-15,COMPLETE,379.98,2017-01-17,2017-01-17,Normal,2017-01-15 03:20:00,2017-01-15 03:20:00
58414,DC-ORD-51029,2256,2017-01-14,PENDING,904.96,2017-01-15,2017-01-16,High,2017-01-14 21:22:00,2017-01-14 21:22:00
58415,DC-ORD-50939,17446,2017-01-13,PENDING_PAYMENT,395.98,2017-01-17,2017-01-18,High,2017-01-13 13:51:00,2017-01-13 13:51:00
58416,DC-ORD-50863,8703,2017-01-12,PENDING,1415.7,2017-01-13,2017-01-14,High,2017-01-12 11:13:00,2017-01-12 11:13:00
58417,DC-ORD-50861,19098,2017-01-12,COMPLETE,463.56,2017-01-16,2017-01-14,Normal,2017-01-12 10:31:00,2017-01-12 10:31:00
58418,DC-ORD-50788,10042,2017-01-11,PENDING,371.98,2017-01-12,2017-01-13,High,2017-01-11 08:56:00,2017-01-11 08:56:00
58419,DC-ORD-50783,8592,2017-01-11,SUSPECTED_FRAUD,1183.83,2017-01-15,2017-01-15,Normal,2017-01-11 07:11:00,2017-01-11 07:11:00
58420,DC-ORD-50740,15545,2017-01-10,SUSPECTED_FRAUD,319.98,2017-01-14,2017-01-16,Normal,2017-01-10 16:07:00,2017-01-10 16:07:00
