id,po_number,vendor_id,amount,status,order_date,expected_delivery,actual_delivery,pr_id,pr_number,created_at,approved_at,received_at,category,department,created_by
54461,DC-PO-50535,VND0000003,362.02,Received,2017-01-07,2017-01-11,2017-01-13,,,2017-01-07 16:18:00,2017-01-07 16:18:00,2017-01-13,Men's Footwear,Apparel,
54462,DC-PO-70338,VND0000003,337.46,Received,2017-10-23,2017-10-27,2017-10-27,,,2017-10-23 18:11:00,2017-10-23 18:11:00,2017-10-27,Children's Clothing,Apparel,
54463,DC-PO-66210,VND0000002,647.15,Received,2017-08-24,2017-08-28,2017-08-30,,,2017-08-24 11:57:00,2017-08-24 11:57:00,2017-08-30,Men's Footwear,Apparel,
54464,DC-PO-70158,VND0000003,337.46,Received,2017-10-21,2017-10-25,2017-10-25,,,2017-10-21 03:07:00,2017-10-21 03:07:00,2017-10-25,Children's Clothing,Apparel,
54465,DC-PO-71158,VND0000003,436.1,Received,2017-11-04,2017-11-08,2017-11-08,,,2017-11-04 17:28:00,2017-11-04 17:28:00,2017-11-08,Crafts,Apparel,
54466,DC-PO-66371,VND0000003,605.77,Received,2017-08-26,2017-08-30,2017-08-28,,,2017-08-26 20:22:00,2017-08-26 20:22:00,2017-08-28,Men's Footwear,Apparel,
54467,DC-PO-62166,VND0000005,1319.61,Received,2017-06-26,2017-06-30,2017-06-28,,,2017-06-26 11:10:00,2017-06-26 11:10:00,2017-06-28,Men's Footwear,Apparel,
54468,DC-PO-70463,VND0000003,332.1,Received,2017-10-25,2017-10-29,2017-10-29,,,2017-10-25 13:58:00,2017-10-25 13:58:00,2017-10-29,Children's Clothing,Apparel,
54469,DC-PO-62196,VND0000005,976.25,Received,2017-06-26,2017-06-30,2017-06-28,,,2017-06-26 21:40:00,2017-06-26 21:40:00,2017-06-28,Cleats,Apparel,
54470,DC-PO-18797,VND0000005,1142.57,Received,2015-10-02,2015-10-06,2015-10-05,,,2015-10-02 09:04:00,2015-10-02 09:04:00,2015-10-05,Men's Footwear,Apparel,
54471,DC-PO-18497,VND0000002,891.75,Received,2015-09-27,2015-10-01,2015-09-30,,,2015-09-27 23:58:00,2015-09-27 23:58:00,2015-09-30,Men's Footwear,Apparel,
54472,DC-PO-45341,VND0000002,294.25,Received,2016-10-23,2016-10-27,2016-10-25,,,2016-10-23 20:37:00,2016-10-23 20:37:00,2016-10-25,Men's Footwear,Apparel,
54473,DC-PO-43719,VND0000005,662.77,Received,2016-09-30,2016-10-04,2016-10-05,,,2016-09-30 04:21:00,2016-09-30 04:21:00,2016-10-05,Men's Footwear,Apparel,
54474,DC-PO-13055,VND0000005,982.92,Received,2015-07-10,2015-07-14,2015-07-16,,,2015-07-10 13:23:00,2015-07-10 13:23:00,2015-07-16,Men's Footwear,Apparel,
54475,DC-PO-69273,VND0000003,53.76,Received,2017-10-08,2017-10-12,2017-10-12,,,2017-10-08 05:04:00,2017-10-08 05:04:00,2017-10-12,Baby,Apparel,
54476,DC-PO-61815,VND0000005,1209.71,Received,2017-06-21,2017-06-25,2017-06-27,,,2017-06-21 08:11:00,2017-06-21 08:11:00,2017-06-27,Men's Footwear,Apparel,
54477,DC-PO-18557,VND0000003,118.29,Received,2015-09-28,2015-10-02,2015-10-01,,,2015-09-28 20:59:00,2015-09-28 20:59:00,2015-10-01,Men's Footwear,Apparel,
54478,DC-PO-14865,VND0000005,606.55,Received,2015-08-05,2015-08-09,2015-08-11,,,2015-08-05 23:31:00,2015-08-05 23:31:00,2015-08-11,Cleats,Apparel,
54479,DC-PO-71300,VND0000003,419.95,Received,2017-11-06,2017-11-10,2017-11-12,,,2017-11-06 19:12:00,2017-11-06 19:12:00,2017-11-12,Crafts,Apparel,
54480,DC-PO-63467,VND0000003,231.38,Received,2017-07-15,2017-07-19,2017-07-18,,,2017-07-15 10:58:00,2017-07-15 10:58:00,2017-07-18,Men's Footwear,Apparel,
54481,DC-PO-70101,VND0000003,321.39,Received,2017-10-20,2017-10-24,2017-10-22,,,2017-10-20 07:09:00,2017-10-20 07:09:00,2017-10-22,Children's Clothing,Apparel,
54482,DC-PO-70011,VND0000003,321.39,Received,2017-10-18,2017-10-22,2017-10-20,,,2017-10-18 23:37:00,2017-10-18 23:37:00,2017-10-20,Children's Clothing,Apparel,
54483,DC-PO-62353,VND0000003,327.38,Received,2017-06-29,2017-07-03,2017-07-03,,,2017-06-29 04:40:00,2017-06-29 04:40:00,2017-07-03,Men's Footwear,Apparel,
54484,DC-PO-62436,VND0000002,405.53,Received,2017-06-30,2017-07-04,2017-07-02,,,2017-06-30 09:45:00,2017-06-30 09:45:00,2017-07-02,Men's Footwear,Apparel,
54485,DC-PO-69253,VND0000003,51.99,Received,2017-10-07,2017-10-11,2017-10-11,,,2017-10-07 22:03:00,2017-10-07 22:03:00,2017-10-11,Baby,Apparel,
54486,DC-PO-70496,VND0000003,314.25,Received,2017-10-26,2017-10-30,2017-10-28,,,2017-10-26 01:32:00,2017-10-26 01:32:00,2017-10-28,Children's Clothing,Apparel,
54487,DC-PO-17700,VND0000002,251.96,Received,2015-09-16,2015-09-20,2015-09-22,,,2015-09-16 08:44:00,2015-09-16 08:44:00,2015-09-22,Cleats,Apparel,
54488,DC-PO-15156,VND0000003,194.36,Received,2015-08-10,2015-08-14,2015-08-12,,,2015-08-10 05:28:00,2015-08-10 05:28:00,2015-08-12,Men's Footwear,Apparel,
54489,DC-PO-47868,VND0000002,381.14,Received,2016-11-29,2016-12-03,2016-12-03,,,2016-11-29 17:56:00,2016-11-29 17:56:00,2016-12-03,Cleats,Apparel,
54490,DC-PO-47102,VND0000003,313.54,Received,2016-11-18,2016-11-22,2016-11-21,,,2016-11-18 13:34:00,2016-11-18 13:34:00,2016-11-21,Men's Footwear,Apparel,
54491,DC-PO-43462,VND0000005,816.45,Received,2016-09-26,2016-09-30,2016-09-29,,,2016-09-26 10:19:00,2016-09-26 10:19:00,2016-09-29,Men's Footwear,Apparel,
54492,DC-PO-14848,VND0000002,339.51,Received,2015-08-05,2015-08-09,2015-08-09,,,2015-08-05 17:33:00,2015-08-05 17:33:00,2015-08-09,Cleats,Apparel,
54493,DC-PO-66309,VND0000003,198.09,Received,2017-08-25,2017-08-29,2017-08-30,,,2017-08-25 22:38:00,2017-08-25 22:38:00,2017-08-30,Men's Footwear,Apparel,
54494,DC-PO-17980,VND0000003,113.09,Received,2015-09-20,2015-09-24,2015-09-26,,,2015-09-20 10:50:00,2015-09-20 10:50:00,2015-09-26,Men's Footwear,Apparel,
54495,DC-PO-16930,VND0000005,477.03,Received,2015-09-05,2015-09-09,2015-09-11,,,2015-09-05 02:58:00,2015-09-05 02:58:00,2015-09-11,Men's Footwear,Apparel,
54496,DC-PO-13480,VND0000003,755.07,Received,2015-07-16,2015-07-20,2015-07-22,,,2015-07-16 18:17:00,2015-07-16 18:17:00,2015-07-22,Men's Footwear,Apparel,
54497,DC-PO-67122,VND0000003,469.75,Received,2017-09-06,2017-09-10,2017-09-09,,,2017-09-06 19:28:00,2017-09-06 19:28:00,2017-09-09,Men's Footwear,Apparel,
54498,DC-PO-70351,VND0000003,310.68,Received,2017-10-23,2017-10-27,2017-10-25,,,2017-10-23 22:44:00,2017-10-23 22:44:00,2017-10-25,Children's Clothing,Apparel,
54499,DC-PO-13185,VND0000005,844.52,Received,2015-07-12,2015-07-16,2015-07-18,,,2015-07-12 10:56:00,2015-07-12 10:56:00,2015-07-18,Cleats,Apparel,
54500,DC-PO-14577,VND0000003,217.47,Received,2015-08-01,2015-08-05,2015-08-04,,,2015-08-01 18:37:00,2015-08-01 18:37:00,2015-08-04,Men's Footwear,Apparel,
54501,DC-PO-12985,VND0000005,789.05,Received,2015-07-09,2015-07-13,2015-07-15,,,2015-07-09 12:52:00,2015-07-09 12:52:00,2015-07-15,Men's Footwear,Apparel,
54502,DC-PO-11263,VND0000003,730.67,Received,2015-06-14,2015-06-18,2015-06-18,,,2015-06-14 09:34:00,2015-06-14 09:34:00,2015-06-18,Men's Footwear,Apparel,
54503,DC-PO-13500,VND0000005,1016.35,Received,2015-07-17,2015-07-21,2015-07-23,,,2015-07-17 01:18:00,2015-07-17 01:18:00,2015-07-23,Cleats,Apparel,
54504,DC-PO-20123,VND0000005,570.44,Received,2015-10-21,2015-10-25,2015-10-25,,,2015-10-21 17:37:00,2015-10-21 17:37:00,2015-10-25,Cleats,Apparel,
54505,DC-PO-19250,VND0000005,897.48,Received,2015-10-08,2015-10-12,2015-10-14,,,2015-10-08 23:46:00,2015-10-08 23:46:00,2015-10-14,Men's Footwear,Apparel,
54506,DC-PO-17500,VND0000005,398.46,Received,2015-09-13,2015-09-17,2015-09-19,,,2015-09-13 10:40:00,2015-09-13 10:40:00,2015-09-19,Men's Footwear,Apparel,
54507,DC-PO-14046,VND0000002,256.05,Received,2015-07-25,2015-07-29,2015-07-27,,,2015-07-25 00:35:00,2015-07-25 00:35:00,2015-07-27,Men's Footwear,Apparel,
54508,DC-PO-11138,VND0000003,685.03,Received,2015-06-12,2015-06-16,2015-06-16,,,2015-06-12 13:47:00,2015-06-12 13:47:00,2015-06-16,Men's Footwear,Apparel,
54509,DC-PO-46522,VND0000005,409.17,Received,2016-11-10,2016-11-14,2016-11-13,,,2016-11-10 02:22:00,2016-11-10 02:22:00,2016-11-13,Men's Footwear,Apparel,
54510,DC-PO-44151,VND0000005,548.17,Received,2016-10-06,2016-10-10,2016-10-08,,,2016-10-06 11:42:00,2016-10-06 11:42:00,2016-10-08,Men's Footwear,Apparel,
54511,DC-PO-42345,VND0000002,379.15,Received,2016-09-10,2016-09-14,2016-09-16,,,2016-09-10 02:59:00,2016-09-10 02:59:00,2016-09-16,Men's Footwear,Apparel,
54512,DC-PO-13655,VND0000003,109.19,Received,2015-07-19,2015-07-23,2015-07-25,,,2015-07-19 07:36:00,2015-07-19 07:36:00,2015-07-25,Men's Footwear,Apparel,
54513,DC-PO-18622,VND0000002,365.54,Received,2015-09-29,2015-10-03,2015-10-02,,,2015-09-29 19:45:00,2015-09-29 19:45:00,2015-10-02,Cleats,Apparel,
54514,DC-PO-19055,VND0000005,610.35,Received,2015-10-06,2015-10-10,2015-10-12,,,2015-10-06 03:27:00,2015-10-06 03:27:00,2015-10-12,Men's Footwear,Apparel,
54515,DC-PO-69196,VND0000003,49.63,Received,2017-10-07,2017-10-11,2017-10-09,,,2017-10-07 02:05:00,2017-10-07 02:05:00,2017-10-09,Baby,Apparel,
54516,DC-PO-66830,VND0000003,588.35,Received,2017-09-02,2017-09-06,2017-09-08,,,2017-09-02 13:10:00,2017-09-02 13:10:00,2017-09-08,Men's Footwear,Apparel,
54517,DC-PO-62634,VND0000002,260.35,Received,2017-07-03,2017-07-07,2017-07-08,,,2017-07-03 07:07:00,2017-07-03 07:07:00,2017-07-08,Men's Footwear,Apparel,
54518,DC-PO-61751,VND0000005,643.15,Received,2017-06-20,2017-06-24,2017-06-22,,,2017-06-20 09:46:00,2017-06-20 09:46:00,2017-06-22,Men's Footwear,Apparel,
54519,DC-PO-48708,VND0000005,683.75,Received,2016-12-12,2016-12-16,2016-12-16,,,2016-12-12 00:13:00,2016-12-12 00:13:00,2016-12-16,Cleats,Apparel,
54520,DC-PO-46106,VND0000005,816.84,Received,2016-11-04,2016-11-08,2016-11-06,,,2016-11-04 00:38:00,2016-11-04 00:38:00,2016-11-06,Men's Footwear,Apparel,
54521,DC-PO-17735,VND0000001,444.22,Received,2015-09-16,2015-09-20,2015-09-22,,,2015-09-16 21:00:00,2015-09-16 21:00:00,2015-09-22,Men's Footwear,Apparel,
54522,DC-PO-70168,VND0000003,296.39,Received,2017-10-21,2017-10-25,2017-10-25,,,2017-10-21 06:37:00,2017-10-21 06:37:00,2017-10-25,Children's Clothing,Apparel,
54523,DC-PO-10321,VND0000003,387.48,Received,2015-05-31,2015-06-04,2015-06-02,,,2015-05-31 15:33:00,2015-05-31 15:33:00,2015-06-02,Cleats,Apparel,
54524,DC-PO-68685,VND0000003,233.89,Received,2017-09-29,2017-10-03,2017-10-05,,,2017-09-29 15:03:00,2017-09-29 15:03:00,2017-10-05,Men's Footwear,Apparel,
54525,DC-PO-66664,VND0000005,694.42,Received,2017-08-31,2017-09-04,2017-09-05,,,2017-08-31 03:01:00,2017-08-31 03:01:00,2017-09-05,Men's Footwear,Apparel,
54526,DC-PO-16970,VND0000003,107.89,Received,2015-09-05,2015-09-09,2015-09-11,,,2015-09-05 16:59:00,2015-09-05 16:59:00,2015-09-11,Men's Footwear,Apparel,
54527,DC-PO-66391,VND0000003,106.59,Received,2017-08-27,2017-08-31,2017-08-29,,,2017-08-27 03:22:00,2017-08-27 03:22:00,2017-08-29,Men's Footwear,Apparel,
54528,DC-PO-71275,VND0000003,378.41,Received,2017-11-06,2017-11-10,2017-11-12,,,2017-11-06 10:27:00,2017-11-06 10:27:00,2017-11-12,Crafts,Apparel,
54529,DC-PO-62068,VND0000005,990.52,Received,2017-06-25,2017-06-29,2017-06-29,,,2017-06-25 00:50:00,2017-06-25 00:50:00,2017-06-29,Men's Footwear,Apparel,
54530,DC-PO-63451,VND0000003,103.99,Received,2017-07-15,2017-07-19,2017-07-17,,,2017-07-15 05:21:00,2017-07-15 05:21:00,2017-07-17,Men's Footwear,Apparel,
54531,DC-PO-69265,VND0000003,47.26,Received,2017-10-08,2017-10-12,2017-10-14,,,2017-10-08 02:15:00,2017-10-08 02:15:00,2017-10-14,Baby,Apparel,
54532,DC-PO-70418,VND0000003,285.68,Received,2017-10-24,2017-10-28,2017-10-28,,,2017-10-24 22:12:00,2017-10-24 22:12:00,2017-10-28,Children's Clothing,Apparel,
54533,DC-PO-71328,VND0000003,369.18,Received,2017-11-07,2017-11-11,2017-11-11,,,2017-11-07 05:01:00,2017-11-07 05:01:00,2017-11-11,Crafts,Apparel,
54534,DC-PO-71148,VND0000003,369.18,Received,2017-11-04,2017-11-08,2017-11-08,,,2017-11-04 13:57:00,2017-11-04 13:57:00,2017-11-08,Crafts,Apparel,
54535,DC-PO-17254,VND0000005,519.15,Received,2015-09-09,2015-09-13,2015-09-14,,,2015-09-09 20:29:00,2015-09-09 20:29:00,2015-09-14,Men's Footwear,Apparel,
54536,DC-PO-46260,VND0000002,44.99,Received,2016-11-06,2016-11-10,2016-11-12,,,2016-11-06 06:35:00,2016-11-06 06:35:00,2016-11-12,Cleats,Apparel,
54537,DC-PO-70435,VND0000003,267.83,Received,2017-10-25,2017-10-29,2017-10-31,,,2017-10-25 04:10:00,2017-10-25 04:10:00,2017-10-31,Children's Clothing,Apparel,
54538,DC-PO-68881,VND0000003,97.49,Received,2017-10-02,2017-10-06,2017-10-04,,,2017-10-02 11:43:00,2017-10-02 11:43:00,2017-10-04,Men's Footwear,Apparel,
54539,DC-PO-15981,VND0000005,525.08,Received,2015-08-22,2015-08-26,2015-08-24,,,2015-08-22 06:30:00,2015-08-22 06:30:00,2015-08-24,Women's Apparel,Golf,
54540,DC-PO-12710,VND0000002,252.44,Received,2015-07-05,2015-07-09,2015-07-11,,,2015-07-05 12:31:00,2015-07-05 12:31:00,2015-07-11,Women's Apparel,Golf,
54541,DC-PO-19710,VND0000002,29.4,Received,2015-10-15,2015-10-19,2015-10-21,,,2015-10-15 16:56:00,2015-10-15 16:56:00,2015-10-21,Shop By Sport,Golf,
54542,DC-PO-66651,VND0000002,139.56,Received,2017-08-30,2017-09-03,2017-09-01,,,2017-08-30 22:27:00,2017-08-30 22:27:00,2017-09-01,Shop By Sport,Golf,
54543,DC-PO-16030,VND0000005,802.5,Received,2015-08-22,2015-08-26,2015-08-28,,,2015-08-22 23:40:00,2015-08-22 23:40:00,2015-08-28,Shop By Sport,Golf,
54544,DC-PO-20189,VND0000002,576.57,Received,2015-10-22,2015-10-26,2015-10-27,,,2015-10-22 16:45:00,2015-10-22 16:45:00,2015-10-27,Shop By Sport,Golf,
54545,DC-PO-14517,VND0000005,344.98,Received,2015-07-31,2015-08-04,2015-08-03,,,2015-07-31 21:36:00,2015-07-31 21:36:00,2015-08-03,Women's Apparel,Golf,
54546,DC-PO-67140,VND0000003,48.0,Received,2017-09-07,2017-09-11,2017-09-13,,,2017-09-07 01:46:00,2017-09-07 01:46:00,2017-09-13,Women's Apparel,Golf,
54547,DC-PO-62238,VND0000005,572.97,Received,2017-06-27,2017-07-01,2017-07-01,,,2017-06-27 12:23:00,2017-06-27 12:23:00,2017-07-01,Women's Apparel,Golf,
54548,DC-PO-20232,VND0000002,335.95,Received,2015-10-23,2015-10-27,2015-10-26,,,2015-10-23 07:49:00,2015-10-23 07:49:00,2015-10-26,Women's Apparel,Golf,
54549,DC-PO-12360,VND0000002,407.45,Received,2015-06-30,2015-07-04,2015-07-06,,,2015-06-30 09:54:00,2015-06-30 09:54:00,2015-07-06,Women's Apparel,Golf,
54550,DC-PO-16766,VND0000003,82.29,Received,2015-09-02,2015-09-06,2015-09-04,,,2015-09-02 17:31:00,2015-09-02 17:31:00,2015-09-04,Women's Apparel,Golf,
54551,DC-PO-47071,VND0000005,622.85,Received,2016-11-18,2016-11-22,2016-11-20,,,2016-11-18 02:43:00,2016-11-18 02:43:00,2016-11-20,Women's Apparel,Golf,
54552,DC-PO-16278,VND0000002,37.19,Received,2015-08-26,2015-08-30,2015-08-30,,,2015-08-26 14:33:00,2015-08-26 14:33:00,2015-08-30,Shop By Sport,Golf,
54553,DC-PO-17210,VND0000003,177.49,Received,2015-09-09,2015-09-13,2015-09-15,,,2015-09-09 05:04:00,2015-09-09 05:04:00,2015-09-15,Women's Apparel,Golf,
54554,DC-PO-64020,VND0000005,622.33,Received,2017-07-23,2017-07-27,2017-07-29,,,2017-07-23 12:42:00,2017-07-23 12:42:00,2017-07-29,Shop By Sport,Golf,
54555,DC-PO-66494,VND0000005,639.34,Received,2017-08-28,2017-09-01,2017-09-02,,,2017-08-28 15:27:00,2017-08-28 15:27:00,2017-09-02,Shop By Sport,Golf,
54556,DC-PO-12059,VND0000002,35.99,Received,2015-06-26,2015-06-30,2015-07-01,,,2015-06-26 00:27:00,2015-06-26 00:27:00,2015-07-01,Shop By Sport,Golf,
54557,DC-PO-10862,VND0000005,689.1,Received,2015-06-08,2015-06-12,2015-06-11,,,2015-06-08 13:05:00,2015-06-08 13:05:00,2015-06-11,Women's Apparel,Golf,
54558,DC-PO-14759,VND0000002,240.77,Received,2015-08-04,2015-08-08,2015-08-09,,,2015-08-04 10:23:00,2015-08-04 10:23:00,2015-08-09,Women's Apparel,Golf,
54559,DC-PO-50372,VND0000003,43.5,Received,2017-01-05,2017-01-09,2017-01-08,,,2017-01-05 07:12:00,2017-01-05 07:12:00,2017-01-08,Women's Apparel,Golf,
54560,DC-PO-48040,VND0000005,1199.31,Received,2016-12-02,2016-12-06,2016-12-08,,,2016-12-02 06:12:00,2016-12-02 06:12:00,2016-12-08,Women's Apparel,Golf,
54561,DC-PO-47606,VND0000003,234.46,Received,2016-11-25,2016-11-29,2016-11-27,,,2016-11-25 22:09:00,2016-11-25 22:09:00,2016-11-27,Women's Apparel,Golf,
54562,DC-PO-11849,VND0000003,37.5,Received,2015-06-22,2015-06-26,2015-06-27,,,2015-06-22 22:52:00,2015-06-22 22:52:00,2015-06-27,Women's Apparel,Golf,
54563,DC-PO-64708,VND0000005,906.92,Received,2017-08-02,2017-08-06,2017-08-06,,,2017-08-02 13:44:00,2017-08-02 13:44:00,2017-08-06,Trade-In,Outdoors,
54564,DC-PO-17723,VND0000001,39.83,Received,2015-09-16,2015-09-20,2015-09-20,,,2015-09-16 16:48:00,2015-09-16 16:48:00,2015-09-20,Electronics,Outdoors,
54565,DC-PO-15531,VND0000002,784.89,Received,2015-08-15,2015-08-19,2015-08-17,,,2015-08-15 16:51:00,2015-08-15 16:51:00,2015-08-17,Accessories,Outdoors,
54566,DC-PO-66864,VND0000005,487.96,Received,2017-09-03,2017-09-07,2017-09-08,,,2017-09-03 01:05:00,2017-09-03 01:05:00,2017-09-08,Camping & Hiking,Fan Shop,
54567,DC-PO-18411,VND0000005,683.93,Received,2015-09-26,2015-09-30,2015-09-28,,,2015-09-26 17:50:00,2015-09-26 17:50:00,2015-09-28,Camping & Hiking,Fan Shop,
54568,DC-PO-16975,VND0000005,412.44,Received,2015-09-05,2015-09-09,2015-09-11,,,2015-09-05 18:44:00,2015-09-05 18:44:00,2015-09-11,Camping & Hiking,Fan Shop,
54569,DC-PO-12378,VND0000005,386.95,Received,2015-06-30,2015-07-04,2015-07-04,,,2015-06-30 16:12:00,2015-06-30 16:12:00,2015-07-04,Camping & Hiking,Fan Shop,
54570,DC-PO-19508,VND0000005,711.11,Received,2015-10-12,2015-10-16,2015-10-16,,,2015-10-12 18:10:00,2015-10-12 18:10:00,2015-10-16,Camping & Hiking,Fan Shop,
54571,DC-PO-17191,VND0000005,792.31,Received,2015-09-08,2015-09-12,2015-09-10,,,2015-09-08 22:25:00,2015-09-08 22:25:00,2015-09-10,Fishing,Fan Shop,
54572,DC-PO-13931,VND0000005,751.92,Received,2015-07-23,2015-07-27,2015-07-25,,,2015-07-23 08:17:00,2015-07-23 08:17:00,2015-07-25,Fishing,Fan Shop,
54573,DC-PO-68658,VND0000005,296.98,Received,2017-09-29,2017-10-03,2017-10-03,,,2017-09-29 05:36:00,2017-09-29 05:36:00,2017-10-03,Camping & Hiking,Fan Shop,
54574,DC-PO-20248,VND0000005,501.51,Received,2015-10-23,2015-10-27,2015-10-27,,,2015-10-23 13:25:00,2015-10-23 13:25:00,2015-10-27,Camping & Hiking,Fan Shop,
54575,DC-PO-18259,VND0000005,1424.9,Received,2015-09-24,2015-09-28,2015-09-29,,,2015-09-24 12:35:00,2015-09-24 12:35:00,2015-09-29,Fishing,Fan Shop,
54576,DC-PO-10824,VND0000005,1291.04,Received,2015-06-07,2015-06-11,2015-06-12,,,2015-06-07 23:46:00,2015-06-07 23:46:00,2015-06-12,Fishing,Fan Shop,
54577,DC-PO-15570,VND0000005,391.98,Received,2015-08-16,2015-08-20,2015-08-22,,,2015-08-16 06:30:00,2015-08-16 06:30:00,2015-08-22,Fishing,Fan Shop,
54578,DC-PO-12756,VND0000005,391.98,Received,2015-07-06,2015-07-10,2015-07-08,,,2015-07-06 04:38:00,2015-07-06 04:38:00,2015-07-08,Fishing,Fan Shop,
54579,DC-PO-64103,VND0000005,872.94,Received,2017-07-24,2017-07-28,2017-07-28,,,2017-07-24 17:47:00,2017-07-24 17:47:00,2017-07-28,Camping & Hiking,Fan Shop,
54580,DC-PO-15616,VND0000005,926.52,Received,2015-08-16,2015-08-20,2015-08-18,,,2015-08-16 22:37:00,2015-08-16 22:37:00,2015-08-18,Camping & Hiking,Fan Shop,
54581,DC-PO-13460,VND0000005,293.98,Received,2015-07-16,2015-07-20,2015-07-22,,,2015-07-16 11:17:00,2015-07-16 11:17:00,2015-07-22,Camping & Hiking,Fan Shop,
54582,DC-PO-12812,VND0000005,898.94,Received,2015-07-07,2015-07-11,2015-07-10,,,2015-07-07 00:15:00,2015-07-07 00:15:00,2015-07-10,Fishing,Fan Shop,
54583,DC-PO-19071,VND0000002,689.31,Received,2015-10-06,2015-10-10,2015-10-08,,,2015-10-06 09:04:00,2015-10-06 09:04:00,2015-10-08,Camping & Hiking,Fan Shop,
54584,DC-PO-10815,VND0000005,387.98,Received,2015-06-07,2015-06-11,2015-06-13,,,2015-06-07 20:37:00,2015-06-07 20:37:00,2015-06-13,Fishing,Fan Shop,
54585,DC-PO-19992,VND0000005,367.96,Received,2015-10-19,2015-10-23,2015-10-22,,,2015-10-19 19:44:00,2015-10-19 19:44:00,2015-10-22,Camping & Hiking,Fan Shop,
54586,DC-PO-16916,VND0000005,287.98,Received,2015-09-04,2015-09-08,2015-09-06,,,2015-09-04 22:04:00,2015-09-04 22:04:00,2015-09-06,Camping & Hiking,Fan Shop,
54587,DC-PO-20133,VND0000005,519.95,Received,2015-10-21,2015-10-25,2015-10-25,,,2015-10-21 21:08:00,2015-10-21 21:08:00,2015-10-25,Fishing,Fan Shop,
54588,DC-PO-18706,VND0000005,1051.96,Received,2015-10-01,2015-10-05,2015-10-03,,,2015-10-01 01:11:00,2015-10-01 01:11:00,2015-10-03,Fishing,Fan Shop,
54589,DC-PO-10641,VND0000005,627.72,Received,2015-06-05,2015-06-09,2015-06-07,,,2015-06-05 07:39:00,2015-06-05 07:39:00,2015-06-07,Fishing,Fan Shop,
54590,DC-PO-13808,VND0000005,662.96,Received,2015-07-21,2015-07-25,2015-07-25,,,2015-07-21 13:12:00,2015-07-21 13:12:00,2015-07-25,Camping & Hiking,Fan Shop,
54591,DC-PO-15492,VND0000005,1021.89,Received,2015-08-15,2015-08-19,2015-08-18,,,2015-08-15 03:11:00,2015-08-15 03:11:00,2015-08-18,Fishing,Fan Shop,
54592,DC-PO-14825,VND0000002,1013.29,Received,2015-08-05,2015-08-09,2015-08-11,,,2015-08-05 09:30:00,2015-08-05 09:30:00,2015-08-11,Fishing,Fan Shop,
54593,DC-PO-15405,VND0000005,28.49,Received,2015-08-13,2015-08-17,2015-08-19,,,2015-08-13 20:42:00,2015-08-13 20:42:00,2015-08-19,Hunting & Shooting,Fan Shop,
54594,DC-PO-14866,VND0000005,283.48,Received,2015-08-05,2015-08-09,2015-08-07,,,2015-08-05 23:52:00,2015-08-05 23:52:00,2015-08-07,Camping & Hiking,Fan Shop,
54595,DC-PO-18852,VND0000005,641.96,Received,2015-10-03,2015-10-07,2015-10-06,,,2015-10-03 04:20:00,2015-10-03 04:20:00,2015-10-06,Fishing,Fan Shop,
54596,DC-PO-14687,VND0000005,850.39,Received,2015-08-03,2015-08-07,2015-08-06,,,2015-08-03 09:09:00,2015-08-03 09:09:00,2015-08-06,Fishing,Fan Shop,
54597,DC-PO-43937,VND0000005,434.14,Received,2016-10-03,2016-10-07,2016-10-06,,,2016-10-03 08:44:00,2016-10-03 08:44:00,2016-10-06,Camping & Hiking,Fan Shop,
54598,DC-PO-17014,VND0000005,491.95,Received,2015-09-06,2015-09-10,2015-09-11,,,2015-09-06 08:24:00,2015-09-06 08:24:00,2015-09-11,Fishing,Fan Shop,
54599,DC-PO-67512,VND0000005,451.75,Received,2017-09-12,2017-09-16,2017-09-15,,,2017-09-12 12:06:00,2017-09-12 12:06:00,2017-09-15,Camping & Hiking,Fan Shop,
54600,DC-PO-16379,VND0000005,278.98,Received,2015-08-28,2015-09-01,2015-09-02,,,2015-08-28 01:56:00,2015-08-28 01:56:00,2015-09-02,Camping & Hiking,Fan Shop,
54601,DC-PO-18552,VND0000005,496.48,Received,2015-09-28,2015-10-02,2015-10-01,,,2015-09-28 19:14:00,2015-09-28 19:14:00,2015-10-01,Fishing,Fan Shop,
54602,DC-PO-11157,VND0000005,1261.34,Received,2015-06-12,2015-06-16,2015-06-15,,,2015-06-12 20:26:00,2015-06-12 20:26:00,2015-06-15,Fishing,Fan Shop,
54603,DC-PO-45717,VND0000005,615.96,Received,2016-10-29,2016-11-02,2016-11-01,,,2016-10-29 08:21:00,2016-10-29 08:21:00,2016-11-01,Camping & Hiking,Fan Shop,
54604,DC-PO-11642,VND0000005,791.94,Received,2015-06-19,2015-06-23,2015-06-22,,,2015-06-19 22:21:00,2015-06-19 22:21:00,2015-06-22,Camping & Hiking,Fan Shop,
54605,DC-PO-15885,VND0000005,887.94,Received,2015-08-20,2015-08-24,2015-08-26,,,2015-08-20 20:52:00,2015-08-20 20:52:00,2015-08-26,Camping & Hiking,Fan Shop,
54606,DC-PO-13223,VND0000005,379.16,Received,2015-07-13,2015-07-17,2015-07-17,,,2015-07-13 00:15:00,2015-07-13 00:15:00,2015-07-17,Camping & Hiking,Fan Shop,
