id,invoice_no,vendor_name,product_name,quantity,department,creation_date,expiry_date,total_value,order_status,completed_units,production_status
580,INV6543,Sanford Group,Beta Gizmo Order,53,Finance,12-02-2022,18-09-2022,1700,Accepted by Vendor,59,Delivered
581,INV6543,Cormier LLC,Alpha Widget Order,45,HR,18-01-2022,25-10-2025,7300,Accepted by Vendor,87,Delivered
582,INV6547,Zboncak-Dickens,Alpha Widget Order,51,HR,02-03-2022,07-07-2022,9300,Accepted by Vendor,47,Delivered
583,INV8765,Schinner-Murphy,Gamma Thingamajig Order,20,Procurement,18-01-2022,25-05-2024,5200,Accepted by Vendor,19,Delivered
584,INV2190,Conn Inc,Epsilon Whatchamacallit Order,33,Management,20-03-2022,15-11-2024,9700,Accepted by Vendor,79,Delivered
585,INV4326,Armstrong-Kuvalis,Delta Doohickey Order,93,Management,12-02-2022,15-11-2024,8300,Accepted by Vendor,61,Delivered
586,INV6547,"Skiles, Orn and Ritchie",Epsilon Whatchamacallit Order,79,Software Develpoment,26-01-2022,25-03-2026,2100,Accepted by Vendor,52,Delivered
587,INV2109,Volkman LLC,Beta Gizmo Order,4,Procurement,27-02-2022,23-11-2022,7700,Accepted by Vendor,92,Delivered
588,INV6543,"Cole, Kling and Walsh",Beta Gizmo Order,40,Finance,29-03-2022,05-06-2023,4100,Accepted by Vendor,25,Delivered
589,INV8765,"Lakin, Murray and Sipes",Delta Doohickey Order,100,Finance,15-02-2022,18-02-2026,1500,Accepted by Vendor,14,Delivered
590,INV4326,"Keeling, Ruecker and Cormier",Epsilon Whatchamacallit Order,41,Cyber Security,17-01-2022,30-12-2022,5900,Accepted by Vendor,18,Delivered
591,INV4326,Schroeder Inc,Alpha Widget Order,77,HR,27-03-2022,05-08-2022,1900,Accepted by Vendor,22,Delivered
592,INV6543,Homenick-Cartwright,Delta Doohickey Order,21,Procurement,01-01-2022,30-12-2026,4300,Accepted by Vendor,48,Delivered
593,INV4567,Brekke-Bashirian,Alpha Widget Order,24,Network,13-03-2022,18-02-2026,2500,Accepted by Vendor,25,Delivered
594,INV4321,Haley Inc,Alpha Widget Order,69,Software Develpoment,10-02-2022,30-08-2023,1250,Accepted by Vendor,96,Delivered
595,INV2109,Jaskolski-Brekke,Alpha Widget Order,37,Network,25-02-2022,15-12-2026,8200,Accepted by Vendor,29,Delivered
596,INV8761,Robel Group,Gamma Thingamajig Order,71,Network,16-02-2022,10-12-2025,4000,Accepted by Vendor,52,Delivered
597,INV2190,Legros and Sons,Gamma Thingamajig Order,68,HR,26-02-2022,20-04-2022,7200,Accepted by Vendor,16,Delivered
598,INV8765,Rohan-Effertz,Beta Gizmo Order,84,Procurement,03-01-2022,05-06-2024,4700,Accepted by Vendor,97,Delivered
599,INV0981,Stroman Group,Beta Gizmo Order,31,Procurement,01-02-2022,22-03-2024,1050,Accepted by Vendor,6,Delivered
600,INV5678,Beier LLC,Beta Gizmo Order,52,Cyber Security,16-01-2022,05-09-2024,9800,Accepted by Vendor,47,Delivered
601,INV9876,"Frami, Tremblay and Moen",Epsilon Whatchamacallit Order,13,Management,26-02-2022,14-09-2023,1700,Accepted by Vendor,91,Delivered
602,INV6547,Hettinger-Turcotte,Gamma Thingamajig Order,44,Procurement,24-02-2022,25-05-2024,2200,Accepted by Vendor,47,Delivered
603,INV4321,"Graham, Klocko and Price",Beta Gizmo Order,14,Network,22-02-2022,05-10-2023,1800,Accepted by Vendor,10,Delivered
604,INV2109,Corwin Inc,Epsilon Whatchamacallit Order,63,Finance,20-02-2022,05-08-2022,1600,Accepted by Vendor,43,Delivered
605,INV4326,"Kirlin, Lindgren and Metz",Epsilon Whatchamacallit Order,81,Procurement,13-01-2022,10-12-2025,1250,Accepted by Vendor,88,Delivered
606,INV8765,"Funk, McKenzie and Bahringer",Epsilon Whatchamacallit Order,99,Network,30-03-2022,03-12-2026,8600,Accepted by Vendor,35,Delivered
607,INV3456,"Feil, Parisian and Smitham",Gamma Thingamajig Order,35,Management,19-01-2022,25-12-2026,1250,Accepted by Vendor,90,Delivered
608,INV9012,"Wehner, Nader and Gerlach",Alpha Widget Order,78,Procurement,26-03-2022,10-11-2023,5200,Accepted by Vendor,93,Delivered
609,INV2109,Ullrich-Fahey,Gamma Thingamajig Order,77,HR,20-02-2022,25-05-2024,7300,Accepted by Vendor,22,Delivered
610,INV8761,McCullough-Pollich,Beta Gizmo Order,29,Network,27-01-2022,25-05-2025,1325,Accepted by Vendor,25,Delivered
611,INV8765,Goodwin LLC,Delta Doohickey Order,70,Network,24-03-2022,10-01-2024,6800,Accepted by Vendor,49,Delivered
612,INV8765,Nader-Kemmer,Beta Gizmo Order,22,Cyber Security,07-02-2022,01-11-2025,9900,Accepted by Vendor,98,Delivered
613,INV4326,"Dickens, Moore and Swift",Gamma Thingamajig Order,17,Network,30-01-2022,15-08-2024,4900,Accepted by Vendor,66,Delivered
614,INV4321,Bins Inc,Epsilon Whatchamacallit Order,64,Management,06-01-2022,15-03-2022,8600,Accepted by Vendor,30,Delivered
615,INV0981,Kuhic-Tromp,Epsilon Whatchamacallit Order,58,Procurement,30-03-2022,15-11-2024,1400,Accepted by Vendor,34,Delivered
616,INV6547,O'Reilly LLC,Beta Gizmo Order,47,Network,14-03-2022,30-04-2026,7800,Accepted by Vendor,9,Delivered
617,INV8765,"Gutkowski, McGlynn and Hagenes",Beta Gizmo Order,31,HR,29-01-2022,05-10-2023,8500,Accepted by Vendor,20,Delivered
618,INV6789,Stoltenberg Inc,Beta Gizmo Order,10,Procurement,30-03-2022,05-01-2022,8500,Accepted by Vendor,63,Delivered
619,INV6789,Sauer and Sons,Alpha Widget Order,39,Cyber Security,29-01-2022,10-05-2026,8000,Accepted by Vendor,33,Delivered
620,INV6543,Will Inc,Delta Doohickey Order,15,HR,08-03-2022,20-05-2023,8100,Accepted by Vendor,39,Delivered
621,INV2109,"Deckow, Cartwright and Sawayn",Alpha Widget Order,47,Procurement,23-03-2022,10-03-2023,1800,Accepted by Vendor,51,Delivered
622,INV6547,Will and Sons,Delta Doohickey Order,37,Network,29-03-2022,15-08-2024,2500,Accepted by Vendor,92,Delivered
623,INV6543,McClure-Stoltenberg,Delta Doohickey Order,34,Cyber Security,22-01-2022,25-02-2023,1700,Accepted by Vendor,32,Delivered
624,INV4321,Klein-Jacobs,Delta Doohickey Order,31,Software Develpoment,11-01-2022,05-08-2022,5200,Accepted by Vendor,31,Delivered
625,INV2190,Homenick Group,Delta Doohickey Order,38,Management,27-01-2022,18-09-2022,5800,Accepted by Vendor,77,Delivered
626,INV2109,Morar-Mohr,Beta Gizmo Order,4,Cyber Security,26-03-2022,15-03-2025,3600,Accepted by Vendor,7,Delivered
627,INV8901,Dare LLC,Epsilon Whatchamacallit Order,75,Network,14-02-2022,25-05-2024,1400,Accepted by Vendor,88,Delivered
628,INV8765,Vandervort-Ryan,Epsilon Whatchamacallit Order,73,Finance,20-02-2022,05-01-2022,9700,Accepted by Vendor,98,Delivered
629,INV0981,Gerlach Group,Gamma Thingamajig Order,29,Finance,06-03-2022,10-12-2025,2000,Accepted by Vendor,75,Delivered
630,INV0987,Kulas-Corwin,Gamma Thingamajig Order,78,Network,05-02-2022,20-05-2023,7500,Accepted by Vendor,34,Delivered
631,INV0987,Waters-Swaniawski,Epsilon Whatchamacallit Order,39,Management,10-03-2022,15-12-2026,3400,Accepted by Vendor,47,Delivered
632,INV0987,Beier Inc,Gamma Thingamajig Order,50,HR,01-03-2022,30-06-2022,7500,Accepted by Vendor,32,Delivered
633,INV8901,Predovic Inc,Delta Doohickey Order,62,Software Develpoment,15-01-2022,30-06-2022,5400,Accepted by Vendor,43,Delivered
634,INV1234,Beahan-Abernathy,Alpha Widget Order,12,Management,09-01-2022,20-05-2023,7800,Accepted by Vendor,31,Delivered
635,INV0981,Kulas Group,Epsilon Whatchamacallit Order,9,Software Develpoment,30-01-2022,28-07-2023,8200,Accepted by Vendor,87,Delivered
636,INV6543,Howe-Bosco,Gamma Thingamajig Order,85,Software Develpoment,04-03-2022,28-07-2023,8100,Accepted by Vendor,36,Delivered
637,INV4321,Kulas-VonRueden,Epsilon Whatchamacallit Order,58,Management,15-02-2022,15-12-2026,3700,Accepted by Vendor,14,Delivered
638,INV8765,Tromp LLC,Alpha Widget Order,89,Cyber Security,01-01-2022,28-07-2023,7800,Accepted by Vendor,7,Delivered
639,INV8765,Bashirian-Koss,Delta Doohickey Order,45,HR,15-03-2022,15-08-2024,8200,Accepted by Vendor,46,Delivered
640,INV8761,"Deckow, Mitchell and Quigley",Alpha Widget Order,88,Cyber Security,19-02-2022,20-01-2025,2100,Accepted by Vendor,82,Delivered
641,INV2109,Lynch-Feil,Delta Doohickey Order,84,Management,21-01-2022,15-08-2024,4800,Accepted by Vendor,62,Delivered
642,INV0981,Bogisich LLC,Gamma Thingamajig Order,82,Finance,28-01-2022,03-12-2026,4400,Accepted by Vendor,18,Delivered
643,INV4321,Lueilwitz-Gulgowski,Beta Gizmo Order,44,Management,08-02-2022,05-06-2023,9800,Accepted by Vendor,15,Delivered
644,INV1234,Lynch-Zulauf,Gamma Thingamajig Order,31,Management,19-02-2022,25-12-2026,5400,Accepted by Vendor,11,Delivered
645,INV2109,Yundt LLC,Alpha Widget Order,41,Cyber Security,21-03-2022,05-06-2023,7100,Accepted by Vendor,5,Delivered
646,INV9876,Balistreri-Erdman,Beta Gizmo Order,25,Finance,06-02-2022,10-03-2023,5100,Accepted by Vendor,51,Delivered
647,INV0987,"Beahan, Quigley and Okuneva",Gamma Thingamajig Order,9,Software Develpoment,30-03-2022,30-12-2025,1325,Accepted by Vendor,33,Delivered
648,INV6543,"Dibbert, Wehner and Krajcik",Epsilon Whatchamacallit Order,12,Procurement,24-01-2022,05-10-2023,2600,Accepted by Vendor,6,Delivered
649,INV0981,"Nienow, Huels and Bode",Alpha Widget Order,18,Software Develpoment,14-01-2022,05-06-2023,9900,Accepted by Vendor,9,Delivered
650,INV8765,Will-Ratke,Delta Doohickey Order,50,Finance,16-02-2022,15-03-2022,1400,Accepted by Vendor,75,Delivered
651,INV4326,Connelly and Sons,Delta Doohickey Order,45,Finance,01-02-2022,15-10-2022,1250,Accepted by Vendor,3,Delivered
652,INV8761,"Quigley, Romaguera and Ledner",Epsilon Whatchamacallit Order,38,Network,29-01-2022,05-08-2022,2000,Accepted by Vendor,59,Delivered
653,INV6547,Kuhic-Deckow,Epsilon Whatchamacallit Order,63,Procurement,26-03-2022,20-11-2026,5400,Accepted by Vendor,96,Delivered
654,INV6543,Senger-Blick,Epsilon Whatchamacallit Order,83,HR,05-03-2022,25-05-2025,2800,Accepted by Vendor,47,Delivered
655,INV8761,"Paucek, Howe and Wyman",Beta Gizmo Order,82,Cyber Security,07-01-2022,05-06-2023,8500,Accepted by Vendor,95,Delivered
656,INV1234,Lakin-Kulas,Delta Doohickey Order,69,Network,19-02-2022,30-12-2022,1550,Accepted by Vendor,34,Delivered
657,INV2109,"Zulauf, Powlowski and Torp",Delta Doohickey Order,37,HR,06-01-2022,20-12-2023,8600,Accepted by Vendor,11,Delivered
658,INV0981,"Lesch, Weimann and Bauch",Epsilon Whatchamacallit Order,93,Software Develpoment,19-03-2022,18-09-2022,6400,Accepted by Vendor,85,Delivered
659,INV4326,Luettgen-Schumm,Gamma Thingamajig Order,74,Finance,06-02-2022,05-08-2022,5100,Accepted by Vendor,82,Delivered
660,INV6547,"Daugherty, Breitenberg and Daugherty",Beta Gizmo Order,85,Cyber Security,16-03-2022,05-08-2022,6900,Accepted by Vendor,5,Delivered
661,INV8761,"Hintz, Hegmann and Kohler",Beta Gizmo Order,100,HR,12-02-2022,29-11-2025,6700,Accepted by Vendor,18,Delivered
662,INV6543,Kunze-Hoeger,Beta Gizmo Order,94,HR,29-03-2022,15-08-2024,1400,Accepted by Vendor,10,Delivered
663,INV6547,Robel-Runolfsdottir,Epsilon Whatchamacallit Order,46,Management,25-03-2022,22-03-2024,8800,Accepted by Vendor,42,Delivered
664,INV4326,Hermann LLC,Epsilon Whatchamacallit Order,81,Network,20-03-2022,05-06-2023,8400,Accepted by Vendor,74,Delivered
665,INV0987,"Larson, Stiedemann and Bergstrom",Epsilon Whatchamacallit Order,10,Cyber Security,15-02-2022,12-05-2022,1050,Accepted by Vendor,100,Delivered
666,INV5678,"Blick, Marks and Kuhic",Alpha Widget Order,64,Network,27-02-2022,15-01-2023,4100,Accepted by Vendor,25,Delivered
667,INV2109,Kshlerin LLC,Delta Doohickey Order,57,Cyber Security,30-03-2022,10-05-2026,10000,Accepted by Vendor,50,Delivered
668,INV6547,"Rolfson, Quitzon and Johns",Epsilon Whatchamacallit Order,12,Cyber Security,13-03-2022,30-01-2026,4400,Accepted by Vendor,84,Delivered
669,INV0981,Jacobs-Walter,Gamma Thingamajig Order,82,Network,08-02-2022,30-06-2022,4000,Accepted by Vendor,48,Delivered
670,INV2190,O'Connell LLC,Gamma Thingamajig Order,33,Network,10-02-2022,20-12-2024,1450,Accepted by Vendor,30,Delivered
671,INV5678,Gislason and Sons,Epsilon Whatchamacallit Order,65,Management,13-01-2022,25-05-2025,9000,Accepted by Vendor,63,Delivered
672,INV6543,Rowe LLC,Alpha Widget Order,56,HR,15-03-2022,20-12-2023,3600,Accepted by Vendor,90,Delivered
673,INV0981,Lesch and Sons,Delta Doohickey Order,66,Software Develpoment,20-03-2022,10-05-2026,4200,Accepted by Vendor,80,Delivered
674,INV0981,Herzog and Sons,Beta Gizmo Order,89,Cyber Security,02-01-2022,15-03-2022,1900,Accepted by Vendor,47,Delivered
675,INV8765,"Jast, Fay and Bashirian",Beta Gizmo Order,70,Software Develpoment,16-03-2022,20-01-2025,2500,Accepted by Vendor,9,Delivered
676,INV2190,Cremin-Lynch,Epsilon Whatchamacallit Order,19,Cyber Security,23-03-2022,30-08-2023,1800,Accepted by Vendor,70,Delivered
677,INV4326,Langworth Inc,Alpha Widget Order,34,Network,30-01-2022,18-02-2026,4700,Accepted by Vendor,92,Delivered
678,INV0981,"Marvin, Bashirian and Glover",Alpha Widget Order,25,Network,25-01-2022,15-03-2025,6500,Accepted by Vendor,30,Delivered
679,INV6547,Kreiger-Walker,Delta Doohickey Order,73,Cyber Security,28-01-2022,05-01-2022,9100,Accepted by Vendor,62,Delivered
680,INV2109,Lebsack-Moore,Gamma Thingamajig Order,64,Software Develpoment,27-01-2022,28-02-2025,6200,Accepted by Vendor,52,Delivered
681,INV2109,Effertz-Borer,Alpha Widget Order,59,HR,10-03-2022,30-08-2023,2700,Accepted by Vendor,63,Delivered
682,INV8765,"Kilback, Ratke and Carter",Epsilon Whatchamacallit Order,12,Finance,16-02-2022,20-05-2023,3200,Accepted by Vendor,60,Delivered
683,INV0987,"Yundt, Tremblay and Ward",Alpha Widget Order,75,Cyber Security,25-02-2022,30-06-2026,3000,Accepted by Vendor,12,Delivered
684,INV6547,"Dare, Thompson and Sawayn",Epsilon Whatchamacallit Order,15,Network,30-01-2022,10-07-2024,8300,Accepted by Vendor,92,Delivered
685,INV4567,Hahn-Roob,Epsilon Whatchamacallit Order,46,Cyber Security,02-01-2022,10-11-2023,1450,Accepted by Vendor,59,Delivered
686,INV0981,Murphy Inc,Gamma Thingamajig Order,17,Procurement,16-03-2022,10-07-2024,2200,Accepted by Vendor,62,Delivered
687,INV0981,"Nader, Raynor and Greenholt",Delta Doohickey Order,18,HR,23-01-2022,25-05-2025,1350,Accepted by Vendor,35,Delivered
688,INV0987,"Spinka, Kassulke and Cassin",Delta Doohickey Order,9,Finance,06-02-2022,15-08-2024,5800,Accepted by Vendor,91,Delivered
689,INV6547,Pfeffer-Cole,Delta Doohickey Order,38,Finance,07-02-2022,07-07-2022,6600,Accepted by Vendor,58,Delivered
690,INV0981,Bartoletti-Schroeder,Delta Doohickey Order,96,Network,18-01-2022,05-06-2023,4100,Accepted by Vendor,84,Delivered
691,INV2109,McDermott-Conn,Beta Gizmo Order,60,HR,01-03-2022,30-08-2023,7400,Accepted by Vendor,89,Delivered
692,INV4321,"Rogahn, Effertz and Hessel",Beta Gizmo Order,72,Finance,16-02-2022,15-08-2024,6400,Accepted by Vendor,54,Delivered
693,INV1234,"Emard, Kuphal and Buckridge",Gamma Thingamajig Order,10,Cyber Security,03-01-2022,15-12-2026,1225,Accepted by Vendor,3,Delivered
694,INV8765,"Koch, Blick and Crooks",Epsilon Whatchamacallit Order,92,Network,25-03-2022,05-08-2022,7500,Accepted by Vendor,93,Delivered
695,INV8765,"Morissette, McKenzie and Hand",Epsilon Whatchamacallit Order,61,Software Develpoment,28-02-2022,25-03-2026,6900,Accepted by Vendor,68,Delivered
696,INV0987,Schoen Inc,Delta Doohickey Order,27,Finance,06-01-2022,05-08-2022,4200,Accepted by Vendor,12,Delivered
697,INV4321,Rosenbaum-Lemke,Alpha Widget Order,28,Cyber Security,01-02-2022,03-12-2026,4900,Accepted by Vendor,81,Delivered
698,INV4326,Johnson and Sons,Beta Gizmo Order,96,HR,01-02-2022,25-02-2023,2900,Accepted by Vendor,70,Delivered
699,INV0981,Towne-Yost,Beta Gizmo Order,94,Finance,10-02-2022,15-11-2024,2700,Accepted by Vendor,98,Delivered
700,INV8901,"O'Hara, Gusikowski and Wiza",Epsilon Whatchamacallit Order,16,Network,22-01-2022,30-04-2026,5000,Accepted by Vendor,15,Delivered
701,INV4321,Borer Inc,Beta Gizmo Order,47,Software Develpoment,13-03-2022,15-03-2022,9700,Accepted by Vendor,30,Delivered
702,INV4326,Deckow LLC,Gamma Thingamajig Order,25,HR,24-01-2022,05-09-2025,3900,Accepted by Vendor,22,Delivered
703,INV4321,Stracke Inc,Epsilon Whatchamacallit Order,33,Cyber Security,24-02-2022,10-03-2023,6300,Accepted by Vendor,50,Delivered
704,INV6547,Treutel-Gleason,Epsilon Whatchamacallit Order,96,Procurement,07-03-2022,20-12-2024,8900,Accepted by Vendor,47,Delivered
705,INV6547,Bosco LLC,Gamma Thingamajig Order,13,Network,30-03-2022,10-05-2026,1650,Accepted by Vendor,51,Delivered
706,INV4326,Schuster-Pouros,Beta Gizmo Order,74,Procurement,28-03-2022,30-06-2022,2300,Accepted by Vendor,92,Delivered
707,INV3456,Denesik LLC,Epsilon Whatchamacallit Order,99,Software Develpoment,25-03-2022,20-04-2022,2500,Accepted by Vendor,10,Delivered
708,INV0981,"Willms, Vandervort and Koepp",Delta Doohickey Order,50,Finance,04-02-2022,10-07-2024,1350,Accepted by Vendor,54,Delivered
709,INV6543,Wisoky-Schinner,Epsilon Whatchamacallit Order,31,Software Develpoment,14-01-2022,20-04-2022,6900,Accepted by Vendor,47,Delivered
710,INV6789,Nader-Volkman,Gamma Thingamajig Order,46,Management,25-02-2022,10-12-2025,9100,Accepted by Vendor,22,Delivered
711,INV8761,King and Sons,Gamma Thingamajig Order,26,Procurement,13-01-2022,18-02-2026,1225,Accepted by Vendor,30,Delivered
712,INV2190,Donnelly-Douglas,Beta Gizmo Order,18,Network,03-02-2022,10-07-2024,2600,Accepted by Vendor,90,Delivered
713,INV8765,Weissnat Group,Gamma Thingamajig Order,49,Finance,02-02-2022,05-09-2024,6800,Accepted by Vendor,86,Delivered
714,INV0987,"Schroeder, Kreiger and Muller",Beta Gizmo Order,52,Cyber Security,04-03-2022,15-11-2024,2000,Accepted by Vendor,59,Delivered
715,INV9012,Kunze-Hermann,Alpha Widget Order,58,HR,01-03-2022,05-10-2023,4500,Accepted by Vendor,9,Delivered
716,INV4321,Halvorson-Block,Gamma Thingamajig Order,43,Management,12-01-2022,20-12-2026,6000,Accepted by Vendor,48,Delivered
717,INV0987,"Blanda, Doyle and Blanda",Alpha Widget Order,42,Software Develpoment,09-03-2022,15-11-2024,5300,Accepted by Vendor,12,Delivered
718,INV6547,"Willms, Koepp and Kuhic",Beta Gizmo Order,23,Software Develpoment,08-01-2022,28-07-2023,5100,Accepted by Vendor,61,Delivered
719,INV6547,Bednar LLC,Gamma Thingamajig Order,30,HR,21-01-2022,15-08-2024,1350,Accepted by Vendor,48,Delivered
720,INV8761,"McGlynn, Hills and Pollich",Beta Gizmo Order,76,Cyber Security,04-01-2022,05-09-2025,7300,Accepted by Vendor,11,Delivered
721,INV0987,"Zulauf, Thompson and Reinger",Delta Doohickey Order,81,HR,02-02-2022,20-12-2026,2100,Accepted by Vendor,30,Delivered
722,INV4321,Tromp-Ward,Gamma Thingamajig Order,83,Cyber Security,20-02-2022,05-09-2024,3800,Accepted by Vendor,35,Delivered
723,INV0987,McGlynn and Sons,Beta Gizmo Order,66,Network,20-02-2022,20-12-2024,3600,Accepted by Vendor,85,Delivered
724,INV4326,Ruecker-Hagenes,Epsilon Whatchamacallit Order,100,Software Develpoment,19-01-2022,30-06-2026,1550,Accepted by Vendor,38,Delivered
725,INV0987,Murphy-Koepp,Beta Gizmo Order,94,HR,10-01-2022,30-01-2026,5200,Accepted by Vendor,13,Delivered
726,INV8765,Cremin Inc,Epsilon Whatchamacallit Order,69,Cyber Security,08-02-2022,28-07-2023,8700,Accepted by Vendor,80,Delivered
727,INV0981,Mosciski-Kohler,Gamma Thingamajig Order,92,HR,23-02-2022,25-12-2026,5600,Accepted by Vendor,40,Delivered
728,INV0981,Cronin Group,Beta Gizmo Order,45,HR,07-02-2022,10-02-2022,2200,Accepted by Vendor,40,Delivered
729,INV6543,"Schmitt, Wiza and Mann",Delta Doohickey Order,94,Procurement,07-03-2022,03-12-2026,6600,Accepted by Vendor,59,Delivered
730,INV8765,Braun-Thompson,Beta Gizmo Order,42,Network,01-02-2022,12-05-2022,4700,Accepted by Vendor,77,Delivered
731,INV4321,Streich-Kuhlman,Delta Doohickey Order,89,HR,04-01-2022,05-06-2023,5700,Accepted by Vendor,65,Delivered
732,INV9012,Bergstrom and Sons,Beta Gizmo Order,100,Finance,02-03-2022,07-07-2022,6800,Accepted by Vendor,92,Delivered
733,INV0981,"Tremblay, Lind and Ullrich",Delta Doohickey Order,41,Procurement,24-01-2022,30-06-2026,5100,Accepted by Vendor,57,Delivered
734,INV0987,Turcotte Inc,Beta Gizmo Order,69,Network,05-03-2022,15-11-2024,7000,Accepted by Vendor,25,Delivered
735,INV6547,Schuppe-Rosenbaum,Epsilon Whatchamacallit Order,72,Cyber Security,18-03-2022,15-03-2025,5400,Accepted by Vendor,89,Delivered
736,INV6543,"Rippin, Kuhlman and Rempel",Epsilon Whatchamacallit Order,6,Software Develpoment,11-02-2022,22-03-2024,3400,Accepted by Vendor,69,Delivered
737,INV4321,Braun-Hintz,Gamma Thingamajig Order,50,Procurement,23-02-2022,28-02-2025,8000,Accepted by Vendor,47,Delivered
738,INV8765,"Rolfson, Bauch and Jerde",Epsilon Whatchamacallit Order,96,Network,24-01-2022,25-05-2025,7700,Accepted by Vendor,53,Delivered
739,INV0981,Jacobi LLC,Beta Gizmo Order,15,Finance,27-03-2022,10-12-2025,6300,Accepted by Vendor,61,Delivered
740,INV8765,Homenick-Monahan,Gamma Thingamajig Order,67,Finance,10-01-2022,20-12-2024,1125,Accepted by Vendor,68,Delivered
741,INV6789,McLaughlin and Sons,Gamma Thingamajig Order,51,Network,11-03-2022,05-09-2024,7800,Accepted by Vendor,68,Delivered
742,INV2109,Mante and Sons,Gamma Thingamajig Order,5,Finance,12-02-2022,22-04-2025,7900,Accepted by Vendor,28,Delivered
743,INV0981,"Roob, Sawayn and Cormier",Epsilon Whatchamacallit Order,30,Management,28-03-2022,22-04-2025,1225,Accepted by Vendor,65,Delivered
744,INV0981,Rutherford LLC,Delta Doohickey Order,17,Cyber Security,24-03-2022,05-06-2023,9000,Accepted by Vendor,12,Delivered
745,INV8761,Hoppe-Predovic,Epsilon Whatchamacallit Order,14,Procurement,06-01-2022,20-11-2026,2300,Accepted by Vendor,14,Delivered
746,INV6547,Boyle-Goldner,Epsilon Whatchamacallit Order,94,Network,16-01-2022,05-06-2023,7100,Accepted by Vendor,22,Delivered
747,INV6543,Aufderhar Group,Gamma Thingamajig Order,33,Network,14-01-2022,10-03-2023,8800,Accepted by Vendor,3,Delivered
748,INV8765,"Dibbert, Harvey and Green",Alpha Widget Order,22,Software Develpoment,07-03-2022,25-12-2026,3000,Accepted by Vendor,48,Delivered
749,INV4326,Osinski Inc,Delta Doohickey Order,15,Finance,02-02-2022,15-12-2026,1750,Accepted by Vendor,33,Delivered
750,INV0981,"Willms, Emmerich and Altenwerth",Beta Gizmo Order,5,Network,16-02-2022,10-11-2023,1900,Accepted by Vendor,51,Delivered
751,INV0123,"O'Conner, Rogahn and Schneider",Alpha Widget Order,78,HR,19-01-2022,30-06-2026,5900,Accepted by Vendor,81,Delivered
752,INV4326,Feest and Sons,Epsilon Whatchamacallit Order,35,Management,16-02-2022,30-04-2026,2600,Accepted by Vendor,27,Delivered
753,INV0987,"Dooley, Grant and Wehner",Gamma Thingamajig Order,66,Management,17-02-2022,05-06-2023,3900,Accepted by Vendor,48,Delivered
754,INV2190,Raynor Group,Gamma Thingamajig Order,55,HR,19-02-2022,28-02-2025,3500,Accepted by Vendor,10,Delivered
755,INV8761,Schiller-Kihn,Delta Doohickey Order,33,Management,30-03-2022,10-03-2023,2700,Accepted by Vendor,70,Delivered
756,INV6543,"Herzog, Bernhard and Zulauf",Delta Doohickey Order,99,Software Develpoment,16-02-2022,05-09-2024,1750,Accepted by Vendor,65,Delivered
757,INV4321,Schumm Inc,Alpha Widget Order,89,Procurement,02-02-2022,05-09-2024,9500,Accepted by Vendor,83,Delivered
758,INV2190,"Konopelski, Funk and Deckow",Epsilon Whatchamacallit Order,60,HR,20-03-2022,18-04-2023,9600,Accepted by Vendor,56,Delivered
759,INV4567,Abbott Group,Epsilon Whatchamacallit Order,80,Software Develpoment,12-02-2022,10-07-2024,5800,Accepted by Vendor,70,Delivered
760,INV6543,Koelpin-Mann,Gamma Thingamajig Order,19,HR,12-03-2022,20-05-2023,4200,Accepted by Vendor,85,Delivered
761,INV8761,Klocko Group,Delta Doohickey Order,49,Cyber Security,03-02-2022,30-01-2026,6700,Accepted by Vendor,23,Delivered
762,INV8901,Maggio-Brekke,Gamma Thingamajig Order,5,Procurement,19-01-2022,15-03-2022,8600,Accepted by Vendor,37,Delivered
763,INV4321,"Collins, Gorczany and Ziemann",Gamma Thingamajig Order,25,Finance,23-02-2022,15-03-2025,6700,Accepted by Vendor,42,Delivered
764,INV4326,Yost and Sons,Epsilon Whatchamacallit Order,77,Cyber Security,22-01-2022,05-06-2023,1450,Accepted by Vendor,62,Delivered
765,INV2109,"Legros, Langworth and D'Amore",Gamma Thingamajig Order,73,Finance,02-03-2022,22-04-2025,1225,Accepted by Vendor,37,Delivered
766,INV8765,Tremblay-Fritsch,Epsilon Whatchamacallit Order,5,HR,03-02-2022,15-12-2026,1450,Accepted by Vendor,29,Delivered
767,INV0987,Towne and Sons,Beta Gizmo Order,57,Network,21-03-2022,30-12-2026,7000,Accepted by Vendor,80,Delivered
768,INV0981,Kuhn-Cronin,Epsilon Whatchamacallit Order,24,Network,17-01-2022,15-12-2026,5300,Accepted by Vendor,78,Delivered
769,INV4326,Jaskolski and Sons,Beta Gizmo Order,71,Procurement,20-01-2022,07-07-2022,4100,Accepted by Vendor,56,Delivered
770,INV4321,"Hackett, Bergnaum and Koepp",Beta Gizmo Order,52,HR,09-03-2022,25-05-2025,9800,Accepted by Vendor,79,Delivered
771,INV2109,"Stracke, Pouros and Crona",Epsilon Whatchamacallit Order,19,Software Develpoment,19-03-2022,30-12-2022,4900,Accepted by Vendor,85,Delivered
772,INV0981,Jacobs-Smith,Epsilon Whatchamacallit Order,54,Software Develpoment,28-01-2022,20-12-2024,5600,Accepted by Vendor,93,Delivered
773,INV2109,"Zulauf, Orn and Denesik",Delta Doohickey Order,47,HR,18-02-2022,12-05-2022,8000,Accepted by Vendor,80,Delivered
