id,vendorId,date,onTimeDeliveryPercent,qualityRating,responseTimeHours,issueResolutionDays,defectRatePercent,orderCompletionPercent
1526,64,2024-01-06,67,2.75,23,5,7.11,77
1527,1,2026-04-07,48,3.47,58,6,7.86,86
1528,68,2024-12-27,99,2.83,8,6,1.16,84
1529,33,2024-09-23,65,2.77,23,15,3.92,79
1530,9,2026-03-31,94,3.78,61,15,4.51,69
1531,26,2026-05-06,57,3.82,69,7,0.35,74
1532,41,2024-09-08,97,3.67,6,12,1.05,61
1533,53,2026-07-27,57,2.61,39,13,14.06,69
1534,28,2026-01-18,77,4.11,8,3,0.77,81
1535,7,2026-03-06,79,4.03,69,4,0.55,98
1536,36,2026-02-27,92,2.67,35,11,8.72,97
1537,56,2026-06-17,85,2.67,61,10,7.32,96
1538,63,2024-08-02,53,4.6,44,3,8.37,67
1539,47,2025-04-20,69,4.02,68,1,4.55,62
1540,27,2025-06-05,67,4.38,49,13,10.4,79
1541,2,2026-06-28,81,3.3,29,10,3.84,61
1542,44,2024-01-02,82,4.57,71,1,2.19,87
1543,22,2026-03-31,90,4.04,35,3,9.8,62
1544,30,2024-12-06,50,3.38,68,10,14.63,68
1545,67,2024-06-06,62,4.03,3,8,2.95,79
1546,6,2025-06-29,59,2.74,57,11,6.95,78
1547,56,2025-06-09,74,3.41,47,2,9.88,64
1548,55,2025-05-27,92,3.17,67,12,2.47,60
1549,67,2025-12-14,93,4.31,41,13,9.66,85
1550,66,2025-10-24,96,4.84,14,10,6.36,75
1551,99,2026-01-09,59,2.92,55,1,11.08,83
1552,71,2024-10-26,69,4.29,36,3,6.94,90
1553,67,2025-02-16,58,2.75,57,4,10.53,84
1554,24,2026-08-03,98,3.98,12,6,1.47,93
1555,98,2026-06-26,50,3.67,65,3,4.49,69
1556,49,2025-07-15,97,3.4,44,10,4.75,99
1557,76,2025-04-16,98,2.56,54,15,2.38,68
1558,93,2026-08-26,54,3.05,61,2,6.81,92
1559,75,2024-02-27,46,4.95,22,4,7.13,96
1560,5,2025-10-04,90,4.53,55,6,12.38,94
1561,82,2025-08-17,73,2.64,71,5,12.17,88
1562,42,2024-07-26,90,3.15,57,7,7.5,80
1563,76,2026-05-13,78,2.69,70,9,9.4,62
1564,58,2024-11-24,92,3.03,66,2,5.36,64
1565,64,2026-02-19,83,2.65,39,6,7.7,98
1566,92,2024-09-26,85,3.48,52,14,8.29,92
1567,71,2024-01-18,77,3.61,27,9,0.44,69
1568,88,2024-07-03,75,3.5,20,4,8.95,66
1569,15,2025-07-14,85,4.47,4,11,12.76,65
1570,70,2025-06-07,51,2.89,70,9,9.69,66
1571,99,2026-07-26,53,4.54,4,11,12.43,60
1572,52,2025-08-23,69,4.29,5,14,1.86,89
1573,17,2025-07-20,59,3.7,19,10,8.37,84
1574,78,2025-11-08,59,3.06,66,11,13.95,87
1575,39,2025-03-06,83,4.76,6,4,10.74,62
1576,63,2024-07-14,65,3.65,53,14,7.83,74
1577,44,2026-01-27,67,4.23,2,13,7.35,75
1578,13,2025-10-09,94,2.93,28,2,4.91,81
1579,6,2025-01-01,88,4.61,41,8,10.17,62
1580,17,2025-06-12,86,2.73,62,10,9.09,74
1581,36,2025-07-04,90,4.56,34,1,4.74,92
1582,27,2026-08-31,51,4.93,40,2,4.7,90
1583,7,2025-10-25,86,4.8,14,13,2.37,74
1584,42,2024-11-28,99,2.62,52,9,14.86,67
1585,81,2025-08-19,93,3.48,69,10,1.21,62
1586,82,2026-06-13,73,4.7,58,10,6.75,63
1587,19,2024-12-31,59,4.1,39,13,11.69,77
1588,55,2024-01-26,77,3.23,53,8,8.66,78
1589,98,2026-04-13,59,4.55,55,12,12.86,79
1590,3,2026-02-15,49,3.58,18,10,4.86,73
1591,64,2025-01-09,77,4.15,16,6,8.78,91
1592,58,2025-06-05,90,4.79,19,11,6.64,66
1593,51,2026-04-29,80,4.44,27,12,0.66,96
1594,12,2024-08-20,66,3.9,39,11,2.54,74
1595,23,2026-01-26,64,2.73,48,2,8.29,100
1596,33,2026-07-21,79,3.12,56,13,5.9,89
1597,27,2025-02-02,64,3.23,50,14,7.12,76
1598,23,2026-08-01,91,2.81,46,9,4.32,65
1599,81,2024-12-10,76,3.17,15,7,1.05,60
1600,2,2025-08-01,55,4.74,10,9,10.0,85
1601,71,2026-03-17,49,4.11,37,15,14.98,74
1602,98,2025-12-23,64,4.59,62,7,10.52,63
1603,76,2024-10-21,61,4.54,27,12,7.35,88
1604,4,2024-09-04,92,4.99,17,9,6.14,100
1605,26,2024-12-22,94,4.84,20,7,14.43,100
1606,96,2025-07-25,46,3.94,50,12,12.31,67
1607,25,2025-03-01,71,3.44,59,2,9.04,84
1608,53,2026-07-26,72,4.88,1,3,14.96,85
1609,31,2024-05-16,62,2.93,5,3,11.92,68
1610,88,2024-03-15,89,4.95,35,10,8.87,62
1611,27,2025-05-14,91,3.59,55,9,3.39,86
1612,46,2024-03-14,84,4.35,13,8,12.98,99
1613,42,2024-10-27,54,4.09,36,14,6.11,77
1614,4,2025-04-13,84,2.91,32,13,12.89,64
1615,39,2026-06-08,99,3.49,47,7,13.24,68
1616,49,2025-01-23,97,2.63,71,7,3.77,68
1617,28,2026-07-04,49,3.92,46,12,13.58,84
1618,79,2025-01-19,85,3.34,21,11,2.82,88
1619,34,2024-11-27,96,2.73,6,1,3.32,95
1620,1,2026-05-01,56,4.36,43,6,1.05,73
1621,35,2024-05-24,94,3.22,33,15,8.28,90
1622,24,2026-02-12,79,4.78,30,10,0.11,90
1623,31,2025-01-17,59,2.67,47,5,5.73,65
1624,88,2024-09-23,75,3.23,26,3,5.43,67
1625,90,2024-08-06,95,3.97,68,9,7.05,80
1626,9,2024-10-19,53,4.69,2,5,0.31,80
1627,32,2024-02-23,73,3.74,56,7,1.51,72
1628,90,2025-05-06,78,4.51,65,1,0.99,94
1629,32,2024-09-13,50,3.28,11,6,1.47,64
1630,30,2025-05-12,72,3.7,53,3,9.51,60
1631,71,2025-10-08,49,3.87,13,1,9.27,85
1632,68,2025-02-20,65,3.56,17,6,11.44,63
1633,83,2025-11-03,80,4.13,1,3,12.97,97
1634,26,2025-12-24,60,4.81,10,6,14.14,71
1635,96,2024-07-08,57,2.53,5,1,2.85,63
1636,65,2026-07-26,72,4.69,43,15,10.46,80
1637,18,2024-01-28,55,3.22,13,2,4.41,69
1638,52,2026-01-26,71,3.7,14,6,1.22,80
1639,76,2024-07-29,81,2.85,13,14,6.09,75
1640,95,2024-02-02,78,2.85,18,14,2.14,62
1641,41,2025-01-16,59,4.67,17,3,10.01,63
1642,49,2026-05-20,53,4.14,13,11,11.11,62
1643,10,2025-08-12,52,4.4,33,9,4.67,74
1644,13,2024-04-29,57,3.07,23,6,2.8,84
1645,28,2025-11-26,55,3.11,33,6,12.5,86
1646,37,2026-03-02,66,2.82,39,3,7.56,79
1647,39,2025-03-16,84,3.61,1,3,4.03,92
1648,55,2024-09-10,57,3.17,7,12,12.17,82
1649,56,2024-10-10,93,3.63,61,11,13.58,75
1650,85,2024-12-30,81,3.88,47,3,9.37,74
1651,52,2025-02-17,98,4.44,43,12,2.75,84
1652,48,2024-06-10,97,3.33,9,5,7.37,84
1653,48,2025-03-02,95,3.12,66,1,9.33,86
1654,39,2025-12-15,51,3.17,48,4,3.81,97
1655,48,2026-08-03,55,3.22,57,13,14.89,77
1656,98,2025-07-28,70,3.59,41,11,3.58,73
1657,75,2025-07-18,89,4.22,53,3,11.45,96
1658,44,2025-05-20,92,3.12,38,4,13.17,84
1659,76,2026-06-03,54,3.24,44,8,1.32,89
1660,83,2024-11-27,89,4.84,26,12,9.42,74
1661,35,2026-02-06,58,4.85,37,7,8.27,92
1662,55,2026-01-18,60,4.17,4,7,11.79,85
1663,69,2025-09-15,54,3.24,61,10,9.62,99
1664,97,2025-11-20,93,3.87,10,7,1.53,74
1665,65,2024-03-31,50,2.75,66,11,3.03,89
1666,4,2025-04-27,60,2.56,27,8,2.05,63
1667,89,2025-03-09,55,4.44,1,2,4.18,99
1668,62,2026-01-19,80,4.76,3,9,13.45,84
1669,36,2026-03-13,81,3.02,17,2,14.69,85
1670,26,2026-05-08,82,4.42,57,7,2.84,77
1671,19,2024-12-18,92,3.95,22,7,12.65,78
1672,97,2026-02-05,70,3.01,25,10,1.72,68
1673,75,2024-09-25,96,3.97,39,1,3.31,96
1674,65,2026-01-05,99,4.16,15,3,9.67,84
1675,38,2025-02-25,81,3.65,53,8,14.84,61
1676,88,2024-04-17,80,3.06,43,4,9.04,62
1677,50,2025-08-04,51,2.92,4,2,6.08,75
1678,78,2024-08-19,62,4.33,5,13,11.34,72
1679,30,2026-05-03,62,4.93,28,8,13.77,86
1680,62,2024-02-16,87,4.5,36,9,11.94,78
1681,73,2026-06-04,79,4.49,34,2,10.95,64
1682,56,2024-04-03,76,4.0,5,2,14.91,94
1683,14,2025-11-09,70,2.53,37,10,9.85,97
1684,85,2026-07-04,50,4.43,7,14,4.74,70
1685,5,2025-02-17,54,3.82,54,14,6.31,67
1686,70,2024-09-09,47,4.37,10,15,9.35,62
1687,38,2024-11-05,54,2.8,26,5,7.58,81
1688,71,2025-03-11,61,4.72,8,4,4.86,64
1689,8,2024-04-12,89,3.7,13,8,12.58,97
1690,27,2026-05-25,79,3.46,11,6,11.83,66
1691,90,2025-08-19,50,4.48,15,4,13.17,66
1692,88,2025-11-16,64,4.82,3,3,4.62,89
1693,1,2024-10-23,55,4.93,67,9,12.06,65
1694,12,2024-11-20,52,2.83,69,8,12.78,79
1695,18,2025-03-22,76,4.83,10,13,13.95,73
1696,61,2024-07-11,99,3.78,63,7,4.49,87
1697,78,2024-11-04,49,3.1,11,1,13.78,91
1698,79,2024-06-22,52,4.14,49,2,11.76,78
1699,32,2025-12-28,86,2.88,45,5,13.17,64
1700,31,2025-11-10,50,4.8,28,6,0.87,98
1701,56,2024-12-11,87,2.96,9,7,8.26,82
1702,22,2024-01-03,65,2.94,64,12,4.75,64
1703,18,2025-08-20,85,3.41,63,12,12.15,89
1704,70,2025-03-12,83,4.26,36,9,7.93,82
1705,50,2025-08-28,83,3.21,29,1,0.56,66
1706,81,2024-08-01,89,4.33,56,8,5.28,85
1707,47,2025-04-04,68,4.45,38,15,2.27,71
1708,82,2025-02-18,91,2.72,20,7,6.12,83
1709,47,2024-03-25,46,3.15,2,8,0.44,62
1710,38,2026-04-18,99,5.0,36,2,12.6,60
1711,49,2026-03-17,77,4.12,54,14,2.78,62
1712,90,2026-04-12,77,3.61,14,15,0.18,100
1713,53,2025-05-12,71,3.85,8,11,4.15,66
1714,18,2026-01-07,79,2.85,61,7,2.61,92
1715,15,2024-05-31,52,3.38,21,3,3.52,95
1716,24,2024-11-30,56,3.89,37,1,8.09,90
1717,20,2024-02-09,78,2.98,39,1,0.12,65
1718,93,2025-01-16,93,3.89,58,10,12.06,74
1719,14,2024-07-17,90,2.79,32,6,10.04,80
1720,41,2025-08-29,94,4.86,19,3,11.52,93
1721,17,2025-05-16,97,2.52,56,5,1.85,83
1722,72,2026-08-06,47,4.0,60,9,3.68,68
1723,70,2024-10-21,46,4.63,4,15,4.57,99
1724,92,2026-03-16,66,3.11,10,10,5.06,68
1725,98,2025-04-25,77,4.4,13,15,9.87,78
1726,72,2025-07-17,71,4.5,37,12,13.27,68
1727,5,2024-08-16,56,2.71,66,11,8.38,99
1728,3,2025-10-19,69,3.06,45,8,14.72,95
1729,91,2025-11-14,46,4.18,30,8,8.42,67
1730,19,2026-04-21,51,3.05,57,5,13.97,75
1731,93,2024-11-26,70,3.99,2,6,12.23,95
1732,45,2026-02-16,76,4.46,40,12,11.55,94
1733,36,2025-08-03,56,3.94,1,14,6.34,87
1734,82,2026-03-31,48,4.22,46,15,2.38,98
1735,70,2025-03-06,72,2.54,9,12,0.82,81
1736,59,2024-03-25,60,3.08,35,6,6.72,62
1737,52,2025-11-10,65,2.86,54,2,13.9,86
1738,72,2025-10-12,49,3.25,71,1,2.19,74
1739,3,2024-06-13,77,3.2,62,12,6.04,99
1740,82,2026-05-30,84,4.62,38,5,4.59,91
1741,24,2024-09-03,65,4.51,2,9,4.3,71
1742,96,2026-02-24,54,4.75,23,4,4.59,60
1743,5,2024-12-16,62,2.7,17,5,1.75,81
1744,32,2024-10-15,70,4.0,42,9,5.14,89
1745,75,2024-06-15,46,3.46,64,10,12.15,60
1746,36,2024-08-14,55,3.42,8,4,14.95,73
1747,85,2024-07-04,54,4.05,44,11,9.04,82
1748,29,2025-01-31,99,2.71,69,15,12.18,93
1749,29,2026-07-15,47,3.2,18,10,6.58,71
1750,89,2024-06-09,84,4.0,57,3,1.58,78
1751,77,2025-07-08,53,4.57,4,5,1.4,89
1752,99,2026-07-10,56,4.76,46,11,3.69,71
1753,52,2025-02-09,69,4.01,61,14,14.86,60
1754,29,2025-08-23,53,4.55,5,4,1.9,74
1755,21,2024-01-08,77,2.61,69,13,14.07,82
1756,24,2025-08-13,54,2.61,13,11,8.82,66
1757,31,2025-05-13,86,3.11,48,10,3.46,98
1758,11,2025-10-25,83,2.65,8,11,0.42,97
1759,44,2026-01-02,72,2.75,19,3,12.64,84
1760,92,2024-12-28,88,3.2,64,2,7.76,83
1761,77,2024-08-20,64,2.51,58,10,14.96,69
1762,1,2024-05-19,63,4.48,45,12,12.08,73
1763,96,2026-07-27,59,2.71,50,11,9.45,89
1764,69,2026-05-07,94,2.69,43,7,4.42,78
1765,32,2024-07-19,73,2.53,16,10,4.51,82
1766,87,2025-05-25,84,4.25,14,15,1.3,88
1767,55,2025-10-25,71,4.28,44,1,5.23,90
1768,98,2024-03-29,71,2.67,4,13,8.67,95
1769,90,2026-03-27,86,3.3,71,1,6.16,64
1770,93,2025-02-04,84,2.65,17,4,1.13,67
1771,62,2025-10-09,85,3.87,57,1,5.86,90
1772,55,2024-05-06,58,3.34,18,3,3.06,91
1773,70,2025-06-13,67,3.96,10,14,2.16,100
1774,93,2024-03-26,63,4.12,48,7,3.39,91
1775,11,2026-08-19,63,4.61,40,4,0.42,61
1776,96,2026-02-09,60,3.63,44,13,13.63,96
1777,69,2024-07-31,81,4.77,20,14,3.73,64
1778,19,2024-08-01,61,3.59,65,14,5.76,99
1779,17,2025-11-05,75,4.39,69,12,3.94,91
1780,71,2026-06-22,57,4.5,64,7,5.2,64
1781,44,2025-11-14,58,4.8,18,1,1.5,77
1782,4,2024-10-26,97,3.47,46,3,10.53,85
1783,24,2026-04-04,72,3.61,29,14,13.32,64
1784,19,2026-04-07,76,2.96,36,6,14.15,74
1785,32,2025-09-20,76,4.88,47,11,5.94,84
1786,61,2024-06-12,71,3.15,57,9,4.47,87
1787,22,2024-01-23,62,4.54,37,12,5.58,67
1788,40,2024-05-12,71,4.06,41,1,14.38,97
1789,73,2024-05-26,71,3.32,69,15,5.07,67
1790,87,2025-12-29,48,4.67,17,13,6.76,86
1791,64,2025-09-20,56,3.99,30,12,4.86,61
1792,57,2024-03-15,82,4.44,33,11,13.17,68
1793,17,2026-07-11,81,2.78,56,14,11.76,83
1794,1,2025-07-17,56,2.87,26,5,13.41,89
1795,89,2026-01-10,99,4.25,1,5,13.67,91
1796,73,2024-10-25,74,4.64,18,6,1.83,93
1797,90,2025-06-26,86,2.63,4,4,3.53,99
1798,18,2026-03-03,50,3.23,72,11,12.63,69
1799,32,2025-12-16,57,3.61,20,12,0.94,96
1800,91,2024-01-13,62,3.29,51,8,6.06,88
1801,51,2025-03-12,57,3.52,29,11,2.2,93
1802,26,2024-01-28,45,2.78,18,15,11.93,69
1803,7,2025-02-01,91,4.19,38,9,13.78,68
1804,33,2025-03-09,94,4.91,70,4,3.15,73
1805,58,2025-09-11,88,3.94,3,13,7.69,94
1806,52,2026-05-22,76,4.31,11,12,3.18,60
1807,43,2024-05-16,85,4.19,37,15,6.58,98
1808,4,2024-04-26,80,4.96,54,5,8.57,63
1809,25,2026-08-10,54,3.15,48,13,13.02,96
1810,28,2024-10-25,68,2.62,1,2,1.71,81
1811,51,2025-07-07,52,3.69,68,12,10.39,63
1812,7,2024-10-19,58,4.88,66,10,9.62,62
1813,33,2024-12-22,85,2.67,37,1,4.15,64
1814,52,2024-07-14,69,4.73,44,2,10.34,81
1815,67,2024-11-13,85,4.14,36,9,9.72,90
1816,59,2024-01-13,65,3.38,7,4,0.73,100
1817,14,2025-05-13,70,3.79,41,7,4.3,67
1818,58,2026-06-28,80,3.16,12,15,9.16,69
1819,60,2025-12-11,95,4.78,14,7,13.47,93
1820,72,2024-04-19,86,4.26,62,12,1.63,65
1821,47,2024-04-25,78,4.82,55,13,7.81,87
1822,11,2024-07-25,81,3.93,50,8,5.41,93
1823,85,2026-06-04,57,2.9,9,8,13.06,80
1824,4,2024-12-31,66,4.92,69,4,5.69,76
1825,83,2025-07-12,79,2.67,45,7,4.97,69
1826,48,2026-02-27,60,3.41,31,4,8.72,97
1827,98,2024-04-06,77,2.91,21,7,6.06,69
1828,60,2025-07-06,94,4.25,43,9,0.75,81
1829,35,2026-04-14,72,3.57,63,10,13.05,60
1830,100,2024-07-02,57,2.52,66,6,3.15,89
1831,62,2024-11-20,93,3.46,72,13,9.75,76
1832,9,2025-01-14,85,3.43,8,3,4.87,93
1833,39,2026-04-17,72,2.77,31,1,12.08,89
1834,25,2025-10-16,45,3.84,61,3,13.3,60
1835,59,2026-08-30,93,4.57,72,14,10.75,70
1836,62,2024-05-03,95,3.69,59,15,11.23,67
1837,98,2025-10-30,77,3.23,41,3,10.43,90
1838,65,2024-05-29,69,3.0,8,1,6.69,65
1839,10,2025-05-15,48,4.57,36,3,2.98,78
1840,28,2025-04-25,88,4.91,45,12,9.91,88
1841,13,2025-08-19,93,4.05,55,15,1.89,97
1842,81,2026-03-01,75,2.77,47,12,9.19,82
1843,52,2026-01-10,70,4.42,53,5,0.71,99
1844,88,2024-01-17,69,3.81,31,4,4.38,77
1845,3,2026-08-25,84,4.28,20,3,14.05,78
1846,18,2024-07-24,88,3.45,47,4,11.73,99
1847,89,2024-09-06,56,2.82,12,10,1.23,76
1848,80,2025-11-18,90,2.53,3,6,10.43,90
1849,32,2025-08-23,71,2.63,15,6,7.44,100
1850,15,2024-02-14,50,4.77,43,1,11.2,66
1851,9,2024-02-03,70,4.27,20,7,0.23,92
1852,18,2026-07-20,70,3.37,27,11,4.0,89
1853,44,2024-11-22,83,3.64,72,15,12.82,74
1854,37,2025-09-06,77,3.75,27,6,7.43,65
1855,24,2025-01-28,51,3.21,52,8,8.6,76
1856,32,2025-11-26,90,3.76,53,11,5.87,78
1857,31,2025-12-10,96,2.89,27,2,14.14,91
1858,18,2024-05-25,97,4.14,55,6,2.28,93
1859,40,2026-01-07,70,3.85,34,14,13.35,70
1860,64,2024-01-22,87,2.82,1,1,12.18,69
1861,70,2026-03-19,70,4.16,12,5,10.03,84
1862,3,2024-08-01,65,2.72,4,9,11.51,77
1863,19,2026-06-19,76,4.69,52,11,3.12,63
1864,83,2025-01-25,89,4.31,31,6,13.49,73
1865,77,2024-02-28,90,4.41,26,13,0.29,63
1866,93,2024-03-08,47,3.97,68,14,8.97,75
1867,71,2024-02-15,73,3.8,1,13,14.11,94
1868,23,2024-03-07,78,4.11,30,6,10.52,77
1869,43,2026-01-27,79,4.7,24,10,10.28,99
1870,30,2024-03-31,48,4.81,29,11,6.71,87
1871,32,2025-06-08,94,3.54,22,9,13.75,61
1872,11,2024-11-06,53,4.96,55,9,1.1,96
1873,100,2026-06-11,74,4.74,33,13,6.92,60
1874,45,2026-08-27,90,3.05,12,1,14.69,95
1875,28,2025-05-24,88,4.45,32,1,12.94,87
1876,26,2025-07-25,83,3.62,65,5,14.68,66
1877,75,2025-04-30,52,4.37,18,11,6.39,74
1878,53,2026-04-11,91,4.66,4,13,10.95,85
1879,63,2026-06-09,72,3.7,13,9,7.48,85
1880,17,2025-07-11,87,3.83,28,7,13.91,87
1881,68,2026-06-19,87,4.17,4,2,10.96,85
1882,100,2024-06-11,95,4.1,59,15,6.08,97
1883,24,2024-01-12,72,3.58,57,9,12.48,92
1884,73,2026-04-16,89,4.22,58,11,6.02,85
1885,42,2025-08-17,55,2.97,69,10,0.11,78
1886,75,2025-09-29,60,4.52,69,2,2.12,81
1887,62,2025-01-24,75,3.66,56,6,14.62,91
1888,38,2024-01-26,46,3.87,25,15,8.4,94
1889,41,2026-07-02,46,4.81,38,2,11.62,66
1890,100,2026-04-22,69,3.32,71,10,2.91,64
1891,18,2025-07-01,82,4.89,46,14,6.01,65
1892,69,2025-03-14,73,2.7,15,14,14.66,93
1893,6,2024-07-07,48,4.68,47,13,0.75,98
1894,34,2026-05-05,62,3.99,24,9,14.22,95
1895,63,2026-03-03,67,4.1,7,11,3.57,61
1896,19,2024-12-14,82,2.99,16,2,10.99,69
1897,82,2025-05-20,45,2.66,65,7,12.55,62
1898,36,2024-12-18,55,3.93,3,7,9.96,98
1899,20,2025-10-11,56,2.91,25,7,9.11,67
1900,72,2025-10-16,46,3.46,6,1,11.76,91
1901,26,2025-10-28,46,4.85,34,13,2.67,84
1902,91,2024-10-22,72,2.85,58,6,3.66,100
1903,4,2026-04-06,89,4.52,64,15,11.75,65
1904,83,2026-07-11,93,3.19,51,11,14.42,83
1905,53,2025-07-09,88,4.44,64,5,0.84,84
1906,64,2024-09-17,95,3.02,39,5,14.1,74
1907,43,2025-07-03,91,2.66,49,11,6.49,95
1908,85,2025-06-02,97,3.55,66,4,10.03,77
1909,26,2025-11-01,95,3.24,30,11,14.1,82
1910,71,2025-02-05,72,4.07,54,14,7.47,87
1911,39,2025-04-29,78,3.28,20,1,12.92,89
1912,47,2024-06-11,78,3.68,66,15,9.17,75
1913,99,2024-11-03,86,3.52,72,4,9.89,76
1914,32,2024-01-25,91,3.58,44,14,8.08,82
1915,98,2025-09-02,91,4.48,41,13,0.99,62
1916,23,2024-02-22,79,3.17,60,3,11.02,60
1917,59,2025-04-02,57,3.2,26,10,0.78,89
1918,30,2024-10-03,92,3.73,19,14,14.58,80
1919,82,2024-03-05,95,4.81,1,4,8.48,61
1920,54,2025-12-06,53,3.34,45,2,5.38,68
1921,90,2024-04-06,85,2.51,44,1,9.9,95
1922,40,2024-09-28,58,3.36,9,3,13.64,98
1923,99,2025-09-27,88,4.22,30,14,3.43,91
1924,98,2025-08-12,66,2.97,13,2,2.22,82
1925,4,2026-04-16,62,4.98,22,7,5.43,89
1926,34,2024-04-23,54,3.88,49,15,2.83,82
1927,89,2026-01-02,48,3.81,64,4,7.98,95
1928,87,2024-02-11,67,3.37,44,2,3.97,87
1929,78,2024-03-21,97,4.77,11,10,3.56,66
1930,62,2026-02-12,87,4.75,39,6,12.45,80
1931,88,2025-04-30,59,4.22,5,15,11.5,68
1932,24,2024-09-13,79,4.61,54,8,3.08,88
1933,50,2026-04-30,51,4.99,18,14,1.39,80
1934,61,2024-06-26,68,4.91,22,13,6.44,66
1935,97,2025-02-05,72,2.57,33,9,1.87,88
1936,21,2025-09-09,45,3.97,8,7,8.61,65
1937,56,2026-08-30,60,2.55,31,15,9.32,81
1938,10,2026-01-08,72,4.36,8,5,5.1,81
1939,79,2025-03-27,97,3.98,19,15,12.33,86
1940,30,2026-04-27,88,4.51,23,13,3.31,74
1941,100,2026-05-20,78,4.8,68,1,4.7,82
1942,12,2026-04-15,87,3.23,20,1,2.26,98
1943,32,2024-06-28,70,3.24,6,14,10.22,95
1944,93,2025-03-28,60,2.77,33,3,7.12,83
1945,49,2025-08-27,74,2.96,9,2,10.8,78
1946,4,2026-05-21,92,3.21,34,4,13.44,93
1947,91,2024-08-18,57,4.12,32,7,13.26,83
1948,11,2025-05-10,47,4.21,21,11,14.72,90
1949,16,2024-04-27,88,4.11,42,1,6.18,97
1950,87,2026-04-08,74,4.01,50,15,11.76,81
1951,9,2024-05-24,73,3.03,21,9,1.76,87
1952,88,2026-04-19,84,2.71,7,12,7.6,74
1953,80,2026-03-16,54,2.89,71,4,6.02,64
1954,42,2026-03-02,73,3.04,59,7,11.69,67
1955,4,2025-03-28,67,2.84,66,11,6.82,60
1956,83,2024-09-17,63,3.37,11,6,12.96,63
1957,36,2026-01-30,65,2.63,23,1,2.05,84
1958,67,2026-02-01,60,3.9,72,10,0.61,73
1959,40,2025-02-13,85,3.37,8,3,8.96,92
1960,58,2024-01-09,93,3.49,31,11,11.71,77
1961,78,2025-11-26,94,4.3,27,5,6.18,89
1962,45,2026-03-18,64,4.06,69,12,10.88,75
1963,55,2025-11-11,79,3.76,6,2,13.34,95
1964,17,2024-09-06,73,2.93,7,14,11.28,66
1965,32,2024-01-03,62,3.44,13,9,4.73,69
1966,13,2024-06-26,60,3.84,71,3,5.49,75
1967,5,2025-06-19,94,3.88,26,11,10.99,84
1968,16,2024-08-31,91,4.45,53,4,6.29,60
1969,69,2024-09-08,81,4.19,12,11,14.08,90
1970,95,2025-10-25,69,4.0,60,12,7.7,79
1971,63,2024-03-23,72,3.71,6,1,0.44,68
1972,33,2024-04-26,89,4.29,7,8,13.71,89
1973,56,2026-05-08,60,3.17,47,14,11.93,94
1974,78,2024-03-23,65,2.76,28,8,0.2,83
1975,98,2025-01-05,52,4.71,11,10,4.05,79
1976,34,2024-12-12,68,3.55,61,3,9.29,82
1977,50,2024-08-29,97,2.79,24,8,6.47,65
1978,57,2025-05-27,73,4.34,15,12,11.35,92
1979,54,2024-04-19,93,2.85,55,4,8.81,85
1980,18,2024-08-12,92,3.5,49,15,11.67,94
1981,4,2026-05-16,68,3.41,27,8,1.57,94
1982,68,2025-12-04,75,4.37,6,3,10.97,73
1983,84,2024-11-05,90,4.4,37,11,5.77,64
1984,39,2026-01-14,95,3.48,49,3,7.46,73
1985,28,2026-03-08,45,3.24,15,2,12.1,86
1986,13,2024-08-20,88,3.25,14,6,2.86,92
1987,15,2024-09-25,83,3.49,69,12,6.38,86
1988,62,2025-01-31,46,4.6,50,6,5.72,96
1989,76,2026-03-09,77,4.76,3,4,5.72,95
1990,30,2026-07-31,45,2.57,70,4,7.35,98
1991,83,2025-08-13,59,3.5,30,12,12.66,82
1992,24,2026-08-15,92,4.88,15,11,9.69,90
1993,8,2024-02-21,69,3.32,29,5,1.06,76
1994,49,2025-04-07,92,4.84,19,10,1.5,94
1995,22,2024-01-21,53,3.78,36,8,1.95,72
1996,12,2024-12-08,79,2.79,52,11,0.9,90
1997,87,2025-05-03,73,3.81,67,11,3.86,96
1998,37,2024-04-19,82,4.04,8,6,2.5,68
1999,63,2025-03-03,52,2.78,70,14,6.2,81
2000,46,2026-08-21,78,4.34,71,10,8.06,66
