id,invoiceNumber,vendorId,poNumber,amount,status,invoiceDate,dueDate,paymentDate
873,INV-2026-000873,30,PO-2026-000873,385783,Paid,2025-03-20,2025-05-07,2025-04-25
874,INV-2026-000874,24,PO-2026-000874,102007,Paid,2026-04-15,2026-05-29,2026-05-29
875,INV-2026-000875,83,PO-2026-000875,16034,Overdue,2024-11-13,2025-01-19,
876,INV-2026-000876,25,PO-2026-000876,80247,Paid,2024-03-14,2024-05-20,2024-05-20
877,INV-2026-000877,52,PO-2026-000877,384745,Paid,2025-06-23,2025-09-07,2025-08-26
878,INV-2026-000878,49,PO-2026-000878,15861,Paid,2024-04-22,2024-07-18,2024-07-13
879,INV-2026-000879,99,PO-2026-000879,145329,Overdue,2024-05-26,2024-08-05,
880,INV-2026-000880,95,PO-2026-000880,182413,Paid,2026-05-23,2026-08-15,2026-08-05
881,INV-2026-000881,98,PO-2026-000881,237954,Paid,2026-04-15,2026-06-08,2026-05-24
882,INV-2026-000882,32,PO-2026-000882,289964,Pending,2025-12-09,2026-03-04,
883,INV-2026-000883,70,PO-2026-000883,58774,Paid,2025-06-07,2025-07-18,2025-07-03
884,INV-2026-000884,29,PO-2026-000884,123843,Overdue,2025-03-13,2025-04-12,
885,INV-2026-000885,29,PO-2026-000885,363831,Pending,2025-01-28,2025-03-03,
886,INV-2026-000886,15,PO-2026-000886,58339,Paid,2024-10-15,2024-12-03,2024-11-27
887,INV-2026-000887,11,PO-2026-000887,27726,Paid,2025-09-11,2025-10-28,2025-10-25
888,INV-2026-000888,77,PO-2026-000888,361218,Pending,2025-03-11,2025-05-02,
889,INV-2026-000889,14,PO-2026-000889,266751,Paid,2025-11-08,2026-01-13,2026-01-13
890,INV-2026-000890,20,PO-2026-000890,348856,Pending,2024-05-30,2024-08-22,
891,INV-2026-000891,62,PO-2026-000891,40291,Pending,2024-04-25,2024-07-14,
892,INV-2026-000892,42,PO-2026-000892,100353,Paid,2026-02-24,2026-04-09,2026-04-03
893,INV-2026-000893,62,PO-2026-000893,222026,Paid,2025-09-08,2025-10-10,2025-09-28
894,INV-2026-000894,71,PO-2026-000894,287458,Pending,2025-06-30,2025-09-28,
895,INV-2026-000895,75,PO-2026-000895,226166,Paid,2025-06-23,2025-07-27,2025-07-19
896,INV-2026-000896,31,PO-2026-000896,6502,Paid,2024-07-27,2024-09-29,2024-09-27
897,INV-2026-000897,15,PO-2026-000897,188158,Overdue,2025-01-04,2025-02-06,
898,INV-2026-000898,19,PO-2026-000898,294145,Paid,2026-08-11,2026-10-13,2026-10-06
899,INV-2026-000899,96,PO-2026-000899,66465,Paid,2025-12-13,2026-03-04,2026-02-27
900,INV-2026-000900,90,PO-2026-000900,227669,Pending,2025-01-15,2025-03-27,
901,INV-2026-000901,77,PO-2026-000901,87928,Overdue,2024-01-31,2024-03-15,
902,INV-2026-000902,10,PO-2026-000902,303415,Pending,2026-05-01,2026-06-29,
903,INV-2026-000903,61,PO-2026-000903,78459,Paid,2026-02-05,2026-04-14,2026-04-06
904,INV-2026-000904,44,PO-2026-000904,414677,Paid,2025-10-22,2025-11-26,2025-11-20
905,INV-2026-000905,8,PO-2026-000905,341831,Pending,2024-02-02,2024-04-30,
906,INV-2026-000906,2,PO-2026-000906,441564,Paid,2025-03-09,2025-06-04,2025-05-31
907,INV-2026-000907,40,PO-2026-000907,124178,Paid,2025-03-09,2025-04-11,2025-04-05
908,INV-2026-000908,17,PO-2026-000908,116077,Paid,2025-02-14,2025-04-22,2025-04-07
909,INV-2026-000909,96,PO-2026-000909,298231,Paid,2025-09-11,2025-11-14,2025-11-13
910,INV-2026-000910,84,PO-2026-000910,217389,Paid,2026-04-27,2026-07-06,2026-07-04
911,INV-2026-000911,55,PO-2026-000911,146515,Paid,2024-04-21,2024-05-28,2024-05-14
912,INV-2026-000912,43,PO-2026-000912,130582,Paid,2024-10-15,2024-11-26,2024-11-23
913,INV-2026-000913,97,PO-2026-000913,167067,Paid,2024-07-11,2024-08-23,2024-08-08
914,INV-2026-000914,11,PO-2026-000914,301116,Paid,2024-02-15,2024-03-16,2024-03-03
915,INV-2026-000915,41,PO-2026-000915,166797,Overdue,2024-01-09,2024-02-15,
916,INV-2026-000916,25,PO-2026-000916,399181,Pending,2025-02-04,2025-04-03,
917,INV-2026-000917,13,PO-2026-000917,218535,Pending,2026-07-07,2026-08-18,
918,INV-2026-000918,49,PO-2026-000918,312420,Paid,2026-06-08,2026-08-17,2026-08-03
919,INV-2026-000919,60,PO-2026-000919,333179,Overdue,2024-04-05,2024-05-21,
920,INV-2026-000920,19,PO-2026-000920,381729,Pending,2024-06-13,2024-08-20,
921,INV-2026-000921,17,PO-2026-000921,157484,Paid,2025-01-03,2025-03-14,2025-03-09
922,INV-2026-000922,92,PO-2026-000922,363022,Paid,2025-01-31,2025-04-01,2025-03-23
923,INV-2026-000923,81,PO-2026-000923,56068,Overdue,2026-04-04,2026-05-23,
924,INV-2026-000924,12,PO-2026-000924,54342,Paid,2025-04-10,2025-06-13,2025-06-06
925,INV-2026-000925,36,PO-2026-000925,195488,Paid,2024-12-27,2025-03-10,2025-03-01
926,INV-2026-000926,59,PO-2026-000926,253125,Pending,2024-09-19,2024-10-26,
927,INV-2026-000927,73,PO-2026-000927,25757,Overdue,2025-01-07,2025-04-07,
928,INV-2026-000928,88,PO-2026-000928,236120,Paid,2025-01-10,2025-02-09,2025-01-30
929,INV-2026-000929,88,PO-2026-000929,270259,Overdue,2025-04-05,2025-06-06,
930,INV-2026-000930,32,PO-2026-000930,435563,Paid,2025-07-28,2025-09-06,2025-09-01
931,INV-2026-000931,21,PO-2026-000931,214337,Paid,2026-05-24,2026-07-20,2026-07-11
932,INV-2026-000932,12,PO-2026-000932,249254,Paid,2025-04-24,2025-07-18,2025-07-04
933,INV-2026-000933,24,PO-2026-000933,61805,Paid,2026-07-28,2026-10-09,2026-10-04
934,INV-2026-000934,43,PO-2026-000934,171348,Paid,2024-12-16,2025-01-21,2025-01-14
935,INV-2026-000935,61,PO-2026-000935,150948,Paid,2025-04-10,2025-06-11,2025-06-02
936,INV-2026-000936,28,PO-2026-000936,302903,Paid,2024-02-02,2024-04-05,2024-03-21
937,INV-2026-000937,47,PO-2026-000937,230501,Paid,2025-04-29,2025-06-17,2025-06-11
938,INV-2026-000938,98,PO-2026-000938,226732,Paid,2024-10-03,2024-11-11,2024-11-01
939,INV-2026-000939,52,PO-2026-000939,161414,Paid,2026-06-13,2026-08-31,2026-08-19
940,INV-2026-000940,86,PO-2026-000940,141025,Pending,2024-07-07,2024-09-29,
941,INV-2026-000941,97,PO-2026-000941,91262,Paid,2024-07-22,2024-10-02,2024-09-27
942,INV-2026-000942,89,PO-2026-000942,89247,Paid,2025-12-14,2026-02-15,2026-01-31
943,INV-2026-000943,77,PO-2026-000943,45794,Pending,2026-01-10,2026-03-31,
944,INV-2026-000944,94,PO-2026-000944,437660,Paid,2026-01-24,2026-04-10,2026-04-02
945,INV-2026-000945,59,PO-2026-000945,82325,Paid,2025-05-26,2025-07-11,2025-06-26
946,INV-2026-000946,93,PO-2026-000946,241222,Overdue,2026-08-23,2026-11-14,
947,INV-2026-000947,82,PO-2026-000947,308236,Paid,2024-04-09,2024-05-18,2024-05-09
948,INV-2026-000948,70,PO-2026-000948,92084,Paid,2025-09-07,2025-10-29,2025-10-19
949,INV-2026-000949,25,PO-2026-000949,361320,Paid,2025-08-13,2025-10-09,2025-09-27
950,INV-2026-000950,40,PO-2026-000950,434418,Pending,2026-06-07,2026-07-07,
951,INV-2026-000951,46,PO-2026-000951,439207,Pending,2025-07-09,2025-09-02,
952,INV-2026-000952,23,PO-2026-000952,229596,Paid,2025-01-17,2025-03-14,2025-03-03
953,INV-2026-000953,85,PO-2026-000953,361663,Pending,2025-03-23,2025-04-30,
954,INV-2026-000954,14,PO-2026-000954,345590,Overdue,2024-01-17,2024-04-05,
955,INV-2026-000955,97,PO-2026-000955,290597,Paid,2024-04-12,2024-07-03,2024-06-27
956,INV-2026-000956,54,PO-2026-000956,121852,Paid,2026-03-06,2026-05-20,2026-05-12
957,INV-2026-000957,16,PO-2026-000957,421154,Paid,2026-07-24,2026-09-15,2026-09-15
958,INV-2026-000958,48,PO-2026-000958,122407,Paid,2025-06-03,2025-08-22,2025-08-10
959,INV-2026-000959,54,PO-2026-000959,131644,Paid,2024-01-05,2024-03-10,2024-03-04
960,INV-2026-000960,48,PO-2026-000960,433189,Pending,2025-06-15,2025-08-23,
961,INV-2026-000961,74,PO-2026-000961,131789,Paid,2025-07-23,2025-10-15,2025-10-07
962,INV-2026-000962,74,PO-2026-000962,72565,Paid,2026-08-19,2026-10-03,2026-09-28
963,INV-2026-000963,41,PO-2026-000963,88070,Paid,2025-03-23,2025-05-22,2025-05-07
964,INV-2026-000964,81,PO-2026-000964,416189,Overdue,2025-02-05,2025-05-06,
965,INV-2026-000965,42,PO-2026-000965,53892,Paid,2024-04-05,2024-06-16,2024-06-04
966,INV-2026-000966,76,PO-2026-000966,19584,Pending,2025-09-24,2025-12-21,
967,INV-2026-000967,4,PO-2026-000967,389916,Pending,2024-05-13,2024-06-27,
968,INV-2026-000968,84,PO-2026-000968,121263,Paid,2024-10-31,2025-01-07,2024-12-26
969,INV-2026-000969,85,PO-2026-000969,149160,Paid,2024-03-25,2024-04-27,2024-04-17
970,INV-2026-000970,77,PO-2026-000970,61139,Paid,2024-05-25,2024-07-17,2024-07-03
971,INV-2026-000971,64,PO-2026-000971,194476,Overdue,2026-07-23,2026-08-29,
972,INV-2026-000972,3,PO-2026-000972,43574,Paid,2025-05-13,2025-08-07,2025-08-05
973,INV-2026-000973,49,PO-2026-000973,169408,Paid,2025-10-10,2025-12-28,2025-12-15
974,INV-2026-000974,2,PO-2026-000974,98678,Pending,2025-11-06,2026-01-30,
975,INV-2026-000975,45,PO-2026-000975,326915,Paid,2025-09-06,2025-10-25,2025-10-19
976,INV-2026-000976,33,PO-2026-000976,68750,Paid,2024-07-16,2024-09-12,2024-09-05
977,INV-2026-000977,98,PO-2026-000977,118406,Paid,2026-06-06,2026-08-09,2026-08-01
978,INV-2026-000978,18,PO-2026-000978,48748,Paid,2026-01-15,2026-04-07,2026-03-29
979,INV-2026-000979,26,PO-2026-000979,53218,Pending,2024-12-22,2025-01-29,
980,INV-2026-000980,64,PO-2026-000980,273779,Pending,2026-08-27,2026-09-30,
981,INV-2026-000981,88,PO-2026-000981,381122,Overdue,2024-10-14,2024-12-27,
982,INV-2026-000982,27,PO-2026-000982,383567,Pending,2025-05-14,2025-07-03,
983,INV-2026-000983,35,PO-2026-000983,172116,Overdue,2025-09-29,2025-11-21,
984,INV-2026-000984,48,PO-2026-000984,336716,Overdue,2026-04-19,2026-06-16,
985,INV-2026-000985,66,PO-2026-000985,312688,Pending,2025-02-23,2025-04-07,
986,INV-2026-000986,15,PO-2026-000986,429170,Paid,2024-11-26,2025-01-24,2025-01-17
987,INV-2026-000987,10,PO-2026-000987,349433,Paid,2025-01-15,2025-03-07,2025-03-01
988,INV-2026-000988,41,PO-2026-000988,10715,Pending,2026-01-04,2026-03-20,
989,INV-2026-000989,42,PO-2026-000989,126974,Paid,2025-07-29,2025-10-05,2025-10-05
990,INV-2026-000990,68,PO-2026-000990,58959,Paid,2025-07-28,2025-10-07,2025-09-24
991,INV-2026-000991,83,PO-2026-000991,362633,Paid,2026-02-13,2026-05-05,2026-04-20
992,INV-2026-000992,7,PO-2026-000992,263963,Pending,2025-05-25,2025-08-16,
993,INV-2026-000993,58,PO-2026-000993,320322,Paid,2024-11-30,2025-02-26,2025-02-15
994,INV-2026-000994,37,PO-2026-000994,342466,Paid,2026-03-13,2026-05-09,2026-05-08
995,INV-2026-000995,52,PO-2026-000995,284690,Overdue,2026-07-29,2026-10-22,
996,INV-2026-000996,9,PO-2026-000996,54870,Pending,2026-04-29,2026-07-18,
997,INV-2026-000997,97,PO-2026-000997,214895,Paid,2024-03-22,2024-05-09,2024-04-29
998,INV-2026-000998,7,PO-2026-000998,161470,Pending,2025-12-14,2026-03-01,
999,INV-2026-000999,80,PO-2026-000999,20355,Paid,2024-08-17,2024-09-21,2024-09-18
1000,INV-2026-001000,42,PO-2026-001000,365499,Paid,2026-01-11,2026-04-02,2026-03-31
